name,lat,lon,type
"Two square enclosures in Tenant's Bottom",50.812728,-2.438492,scheduled_monument
"Enclosure near 'the Sole Plantation'",50.808426,-2.436933,scheduled_monument
"Barrow on College Down",50.790681,-2.444925,scheduled_monument
"Bowl barrow 320m north west of Coombefield Farm",50.716149,-2.653077,scheduled_monument
"Wyke barns",50.929511,-2.570244,scheduled_monument
"Earthwork E of Stake Farm",50.847057,-2.634904,scheduled_monument
"Settlement and field system on Black Hill",50.803456,-2.470945,scheduled_monument
"Round barrow on Black Hill",50.800317,-2.464273,scheduled_monument
"Settlement on Smacam Down",50.792937,-2.487836,scheduled_monument
"Round barrow on Dickley Hill",50.800860,-2.485563,scheduled_monument
"Round barrow N of Forston Barn",50.768391,-2.467204,scheduled_monument
"Round barrow E of Forston Farm",50.758733,-2.462713,scheduled_monument
"Settlement on Dickley Hill",50.801437,-2.487471,scheduled_monument
"Round barrow NW of Long Bottom Plantation",50.734855,-2.555703,scheduled_monument
"Round barrow SW of Ashton Cottages",50.686903,-2.488165,scheduled_monument
"Round barrows on Cross Hill",50.813386,-2.537019,scheduled_monument
"Earthwork on Cross Hill",50.812895,-2.538177,scheduled_monument
"Chapel W of Manor Farm",50.933090,-2.409384,scheduled_monument
"Round barrow E of Bayard's Barn",50.678796,-2.465054,scheduled_monument
"Enclosed Iron Age farmstead and part of an associated field system 215m west of New Barn",50.787015,-2.555272,scheduled_monument
"Enclosure S of Pimperne Down",50.887078,-2.156498,scheduled_monument
"Roman villa 300yds (270m) W of Park House Farm buildings",50.922828,-2.205332,scheduled_monument
"Bowl barrow 900m north west of Lower Farm",50.821309,-2.418470,scheduled_monument
"Two bowl barrows 310m north east of Lancombe Farm",50.792397,-2.613562,scheduled_monument
"Round barrow on Rew Hill",50.698312,-2.521997,scheduled_monument
"Two round barrows on North Hill",50.708500,-2.526175,scheduled_monument
"Field system W of Fore Hill",50.777351,-2.564107,scheduled_monument
"Round barrow E of Two Gates",50.739201,-2.616211,scheduled_monument
"Long barrow W of Hampton Barn",50.680231,-2.572807,scheduled_monument
"Round barrow on Church Hill",50.830747,-2.422119,scheduled_monument
"Round barrow on Pound Hill",50.716004,-2.533171,scheduled_monument
"Round barrow on Stratton Down",50.760283,-2.490460,scheduled_monument
"Round barrow S of Manor Farm",50.780757,-2.320593,scheduled_monument
"Two round barrows in Doles Hill Plantation",50.783904,-2.374716,scheduled_monument
"Round barrow W of Druce Higher Barn",50.776034,-2.366895,scheduled_monument
"Two round barrows SW of Well House Cottage",50.769862,-2.367655,scheduled_monument
"Round barrow N of Heave Coppice",50.778260,-2.428681,scheduled_monument
"Group of round barrows NE of Hog Leaze",50.793359,-2.370720,scheduled_monument
"Round barrow on Cheselbourne West Down",50.787400,-2.369878,scheduled_monument
"Round barrow W of Ashley Barn",50.758472,-2.275200,scheduled_monument
"Roman road W of Ashley Barn",50.757529,-2.270828,scheduled_monument
"Roman buildings and field system in Snape",54.256848,-1.593808,scheduled_monument
"Caister Castle",52.650399,1.701537,scheduled_monument
"'Seven Hills' (tumuli), Rushford",52.397588,0.801702,scheduled_monument
"The Great Barn",52.858227,1.447584,scheduled_monument
"Tumulus on Warborough Hill",52.952256,0.917034,scheduled_monument
"Late Neolithic or Bronze Age Henge type monument and D shaped enclosure 300m west of Twins Farm",52.599648,1.294599,scheduled_monument
"Two round barrows near Norwich Lodge, Ketteringham Hall",52.585532,1.207382,scheduled_monument
"Deserted village, Godwick",52.762400,0.820270,scheduled_monument
"Sturston Hall, site of",52.520221,0.762357,scheduled_monument
"Barrow group at Sturston, NE of Waterloo Farm",52.507691,0.754791,scheduled_monument
"Site of Panworth Hall and medieval settlement",52.607282,0.798559,scheduled_monument
"Moated site and earthworks N of Stubley Farm",52.526473,1.047526,scheduled_monument
"Deserted medieval village, Great Palgrave",52.676993,0.708003,scheduled_monument
"Remains of St Leonard's Priory",52.630795,1.311293,scheduled_monument
"St Bartholomew's Church, Heigham",52.640070,1.274664,scheduled_monument
"Scole Roman settlement",52.365442,1.150209,scheduled_monument
"Site of the medieval village of Astwick and the moated site 1500yds (1370m) SW of Evenley village",52.003139,-1.170787,scheduled_monument
"Roundhouse or lock-up",52.496132,-0.634279,scheduled_monument
"Bank of Roman town 550ft (170m) in length N of Brackley Road and W of High Street",52.133476,-0.992625,scheduled_monument
"Roman road in Hazel Wood",52.486936,-0.709688,scheduled_monument
"Roman villa",52.275275,-0.681047,scheduled_monument
"Wallington Bridge",55.149512,-1.948898,scheduled_monument
"Hulne Priory",55.435044,-1.742830,scheduled_monument
"Hexham Bridge",54.976630,-2.094193,scheduled_monument
"The King's Stone NW of Crookham Westfield Farm",55.639509,-2.185600,scheduled_monument
"Simonside camp",55.557852,-1.967871,scheduled_monument
"Gunnerton Crag camps",55.068797,-2.136235,scheduled_monument
"Camp 1/2 mile (800m) SE of Wagtail Farm",55.298453,-1.875378,scheduled_monument
"Bellister Castle (uninhabited parts)",54.960269,-2.468944,scheduled_monument
"Rosebrough Moor round cairns",55.530779,-1.814811,scheduled_monument
"Settlement at the south end of The Bell",55.552850,-2.156976,scheduled_monument
"Kielder Viaduct",55.224623,-2.579797,scheduled_monument
"Defended settlement, 380m south west of Sandy House",55.583514,-2.109937,scheduled_monument
"Ewart Park henge",55.578889,-2.069938,scheduled_monument
"Settlement on SE slope of Ewe Hill",55.443706,-1.992638,scheduled_monument
"Medieval chapel and graveyard, 170m east of Brandon",55.448315,-1.932863,scheduled_monument
"Defended settlement, 400m south west of Nesbit",55.593946,-2.032406,scheduled_monument
"Wheelbirks furnace",54.916356,-1.925574,scheduled_monument
"Beauvale Carthusian Priory",53.035710,-1.268039,scheduled_monument
"Mound on Hamilton Hill",53.125106,-1.223722,scheduled_monument
"Cellar under No 8, Castle Gate",52.951547,-1.149851,scheduled_monument
"Earthwork NE of Tadmarton village",52.046104,-1.420135,scheduled_monument
"Iron Age settlement centring 500m SW of Black Bourton",51.729652,-1.599968,scheduled_monument
"Settlement site at Northfield Farm",51.646025,-1.193749,scheduled_monument
"Ock Bridge",51.668608,-1.295333,scheduled_monument
"Earthwork in Ewedown Copse",51.660201,-1.540193,scheduled_monument
"Bell barrow NE of Oven Bottom",51.550699,-1.219260,scheduled_monument
"Roman Ridge (Roman road): section 300yds (270m) long on Clay Hill",53.461328,-1.370270,scheduled_monument
"Roman fort at Robin Hood's Well",53.602054,-1.216760,scheduled_monument
"The Shepherd Wheel",53.364417,-1.524904,scheduled_monument
"Stottesdon Bridge 1/3 mile (540m) N of Prescott Mill",52.430431,-2.497706,scheduled_monument
"Offa's Dyke: section 550yds (500m) long, on Bakers Hill",52.877090,-3.111580,scheduled_monument
"Roman villa NE of Cottage Coppice",52.604025,-2.582878,scheduled_monument
"Bourn Windmill",52.204666,-0.081651,scheduled_monument
"Warden Abbey",52.080228,-0.361619,scheduled_monument
"Medieval chapel of St Thomas Becket 45m east of the church, Priory Road in Bodmin",50.471320,-4.716057,scheduled_monument
"City Cross or 'Butter Cross'",51.062631,-1.314987,scheduled_monument
"Huntington Castle",52.177923,-3.099853,scheduled_monument
"Fort Royal",52.187101,-2.214126,scheduled_monument
"Garmsley Hill Fort",52.253361,-2.557467,scheduled_monument
"St Martin's Priory (remains of)",51.126704,1.306652,scheduled_monument
"Settlement in Moulton West Fen",52.717337,-0.087616,scheduled_monument
"Settlement SE of Lower Delgate Farm",52.732424,-0.105573,scheduled_monument
"Two camps and cup and ring marked rocks on Dod Law",55.579053,-1.991455,scheduled_monument
"Chollerford Bridge, with abutments of previous bridge",55.029187,-2.127262,scheduled_monument
"Hazely Hill round cairn",55.656808,-2.072445,scheduled_monument
"Dog Island moat near Gainsborough",53.395967,-0.778296,scheduled_monument
"Somerton Manor House; earthworks and remains of hall",51.952587,-1.275061,scheduled_monument
"Little Coxwell camp",51.633346,-1.584388,scheduled_monument
"Roving bridge and lock called Newport Lock 255m south east of Wrekin View Farm",52.771325,-2.381837,scheduled_monument
"Medieval fishpond reservoir NE of Haughmond Abbey and SW of the hamlet of Haughton",52.740874,-2.665444,scheduled_monument
"Melbury Roman villa",51.044606,-2.744102,scheduled_monument
"Cow Castle",51.122709,-3.724097,scheduled_monument
"Roman building 600yds (549m) SW of Lower Sutton Farm",51.097696,-2.547134,scheduled_monument
"Poundisford Park pale",50.970533,-3.117756,scheduled_monument
"Settlement SE of Cannington Park",51.156673,-3.079965,scheduled_monument
"Two round barrows 600yds (550m) ENE of Green Ore",51.251248,-2.596138,scheduled_monument
"Remains of 14th century chantry at Kilve",51.189016,-3.222758,scheduled_monument
"Pottery kiln S of Whitney Bottom",50.918182,-2.964010,scheduled_monument
"Tamworth Castle",52.632491,-1.696281,scheduled_monument
"Mayfield strip lynchets",53.012263,-1.769697,scheduled_monument
"Causewayed enclosure",52.726533,-1.773218,scheduled_monument
"Framlingham Castle and its associated landscape including the mere, town ditch and Anglo-Saxon cemetery",52.224974,1.345037,scheduled_monument
"Dominican friary (remains of), and a section of the east precinct wall",52.055003,1.158333,scheduled_monument
"Roman villa at Liston Lane",52.073534,0.714503,scheduled_monument
"Martello tower at Felixstowe ferry",51.985528,1.389674,scheduled_monument
"Martello tower at Rose Cottage",52.006243,1.431218,scheduled_monument
"Lound Waterworks engine house",52.546301,1.688646,scheduled_monument
"Roman villa SE of Lidgate",52.184918,0.531501,scheduled_monument
"Moated site 200yds (180m) S of Oldhall Green",52.169592,0.772679,scheduled_monument
"East Low Hill tumulus",52.221246,0.779616,scheduled_monument
"Eashing Bridge, Lower Eashing",51.185827,-0.647145,scheduled_monument
"Earth circles on St Martha's Hill",51.224136,-0.530869,scheduled_monument
"Roman villa N of Limnerslease, Down Lane",51.222872,-0.630522,scheduled_monument
"St Paul's Monastery, Jarrow",54.980017,-1.472329,scheduled_monument
"Coventry city walls",52.407909,-1.501416,scheduled_monument
"Perry Bridge",52.525254,-1.897091,scheduled_monument
"Chichester Dyke, earthwork extending N 360yds (330m) from Otter Memorial College",50.846718,-0.773910,scheduled_monument
"Beckett's Barn and adjoining earthworks",50.769183,-0.746993,scheduled_monument
"War Dyke entrenchment in Whiteways Plantation and South Wood",50.884582,-0.576930,scheduled_monument
"Roman amphitheatre",50.835076,-0.770821,scheduled_monument
"Stank Hall quasi-manorial site",53.756882,-1.568765,scheduled_monument
"The 'Island' tumulus",52.368654,-1.261794,scheduled_monument
"Castle Bridge",52.279580,-1.579560,scheduled_monument
"Shrunken village",52.408607,-1.269022,scheduled_monument
"Enclosures in park of Sherbourne House, 200yds (180m) NE of church",52.250334,-1.613571,scheduled_monument
"Double ditched enclosure E of Thornton Farm",52.150776,-1.595345,scheduled_monument
"Site of St Mary's College",52.282673,-1.587285,scheduled_monument
"Round barrow SE of Cowdown Farm",51.134149,-1.857615,scheduled_monument
"Group of barrows near Field Barn",51.157026,-1.966390,scheduled_monument
"Membury Camp See also WEST BERKSHIRE 199",51.475868,-1.566338,scheduled_monument
"Clarendon Palace",51.070675,-1.742146,scheduled_monument
"Cricklade town banks",51.644201,-1.858064,scheduled_monument
"Hoop Side round barrows",51.062185,-1.911890,scheduled_monument
"Gallows Hill round barrow",51.017050,-2.065113,scheduled_monument
"Faulston pigeon house",51.029981,-1.897420,scheduled_monument
"Heath Wood earthwork",51.100987,-1.892136,scheduled_monument
"Winkelbury Hill round barrows",50.990375,-2.071658,scheduled_monument
"Clearbury Down round barrow",51.012958,-1.794039,scheduled_monument
"Long barrow 600yds (550m) SE of Vanity",50.997302,-1.827268,scheduled_monument
"Barrow NE of Mere Down Farm",51.117659,-2.235741,scheduled_monument
"Earthwork on White Sheet Downs, 800yds (730m) S of Coombe Barn",51.118973,-2.279896,scheduled_monument
"Church Hill earthwork",51.477256,-1.706716,scheduled_monument
"Moated site at Puthall Farm",51.412047,-1.656276,scheduled_monument
"Cross in St Sampson's churchyard",51.640810,-1.857526,scheduled_monument
"Roman road in Spye Park",51.406942,-2.059083,scheduled_monument
"Stokesay Castle",52.429585,-2.830661,scheduled_monument
"Ludford Bridge",52.363818,-2.717198,scheduled_monument
"Offa's Dyke: section 2/3 mile (1170m) long, N from southern boundary of Rownal Covert",52.576387,-3.132940,scheduled_monument
"Offa's Dyke: section 360yds (330m) long, Llynclys Hill",52.805090,-3.084391,scheduled_monument
"Caerbre",52.561003,-3.071294,scheduled_monument
"The Burgs",52.674046,-2.756522,scheduled_monument
"Bicton Ditches",52.430350,-3.043707,scheduled_monument
"Boscobel House",52.671783,-2.241660,scheduled_monument
"Offa's Dyke: section 300yds (270m) long, N of Pentre-Shannel",52.844362,-3.105369,scheduled_monument
"Sundial in parish churchyard",52.858214,-2.786233,scheduled_monument
"Earthwork E of Bank Farm",52.604164,-2.791405,scheduled_monument
"Dovecote at Chirbury Hall Farm",52.580118,-3.090724,scheduled_monument
"Coalport Inclined Plane",52.619681,-2.452377,scheduled_monument
"Edge Runner Mill (site of)",52.837328,-2.626703,scheduled_monument
"The tithe barn",51.185347,-2.506092,scheduled_monument
"Dunkery Beacon and adjacent mounds",51.162783,-3.586774,scheduled_monument
"Round barrows SW of Cleeve's Plantation",51.254336,-2.628047,scheduled_monument
"Longbottom Farm earthwork",51.308050,-2.779688,scheduled_monument
"Roman villa N of Dunnock's Lane",50.921457,-2.647212,scheduled_monument
"Round barrow on Beacon Hill",51.213094,-2.523017,scheduled_monument
"Earthworks W of Bury",51.035279,-3.508291,scheduled_monument
"Round barrow on Great Tom's Hill",51.174729,-3.710887,scheduled_monument
"Knowle Hill round barrow",51.010440,-1.950388,scheduled_monument
"Group of round barrows on Rough Hill",51.455524,-1.807010,scheduled_monument
"White Sheet Hill milestone",51.116062,-2.286279,scheduled_monument
"Bohune Down round barrow",51.298480,-1.755962,scheduled_monument
"Ditch 530yds (484m) SW of Stitchcombe Farm",51.420785,-1.681004,scheduled_monument
"Celtic field system on Chute Down",51.282743,-1.593594,scheduled_monument
"Barrow in Wilton Park",51.072215,-1.860360,scheduled_monument
"Earthwork W of New Town Farm",51.375668,-1.834959,scheduled_monument
"Gomeldon deserted village",51.120041,-1.741914,scheduled_monument
"Enclosure NW of Downbarn West",51.127961,-1.762577,scheduled_monument
"Two enclosures on Winterbourne Down",51.469735,-1.821145,scheduled_monument
"Fognam Clump field system See also WEST BERKSHIRE 99",51.524506,-1.584398,scheduled_monument
"Minor Romano-British villa 300m north west of Tapwell Bridge",51.605270,-2.455301,scheduled_monument
"Portal dolmen 400m north east of Lesquite Farm",50.432878,-4.717883,scheduled_monument
"Medieval chapel at Erth Barton",50.384490,-4.278148,scheduled_monument
"Wayside Cross at Camborne Park Recreation Ground",50.211619,-5.307642,scheduled_monument
"Bowl barrow 290m south east of Sunny Corner Cottage",49.997020,-5.201314,scheduled_monument
"Calva Hall Bridge",54.624590,-3.459186,scheduled_monument
"Enclosure 130m SSE of Old Mawbray",54.798810,-3.407013,scheduled_monument
"Maiden Way Roman Road, Melmerby Fell from Bank Rigg northwards to Rowgill Burn",54.742501,-2.527686,scheduled_monument
"Settlement 100yds (90m) S of The Wreay",54.799208,-3.174496,scheduled_monument
"Coniston copper mines",54.381098,-3.101937,scheduled_monument
"Stone row N of Yarner Wells",50.600434,-3.744587,scheduled_monument
"Three hut circles NW of Cadworthy",50.462513,-4.048120,scheduled_monument
"Three hut circles E of Bush Down",50.624388,-3.860573,scheduled_monument
"Bullpoint gunpowder magazines and camber",50.397664,-4.202667,scheduled_monument
"Eggardon Hill disc barrow",50.749295,-2.643729,scheduled_monument
"Bowl barrow 700m east of South Eggardon Farm",50.741259,-2.649444,scheduled_monument
"Three barrows N of Penn Hill",50.734451,-2.504318,scheduled_monument
"Round barrow N of Boswell's Plantation",50.722488,-2.362241,scheduled_monument
"Round barrow in Buzbury Plantation",50.854652,-2.117961,scheduled_monument
"Cellared remains of Simon Oliver's house on the north side of the Church of St Peter",51.455537,-2.590003,scheduled_monument
"Part of the linear boundary known as the Wansdyke 425m south of New Barn Farm",51.387341,-2.561303,scheduled_monument
"Dovecot 520m north-east of Whitsand Bay Hotel",50.364296,-4.302393,scheduled_monument
"Wayside cross 60m south of Northcombe Farm",50.548341,-4.409021,scheduled_monument
"Round barrow cemetery including Tich Barrow 730m north east of Trehane Pool",50.666084,-4.622360,scheduled_monument
"Courtyard house settlement with enclosure and fogou 235m south east of Porthmeor Farm",50.177984,-5.594889,scheduled_monument
"Courtyard house settlement 315m NNE of Botrea Farm",50.120016,-5.632771,scheduled_monument
"Two round cairns, three enclosed and two open stone hut circle settlements, a rectangular enclosure and a medieval longhouse to the south of Carburrow Tor",50.506629,-4.604174,scheduled_monument
"Deserted medieval settlement and part of its associated field system on Redhill Downs",50.508891,-4.531460,scheduled_monument
"Round called Rings Camp",50.574800,-4.416982,scheduled_monument
"Round with annexe 530m north east of Lower Padreda",50.383084,-4.339892,scheduled_monument
"Two bowl barrows 70m north west and 50m south east of Tor View at Middle Taphouse",50.442010,-4.575510,scheduled_monument
"Romano-British defended settlement 340m ESE of Grambla",50.110320,-5.228496,scheduled_monument
"Motte and bailey castle 900m ESE of Burridge Farm",50.876911,-4.498761,scheduled_monument
"Four bowl barrows north of Greymare Farm, forming part of a round barrow cemetery",50.445511,-4.635665,scheduled_monument
"Bowl barrow 430m south west of Fairy Cross Farm forming part of a round barrow cemetery",50.426539,-4.645256,scheduled_monument
"Three bowl barrows between 200m and 730m north of Hayle Kimbra Pool",50.014473,-5.221755,scheduled_monument
"Bowl barrow 70m north east of Killarney",50.912591,-4.472588,scheduled_monument
"Deserted medieval settlement with 16th and 18th century structures 85m west of West Lanyon Quoit",50.147845,-5.609638,scheduled_monument
"Standing stone 415m south west of Moorgate called 'Long Stone'",50.606840,-4.667686,scheduled_monument
"Part of an early-Christian cemetery 65m north west of Tintagel church",50.663528,-4.760197,scheduled_monument
"Mawgan Porth early medieval settlement and associated burial ground, 250m west of Lanerick",50.465685,-5.028681,scheduled_monument
"Three bowl barrows forming part of a round barrow cemetery at Cataclews Point",50.545549,-5.007061,scheduled_monument
"Bowl barrow 480m south of Traboe Cross forming part of a round barrow cemetery on Goonhilly Downs",50.037893,-5.161852,scheduled_monument
"Round barrow cemetery 610m north east of Creddacott Farm",50.735895,-4.505233,scheduled_monument
"Earlier prehistoric hillfort and round cairn at St Stephen's Beacon",50.354891,-4.869024,scheduled_monument
"Boleigh fogou",50.071599,-5.582921,scheduled_monument
"Six bowl barrows at Goonhilly Satellite Earth Station, forming part of a round barrow cemetery on Goonhilly Downs",50.047870,-5.178630,scheduled_monument
"Round on Berry Down",50.376402,-4.285130,scheduled_monument
"Inswork Chapel",50.353480,-4.213274,scheduled_monument
"Cross head N of Tregony Farm",50.528221,-4.724560,scheduled_monument
"Promontory fort N of village",50.748768,-4.629674,scheduled_monument
"Round barrow cemetery at Park Head",50.501470,-5.038644,scheduled_monument
"Kerbed cairn and round cairn 210m north west of the Nine Maidens Stone Circle",50.161649,-5.595637,scheduled_monument
"Settlement 450yds (400m) NW of Middle Carnaquidden",50.166270,-5.548433,scheduled_monument
"Tregargus stone grinding mill No 2",50.349470,-4.884161,scheduled_monument
"Hut circle settlement 950yds (870m) NW of Gwenter Farm",50.022646,-5.168390,scheduled_monument
"Promontory fort at Chynalls Point",50.015893,-5.092666,scheduled_monument
"Bowl barrow 680m WSW of Gwenter Farm forming part of a round barrow cemetery on Goonhilly Downs",50.017214,-5.165058,scheduled_monument
"Bowl barrow 440m south east of Mount Hermon",49.994911,-5.204412,scheduled_monument
"Promontory fort called Bosigran Castle",50.176558,-5.620195,scheduled_monument
"Standing stone 150m north west of Trewern Round",50.133152,-5.594632,scheduled_monument
"Barrow 100yds (90m) SE of Halgolluir Farm",50.131130,-5.660136,scheduled_monument
"Wayside cross at Nanquidno Farm",50.103651,-5.687190,scheduled_monument
"Boslow Cross 550yds (500m) NW of Boslow Farm",50.140060,-5.650571,scheduled_monument
"Minor Romano British villa 100m south east of Magor Farm",50.234102,-5.315132,scheduled_monument
"Bowl barrow 300m south west of the Merry Maidens Stone Circle",50.063074,-5.591216,scheduled_monument
"Standing stone 105m south east of Chyenhal Farm",50.092819,-5.565794,scheduled_monument
"Battery and Royal Commission fortification called Grenville Battery",50.339287,-4.195707,scheduled_monument
"Standing cross in St Dennis churchyard",50.388723,-4.884265,scheduled_monument
"Standing stone 200yds (180m) W of Chycarne",50.094131,-5.662823,scheduled_monument
"Part of the mining complex at Wheal Grenville and East Wheal Grenville Mines 210 north west of Newton Moor Farm",50.203974,-5.269479,scheduled_monument
"Ring bank in the NW corner of Lewannick Plantation",50.591947,-4.436653,scheduled_monument
"Wayside cross 120m north west of Callywith",50.479943,-4.699593,scheduled_monument
"Site of medieval port, Stonar",51.278897,1.347280,scheduled_monument
"Ring ditch and enclosure 200yds (180m) E of Parsonage Farm",51.299900,1.230520,scheduled_monument
"Conduit House, NE of Victoria married quarters, Military Road",51.285480,1.095852,scheduled_monument
"World War II underground operational base 500yds (457m) SW of Bentley Cottage",51.020106,0.826654,scheduled_monument
"Great Mongeham Anglo-Saxon cemetery",51.210956,1.350439,scheduled_monument
"Vacant land within Roman walls in Adelaide Place",51.277736,1.077405,scheduled_monument
"Anglo-Saxon cemetery at Darenth Park",51.433188,0.251235,scheduled_monument
"Royal Military Canal, Twiss Road Bridge to Seabrook Lodge Bridge",51.070868,1.099788,scheduled_monument
"Higherford Old Bridge",53.857678,-2.210515,scheduled_monument
"Loyn Bridge",54.121738,-2.641507,scheduled_monument
"Wycoller Hall",53.849046,-2.103781,scheduled_monument
"Roman milestone 500ft (150m) SE of Overtown Farm",54.179232,-2.568104,scheduled_monument
"The 'Roman' bridge, Aylestone",52.603542,-1.163395,scheduled_monument
"Aldborough Roman town",54.093703,-1.379787,scheduled_monument
"Round barrows E of Ayton Bank Farm",54.495547,-1.086436,scheduled_monument
"Round barrow 330yds (300m) NNW of Ladyhills",54.140457,-0.610666,scheduled_monument
"Round barrow 1/4 mile (400m) SE of Newton South Wold Farm",54.118253,-0.643584,scheduled_monument
"Two rectangular house sites on Malham Lings",54.080528,-2.151069,scheduled_monument
"Settlement 1/4 mile (400m) W of Leys Barn",54.107891,-2.297754,scheduled_monument
"Three Howes round barrows",54.137603,-0.561334,scheduled_monument
"Round barrow NE of Lawson's Wold Barn",54.165437,-0.548345,scheduled_monument
"Round barrow NW of Mount Spaniel",54.120754,-0.496215,scheduled_monument
"Pike Hill round cairns",54.401401,-0.810400,scheduled_monument
"Three Howes round cairns",54.399495,-0.777043,scheduled_monument
"Byland Moor round cairns",54.227340,-1.160321,scheduled_monument
"Brown Hill round cairn",54.368219,-0.586211,scheduled_monument
"Native settlement",54.112485,-2.371470,scheduled_monument
"Packhorse bridge",54.401436,-1.847531,scheduled_monument
"Ripon Minster Close",54.135345,-1.520048,scheduled_monument
"St Benet's Abbey",52.687086,1.521416,scheduled_monument
"Old Assembly Rooms and the remains of St Mary's College",52.626916,1.290751,scheduled_monument
"Gate of Bridewell, part of No 6 St Andrew's Hill",52.630035,1.295686,scheduled_monument
"Erpingham Gate",52.631630,1.299117,scheduled_monument
"Bowl barrow north of Bodney Warren",52.550076,0.721614,scheduled_monument
"Mona Hill",52.644177,0.796702,scheduled_monument
"Two bowl barrows on Flag Heath",52.510967,0.814660,scheduled_monument
"St Mary's Chapel",52.470906,1.068644,scheduled_monument
"Wiveton Bridge",52.942455,1.041046,scheduled_monument
"Town pump",52.894361,0.873962,scheduled_monument
"Claxton Castle",52.581627,1.445752,scheduled_monument
"Hangour Hill",52.647713,0.588582,scheduled_monument
"Tumulus W of Leader's Spinney",52.465007,1.032718,scheduled_monument
"The Greyfriars",52.891966,0.871871,scheduled_monument
"Two round barrows on Horsford Heath",52.713513,1.239959,scheduled_monument
"Habitation site on Edgefield Heath",52.886754,1.088079,scheduled_monument
"Moated site W of Reymerston",52.611193,0.962685,scheduled_monument
"St Margaret's Church, Wolterton",52.842525,1.211079,scheduled_monument
"Well Hall Roman settlement",52.755132,0.553762,scheduled_monument
"Roman villa NE of Eaton",52.898246,0.526010,scheduled_monument
"Roman settlement at Woodcock Hall",52.571938,0.789533,scheduled_monument
"Round barrow on Hargham Heath",52.492418,0.994618,scheduled_monument
"Site of St William's Chapel",52.645638,1.319542,scheduled_monument
"Langham Airfield dome trainer",52.936539,0.967773,scheduled_monument
"Geddington Bridge",52.436956,-0.686699,scheduled_monument
"Motte NW of the parish church",52.116210,-0.921993,scheduled_monument
"Northampton Castle, remains of",52.237096,-0.904891,scheduled_monument
"Spinster's Rock",50.702090,-3.840974,scheduled_monument
"Milber Down camp",50.516619,-3.575144,scheduled_monument
"Bampton Castle",50.992967,-3.485174,scheduled_monument
"Cotley Castle",50.694312,-3.615227,scheduled_monument
"Milestone N of Lower Beardon",50.639793,-4.096722,scheduled_monument
"Deserted post-medieval farmstead and part of the surrounding field system at High House Waste",50.445153,-3.957846,scheduled_monument
"'Five Barrows', group of eight barrows",51.116136,-3.809108,scheduled_monument
"Enclosures and hut circles N of White Tor",50.591263,-4.059384,scheduled_monument
"Round barrow on South Regis Common",51.146152,-3.842679,scheduled_monument
"Three round barrows E of Brockenburrow Lane",51.166456,-3.906196,scheduled_monument
"Round barrow 100yds (90m) NE of Five Cross Way",51.126420,-3.867689,scheduled_monument
"A standing stone 110m south of Whitestone Farm",51.194505,-4.154360,scheduled_monument
"Two cairns and a cist 300yds (270m) NW of Swincombe intake",50.533133,-3.932516,scheduled_monument
"Hut circle 150yds (140m) NE of Moorlands Farm",50.546358,-3.940411,scheduled_monument
"Wheal Betsy pumping house",50.613171,-4.107172,scheduled_monument
"Enclosure and hut circles in Erme Valley on east side of Stall Moor",50.462594,-3.923284,scheduled_monument
"Ernesettle battery",50.412100,-4.185039,scheduled_monument
"Cairn on Hameldown Tor",50.610370,-3.834267,scheduled_monument
"Hut circles SW of Wedlake",50.576740,-4.062804,scheduled_monument
"A deserted medieval settlement and post medieval farmstead 510m north east of East Rook Gate",50.439799,-3.959089,scheduled_monument
"Hut circles E of the Saddle Tor",50.573358,-3.758641,scheduled_monument
"Two hut circles NW of Bush Down",50.627642,-3.857817,scheduled_monument
"Earthworks on Brent Tor",50.603162,-4.162067,scheduled_monument
"Enclosure and hut circle N of Old Hill",50.453287,-3.879109,scheduled_monument
"Barrow cemetery on western slope of Crownhill Down",50.421595,-4.019029,scheduled_monument
"Hill figure called The Giant",50.813692,-2.474753,scheduled_monument
"Pigeon House long barrow",50.731104,-2.529049,scheduled_monument
"Henge, Romano-British amphitheatre and Civil War fieldworks known collectively as Maumbury Rings",50.708093,-2.440050,scheduled_monument
"Long barrow 3/4 mile (1200m) SW of St Rumbold's Church",50.951878,-1.964743,scheduled_monument
"Small multivallate hillfort called Rawlsbury Camp",50.851246,-2.331346,scheduled_monument
"Small multivallate hillfort with outworks called Coney's Castle",50.773838,-2.891928,scheduled_monument
"Tithe barn at Court Farm",50.791505,-2.525631,scheduled_monument
"Section of Roman road NW of Badbury Rings",50.827325,-2.056400,scheduled_monument
"Earthwork SE of Foxpound",50.771707,-2.260529,scheduled_monument
"Lyscombe Farm chapel",50.808597,-2.375126,scheduled_monument
"Group of five round barrows on White Hill",50.675060,-2.603214,scheduled_monument
"Earthworks on Askerswell Down",50.725634,-2.648661,scheduled_monument
"Two bowl barrows 720m south east of Friar Waddon House",50.667540,-2.503232,scheduled_monument
"Two round barrows S of Ashton Farm",50.683208,-2.481418,scheduled_monument
"Round barrow on Ridgeway Hill",50.671853,-2.467391,scheduled_monument
"Huck Barrow in Knighton Heath Wood",50.694782,-2.356095,scheduled_monument
"Barrow on Galton Heath",50.672811,-2.312851,scheduled_monument
"Earthwork on Church Hill",50.831203,-2.405041,scheduled_monument
"Part of Dorset Cursus",50.949424,-1.966183,scheduled_monument
"Tadnoll Barrow",50.686522,-2.296847,scheduled_monument
