name,lat,lon,type
"Bowl barrow on East Hill near Sydling Woods",50.820101,-2.537650,scheduled_monument
"Wayside cross-head in Sancreed churchyard on churchyard wall by west gate",50.108070,-5.609665,scheduled_monument
"Wayside cross in Sancreed churchyard, 20m south east of the church",50.107862,-5.609104,scheduled_monument
"Churchyard cross in St Just's churchyard, 10m west of the church",50.124627,-5.679134,scheduled_monument
"Wayside cross in St Agnes' churchyard",50.312277,-5.203309,scheduled_monument
"Churchyard cross in St Levan churchyard, 10m south of the church",50.042124,-5.660144,scheduled_monument
"Churchyard cross in St Buryan churchyard",50.074814,-5.622472,scheduled_monument
"Wayside cross-head in St Sennen's churchyard, 10m south of the church",50.070765,-5.694897,scheduled_monument
"Wayside cross in St Sennen's churchyard, 6m north of the church",50.070969,-5.694996,scheduled_monument
"Wayside cross in Gunwalloe churchyard, 0.75m east of the church",50.038975,-5.268807,scheduled_monument
"Churchyard cross in St Illogan churchyard",50.250256,-5.267990,scheduled_monument
"Churchyard cross in St Mylor churchyard",50.176967,-5.054217,scheduled_monument
"Wayside cross in St Peter's churchyard, Flushing",50.165436,-5.071561,scheduled_monument
"Churchyard cross-head in wall of Paul churchyard",50.089518,-5.546419,scheduled_monument
"Wayside cross in Ludgvan churchyard, 8m east of the church",50.144735,-5.492910,scheduled_monument
"Wayside cross in Ludgvan churchyard, 10m south east of the church",50.144696,-5.492992,scheduled_monument
"Wayside cross in Ludgvan churchyard, 6m south of the church",50.144694,-5.493369,scheduled_monument
"Churchyard cross in Feock churchyard",50.205731,-5.049634,scheduled_monument
"Wayside cross in St Gerran's churchyard",50.178254,-4.980881,scheduled_monument
"Wayside cross in Holy Trinity churchyard, Tresillian",50.279820,-4.990791,scheduled_monument
"Churchyard cross in St Allen churchyard, 2m south of the church",50.314900,-5.060005,scheduled_monument
"Wayside cross in St Allen churchyard, 2m east of the church",50.315023,-5.059746,scheduled_monument
"Wayside cross in St Allen churchyard, 2m south west of the church",50.315045,-5.060309,scheduled_monument
"Churchyard cross in Sancreed churchyard, immediately south of the church",50.108042,-5.609397,scheduled_monument
"Bowl barrow on Thorncombe Hill, 1.07km north east of Paradise Farm",51.148084,-3.244752,scheduled_monument
"Bowl barrow on Thorncombe Hill, 1.03km north east of Paradise Farm",51.147777,-3.244915,scheduled_monument
"Cairn on Thorncombe Hill, 990m north west of Halsway Post",51.144606,-3.242056,scheduled_monument
"Bowl barrow 225m north west of Halsway Post",51.141117,-3.232699,scheduled_monument
"Bowl barrow 122m NNW of Halsway Post",51.140567,-3.231141,scheduled_monument
"Bowl barrow 100m north west of Halsway Post",51.140341,-3.231221,scheduled_monument
"Bowl barrow 80m north of Halsway Post",51.140295,-3.230505,scheduled_monument
"Bowl barrow at the west end of Cothelstone Hill, 825m NNE of St Agnes' Well",51.086967,-3.161253,scheduled_monument
"Bowl barrow and folly ruins on Cothelstone Hill, 1km north east of St Agnes' Well",51.087663,-3.158187,scheduled_monument
"Bowl barrow on Cothelstone Hill, 1.07km north east of St Agnes' Well",51.087495,-3.156155,scheduled_monument
"Cup and grooved marked rock in tree line between New Close Quarry and Poppling Well Beck, 280m south west of Whitbeck Manor",53.932420,-1.759824,scheduled_monument
"Cup and groove marked rock east of New Close Quarry, 300m south west of Whitbeck Manor",53.931466,-1.759235,scheduled_monument
"Rock with at least one cup mark 310m east of Cawder Hall Farm",53.948918,-2.000330,scheduled_monument
"Cup and ring marked rock on Little Alms Cliff",53.965856,-1.647232,scheduled_monument
"Cup and ring marked rock 150m west of Low Edge Farm, Bradley Moor",53.946037,-1.964892,scheduled_monument
"Cup, ring and groove marked rock south of derelict wall on Bradley Moor, 70m south west of Low Edge Farm",53.945749,-1.963780,scheduled_monument
"Cup marked rock in wall east of Scarnber Wood, 500m north east of Bark Laithe, Winterburn",54.011222,-2.091062,scheduled_monument
"Carved rock on bank of How Beck, east of path from West Morton to Riddlesden and 440m south west of Barn House Farm",53.877980,-1.869851,scheduled_monument
"Cup marked boundary stone known as Churn Milk Joan on Crow Hill, Midgley Moor, 580m north of Foster Clough Bridge",53.745537,-1.971487,scheduled_monument
"Cup marked rock on north side of barn, 100m north west of the Grey Stones Farm",53.863786,-1.992193,scheduled_monument
"Rock with at least six cups 170m north west of Grey Stones Farm",53.864244,-1.993121,scheduled_monument
"Rock with one cup mark 200m north of Low Hood Gap, Heyshaw",54.062093,-1.737550,scheduled_monument
"Rock with three groove and three cup marks in base of wall east of track and 50m south of High Hood Gap, Heyshaw",54.062044,-1.739766,scheduled_monument
"Rock with at least two cup marks at the east end of a group of rocks 40m south of the track from Black Hill Road to New Dam, High Green, Skyreholme",54.058577,-1.886673,scheduled_monument
"Rock with at least 14 cup marks 26m north of track from New Dam to Black Hill Road at east end of group of carved rocks on High Green, Skyreholme",54.059306,-1.886763,scheduled_monument
"Two cup marked rocks 40m north of track from New Dam to Black Hill Road at centre of group of carved rocks at High Green, Skyreholme",54.058831,-1.888490,scheduled_monument
"Cup and groove marked rock at west end of a group of carved rocks 30m north of track from New Dam to Black Hill Road, High Green, Skyreholme",54.058517,-1.889530,scheduled_monument
"Two carved rocks at the west corner of Raven Stones Plantation on Rocking Moor, 400m west of Brae",54.018599,-1.819354,scheduled_monument
"Two cup marked rocks forming part of a group of prominent rocks known as Raven Stones on Rocking Moor, 500m WSW of Brae",54.018044,-1.820791,scheduled_monument
"Cup, ring and groove marked rock 15m from south wall of Gab Wood 300m east of Moseley Farm, Cookridge",53.861168,-1.627419,scheduled_monument
"Cup, ring and groove marked rock 2m south of north wall of Gab Wood 330m E of Moseley Farm, Cookridge",53.862130,-1.627288,scheduled_monument
"Twelfth century tower keep castle, including sites of an eleventh century motte and bailey castle, an Anglian cemetery and a Romano-British settlement",52.992633,-1.490212,scheduled_monument
"Sir Bevil Grenville's Monument",51.431419,-2.401425,scheduled_monument
"Churchyard cross in Holy Trinity churchyard",51.871294,-2.143963,scheduled_monument
"Churchyard cross in St John The Baptist's churchyard",51.963716,-2.139544,scheduled_monument
"Old Mulgrave Castle: an enclosure castle incorporated into an 18th century planned landscape",54.493694,-0.706191,scheduled_monument
"Chanctonbury Ring hillfort and Romano-Celtic temples",50.896872,-0.381325,scheduled_monument
"Cross dyke 420m west of Chanctonbury Ring hillfort",50.896694,-0.387247,scheduled_monument
"Bowl barrow 200m west of Chanctonbury Ring hillfort",50.896488,-0.384055,scheduled_monument
"Group of three saucer barrows and a pair of hlaews south east of Chanctonbury Ring hillfort",50.896297,-0.380051,scheduled_monument
"Pair of hlaews 150m south east of Chanctonbury Ring hillfort",50.895929,-0.379438,scheduled_monument
"Bowl barrow 380m south east of Chanctonbury Ring hillfort",50.894522,-0.377183,scheduled_monument
"Bowl barrow 440m south east of Chanctonbury Ring hillfort",50.893802,-0.377180,scheduled_monument
"Cross dyke and platform barrow 460m south east of Chanctonbury Ring hillfort",50.893434,-0.377250,scheduled_monument
"Romano-British villa at Manor Hall Road, Southwick",50.837033,-0.233860,scheduled_monument
"Bowl barrow on Edburton Hill, 380m west of the motte and bailey castle",50.885174,-0.247551,scheduled_monument
"Martin Down style enclosure, bowl barrow, Iron Age hillfort, Romano-British village and associated field system on Thundersbarrow Hill",50.860403,-0.253922,scheduled_monument
"Deserted medieval settlement and associated cultivation terraces on Perching Hill",50.878217,-0.232318,scheduled_monument
"Shrunken medieval settlement at Old Erringham",50.855909,-0.287451,scheduled_monument
"Promontory fort 300m west of Great Woolden Hall Farm",53.437932,-2.466339,scheduled_monument
"Medieval moated site and later fortified manor house known as Bury Castle 100m west of the parish church",53.593852,-2.298431,scheduled_monument
"Part of a Roman camp at Hoole 200m south of Hoole Hall",53.204368,-2.855152,scheduled_monument
"Roman camp on Fox Covert Lane 650m north west of Picton Gorse",53.225237,-2.863237,scheduled_monument
"Buckton Castle: a ringwork and site of 17th century beacon 350m north east of Castle Farm",53.511387,-2.017981,scheduled_monument
"Section of an early medieval boundary ditch known as the Nico Ditch in Platt Fields 480m SSE of Platt Hall",53.446515,-2.219375,scheduled_monument
"Village cross",51.671483,-1.860871,scheduled_monument
"Cross and well at Condicote 65m south west of St Nicholas's Church",51.952736,-1.781241,scheduled_monument
"Cross in All Saints' churchyard",51.782448,-2.649272,scheduled_monument
"Cross in St John the Baptist's churchyard",51.792022,-2.237229,scheduled_monument
"Cross in All Saints' churchyard",51.875725,-2.459699,scheduled_monument
"Staunton cross",51.809984,-2.653280,scheduled_monument
"Four bowl barrows on Burrington Moor lying 210m south west of Burrington Moor Cross",50.928309,-3.985909,scheduled_monument
"Bowl barrow on Beaford Moor, 400m north east of Cupper's Piece",50.912668,-4.018488,scheduled_monument
"Burridge Camp",50.898905,-3.789993,scheduled_monument
"Holy well 480m north west of Beaford Mill",50.914563,-4.076045,scheduled_monument
"Higher Bury Camp",50.748625,-3.705395,scheduled_monument
"St Rumon's Well, 16m north of church",50.970821,-3.814037,scheduled_monument
"Two bowl barrows 100m east of Catkill Cross",50.968008,-3.726750,scheduled_monument
"Three bowl barrows 545m east of Cupper's Piece",50.911227,-4.015993,scheduled_monument
"Bowl barrow 215m north west of Winkleigh Moor Cross",50.894484,-3.991238,scheduled_monument
"Bowl barrow 325m north west of Winkleigh Moor Cross",50.895289,-3.992552,scheduled_monument
"Bowl barrow on Dart Raffe Moor lying 725m south west of Broadridge Farm",50.934835,-3.717408,scheduled_monument
"Bowl barrow on Dart Raffe Moor lying 550m south west of Broadridge Farm",50.936000,-3.715843,scheduled_monument
"Bowl barrow on Dart Raffe Moor lying 285m south west of Broadridge Farm",50.938145,-3.713702,scheduled_monument
"Bowl barrow 130m north east of Burston Cross",50.801999,-3.824364,scheduled_monument
"Bowl barrow 280m north east of Beacon Moor Cross, forming part of a round barrow cemetery",50.929859,-3.858494,scheduled_monument
"Bowl barrow 330m east of Beacon Moor Cross, forming part of a round barrow cemetery",50.929018,-3.857065,scheduled_monument
"Two bowl barrows at Moorland Gate",50.930624,-3.997278,scheduled_monument
"Cross base on Standish Wood Lane 700m south east of Standish Hall",53.573715,-2.661887,scheduled_monument
"West Kennett Farm palisaded enclosures",51.411881,-1.844549,scheduled_monument
"North Hinksey conduit house",51.741937,-1.284142,scheduled_monument
"Fifield long barrow",51.866092,-1.686347,scheduled_monument
"Roman villa and associated bath house 450m north west of Lower Field Farm",51.798589,-1.562859,scheduled_monument
"Islip Roman villa, 300m east of Hillside Farm",51.817020,-1.228304,scheduled_monument
"Churchyard cross, St Mary's churchyard",53.104802,0.196047,scheduled_monument
"Churchyard cross, St Philip's churchyard",53.242775,0.054834,scheduled_monument
"Middleton Stoney Castle",51.905175,-1.227856,scheduled_monument
"Shipton-on-Cherwell churchyard cross",51.845510,-1.304276,scheduled_monument
"Ambrosden churchyard cross",51.869993,-1.125175,scheduled_monument
"Ilbury Camp hillfort",51.971695,-1.364148,scheduled_monument
"Snodhill Castle",52.057716,-2.989126,scheduled_monument
"Two sections of a Roman road on Ot Moor",51.811480,-1.172610,scheduled_monument
"Eynsham market cross",51.780284,-1.374016,scheduled_monument
"Skew Plantation bowl barrow",51.902212,-1.560896,scheduled_monument
"Thrupp Cross",51.838495,-1.304050,scheduled_monument
"Coscote village cross",51.591273,-1.257425,scheduled_monument
"East Hagbourne village cross",51.590912,-1.241769,scheduled_monument
"Garsington village cross",51.716546,-1.160621,scheduled_monument
"Woodeaton village cross",51.803731,-1.225529,scheduled_monument
"Lew village cross",51.754701,-1.531817,scheduled_monument
"Bowl barrow on Wancombe Hill 380m south west of southern corner of Sherriffs Wood",50.818363,-2.503816,scheduled_monument
"Medieval standing cross 10m west of Broomhill Cottage",50.820853,-2.619898,scheduled_monument
"Two bowl barrows on Green Hill 450m north of Pound Farm",50.794294,-2.468469,scheduled_monument
"Bowl barrow on Green Hill 400m north of Pound Farm",50.793825,-2.468649,scheduled_monument
"Bowl barrow 850m ESE of Hill Farm",50.834161,-2.083446,scheduled_monument
"Bowl barrow 800m ESE of Hill Farm",50.833701,-2.084993,scheduled_monument
"Bowl barrow 550m north east of Field Dairy Farm",50.814269,-2.095731,scheduled_monument
"Bowl barrow on The Cliff 775m NNW of Smith's Cottages",50.866588,-2.068569,scheduled_monument
"Bowl barrow on The Cliff 680m NNW of Smith's Cottages",50.865193,-2.070414,scheduled_monument
"Bowl barrow on The Cliff 680m east of Luton Farm",50.863995,-2.073865,scheduled_monument
"Bowl barrow 250m south of Plantation Farm",50.909809,-2.062801,scheduled_monument
"Bowl barrow 570m south of Plantation Farm",50.906940,-2.064362,scheduled_monument
"Bowl barrow 600m south of Plantation Farm",50.906508,-2.064091,scheduled_monument
"Bowl barrow 250m north west of Veiny Cheese Pond",50.904768,-2.055954,scheduled_monument
"Bowl barrow 700m south of Old Turnpike",50.896421,-2.074784,scheduled_monument
"Roman period native enclosed settlement 370m WNW of Great Hetha defended settlement",55.541257,-2.189985,scheduled_monument
"Shieling and enclosure 840m SSW of Mounthooly",55.489281,-2.192852,scheduled_monument
"Roman period native enclosed settlement 600m north east of Elsdonburn Shank",55.559955,-2.211875,scheduled_monument
"Woodwalton moated site, 350m east of Park Farm",52.413200,-0.212079,scheduled_monument
"Castle Hill motte and bailey castle",52.429697,-0.220296,scheduled_monument
"Cheveley Castle, 350m north west of Old Hall Farm",52.224436,0.456376,scheduled_monument
"The March Sconce: a Civil War fieldwork, 250m south west of Eastwood Burial Ground",52.540904,0.093141,scheduled_monument
"Horsey Hill Fort: a Civil War fieldwork",52.547885,-0.197746,scheduled_monument
"Caxton Moats: a medieval moated site and associated fishponds and warren, 750m north west of Caxton Hall",52.211146,-0.106518,scheduled_monument
"Hillcarr Sough and associated lime kiln and paved track",53.170079,-1.614833,scheduled_monument
"Bowl barrow 730m north east of Presford Farm known as `Sheards Barrow'",50.642327,-1.332102,scheduled_monument
"Duck decoy 700m WNW of Rookery Farm",51.053024,-2.688123,scheduled_monument
"Medieval farmstead and irregular open field system at High Burntoft Farm",54.644303,-1.310787,scheduled_monument
"Bowl barrow on Thorncombe Hill 500m north west of Halsway Post",51.142760,-3.235488,scheduled_monument
"Village cross at the western end of Main Street",52.752169,-0.972964,scheduled_monument
"Roundabout Wood moated site, fishponds, and farming and settlement remains",51.714330,-0.851730,scheduled_monument
"Pair of bowl barrows immediately south of Blindwell Wood",51.829363,-1.522888,scheduled_monument
"The socket stone and step of a churchyard cross in St Andrew's churchyard, Eastleach Turville",51.746362,-1.708787,scheduled_monument
"Platform cairn on Priddacombe Downs",50.564883,-4.595552,scheduled_monument
"Long barrow at Longbarrow Clump",51.186392,-1.767299,scheduled_monument
"Bell barrow 770m north west of New Barn",51.184546,-1.761585,scheduled_monument
"Bowl barrow 830m south west of Greenlands Bungalow, east of Shrewton",51.190771,-1.872280,scheduled_monument
"Linear boundary earthwork on Amesbury Down west of Stock Bottom",51.154583,-1.779055,scheduled_monument
"Bowl barrow within Boscombe Down Airfield, 160m south east of The Rifle and Pistol Club",51.165364,-1.751830,scheduled_monument
"Lynchets at Southmill Hill",51.166298,-1.773550,scheduled_monument
"Queensberry Bridge",51.170816,-1.785285,scheduled_monument
"Romano-British settlement on Winterbourne Stoke Down",51.181232,-1.873508,scheduled_monument
"Bowl barrow 470m south east of Druid's Head Farm",51.142773,-1.874085,scheduled_monument
"Bowl barrow 540m south east of Druid's Head Farm",51.142494,-1.873214,scheduled_monument
"Bowl barrow on Earl's Farm Down within Boscombe Down Airfield, 620m south west of the covered reservoir",51.166801,-1.738722,scheduled_monument
"Cross dyke and bowl barrow 310m south east of Wolstonbury Camp",50.905942,-0.172610,scheduled_monument
"Platform barrow 300m south of Wolstonbury Camp",50.906783,-0.174057,scheduled_monument
"Romano-British farmstead, field system and trackway on Wolstonbury Hill",50.910645,-0.171430,scheduled_monument
"Long barrow on Beacon Hill, 160m north west of the windmill",50.806711,-0.064612,scheduled_monument
"A group of three bowl barrows and an Anglo-Saxon barrow field on The Bostle",50.832072,-0.053722,scheduled_monument
"Bowl barrow in Stonehill Clump, Goodwood Country Park",50.894068,-0.721364,scheduled_monument
"Oval barrow 700m SSE of Locksash Farm",50.910618,-0.884858,scheduled_monument
"Roman barrow at Broomershill, 200m south east of Brocks Rew Farm",50.960509,-0.483250,scheduled_monument
"Romano-British villa at Borough Farm",50.970338,-0.479142,scheduled_monument
"Romano-British villa and traces of medieval occupation at Pitlands Farm, Up Marden",50.905611,-0.868209,scheduled_monument
"Roman road at Chapel Common",51.053565,-0.829637,scheduled_monument
"Flint mine and part of a cross dyke 300m south east of Tolmare Farm",50.867470,-0.423102,scheduled_monument
"Flint mine and a bowl barrow on Church Hill, 400m south west of Findon Place",50.863275,-0.418128,scheduled_monument
"Prehistoric flint mine and a Martin Down style enclosure on Harrow hill, 850m south east of Lee Farm",50.879256,-0.463928,scheduled_monument
"Old Boarzell moated site 100m north east of Swiftsden Farm, Little Swiftsden",51.030220,0.446814,scheduled_monument
"Bowl barrow 250m ESE of Common Farm: part of a dispersed round barrow cemetery in Block Fen",52.425750,0.102757,scheduled_monument
"Bowl barrow in Isleham Plantation",52.312824,0.432834,scheduled_monument
"Bowl barrow 630m south east of Waterhall Farm, part of the Chippenham barrow cemetery",52.274452,0.467130,scheduled_monument
"The Rookery bowl barrow, part of the Chippenham barrow cemetery, 250m south of Waterhall Farm",52.275595,0.459336,scheduled_monument
"Hilly Plantation bowl barrow, part of the Chippenham barrow cemetery, 500m south west of Waterhall Farm",52.274703,0.454684,scheduled_monument
"Four bowl barrows north of the A11/A14 junction, part of the Chippenham barrow cemetery",52.275008,0.452575,scheduled_monument
"Bowl barrow 950m SSW of Nettleden Lodge",51.779392,-0.543999,scheduled_monument
"Bowl barrow 900m SSW of Nettleden Lodge",51.779736,-0.543423,scheduled_monument
"A barrow field, a bowl barrow and a dewpond on Bostal Hill",50.823093,0.124339,scheduled_monument
"Palisade ditches, part of Roman frontier defences along Cumbrian coast, Roman camp & road and part of Romano-British field system, 250m north of Silloth Farm",54.873712,-3.383361,scheduled_monument
"St Cuthbert's Church, 100m north west of Upper Denton Farm",54.982723,-2.602196,scheduled_monument
"Swarthy Hill milefortlet 21, 80m south of the Saltpans, part of the Roman frontier defences along the Cumbrian coast",54.746531,-3.450440,scheduled_monument
"Sharrington village cross",52.889142,1.017937,scheduled_monument
"Bowl barrow in Lynnroad Covert, 870m south east of Heath Farm",52.489210,0.589293,scheduled_monument
"Bowl barrow known as Blood Hill with associated remains of a boundary bank",52.455828,0.707788,scheduled_monument
"Santon moated site and associated medieval settlement",52.453038,0.687039,scheduled_monument
"Site of St Helen's Church with adjacent earthworks and holy well",52.453455,0.706171,scheduled_monument
"Bowl barrow on Bunker's Hill, 760m west of Pilgrims' Walk",52.487660,0.603344,scheduled_monument
"Bowl barrow on Bunker's Hill, 650m west of Pilgrims' Walk",52.488645,0.605184,scheduled_monument
"Bowl barrow in Mount Ephraim Plantation, 770m north west of Field Barn",52.492666,0.614895,scheduled_monument
"Bowl barrow and pond barrow in Mount Ephraim Plantation, 810m north west of Field Barn",52.492099,0.613285,scheduled_monument
"Wayside cross known as Stump Cross in Mount Ephraim Plantation",52.491370,0.610884,scheduled_monument
"Two bowl barrows 560m east of Emily's Wood",52.478769,0.654233,scheduled_monument
"Pepper Hill bowl barrow, 400m north east of Mill Farm",52.461871,0.628527,scheduled_monument
"Bowl barrow 380m south west of Santon House",52.449206,0.688263,scheduled_monument
"Cross ridge dyke north of North Ings Slack and west of Hob on the Hill tumulus",54.500154,-1.005204,scheduled_monument
"Quainton medieval standing cross",51.874924,-0.916949,scheduled_monument
"Caister-on-Sea Roman fort and Saxon settlement",52.649953,1.719203,scheduled_monument
"Double moated site of Old Hall, 250m north west of Church Farm",52.698628,0.679917,scheduled_monument
"Churchyard cross, St George's Church",52.696498,0.677107,scheduled_monument
"Creake Abbey",52.919639,0.758341,scheduled_monument
"Broomrigg B1: small stone circle in Broomrigg Plantation, 920m south east of Street House",54.812276,-2.704112,scheduled_monument
"Broomrigg A: large irregular stone circle and associated stone alignment in Broomrigg Plantation, 820m south east of Street House",54.813466,-2.705035,scheduled_monument
"Broomrigg C: small stone circle in Broomrigg Plantation, 1010m south east of Street House",54.810918,-2.704446,scheduled_monument
"Broomrigg G: standing stone in Broomrigg Plantation, 730m south east of Street House",54.814528,-2.704820,scheduled_monument
"Broomrigg F: two hut circles in Broomrigg Plantation, 900m south east of Street House",54.810617,-2.708237,scheduled_monument
"Broomrigg I: standing stone in Broomrigg Plantation, 920m south east of Street House",54.811741,-2.704989,scheduled_monument
"Broomrigg P: shieling in Broomrigg Plantation, 775m south east of Street House",54.811791,-2.708724,scheduled_monument
"Bowl barrow known as `Wimble Toot'",51.049683,-2.628398,scheduled_monument
"Churchyard cross, St Mary Magdalene's Church",52.637080,-2.283213,scheduled_monument
"Wayside cross on High Street, 140m south west of St Mary's Church",52.378577,-2.482212,scheduled_monument
"Churchyard cross, St Martin's Church",52.773281,-2.879511,scheduled_monument
"Churchyard cross, St Andrew's Church",52.765269,-2.894140,scheduled_monument
"Churchyard cross, St John the Baptist's Church",52.793478,-2.899005,scheduled_monument
"Langley Hall moated site and Langley Chapel",52.597696,-2.679054,scheduled_monument
"Lilleshall Abbey",52.724307,-2.390799,scheduled_monument
"Elmley Castle village cross",52.071100,-2.026011,scheduled_monument
"Village cross 170m north west of St Mary's Church",52.044982,-1.893821,scheduled_monument
"Upton cross in old churchyard",52.064222,-2.217446,scheduled_monument
"White Ladies (St Leonard's) Priory",52.666183,-2.258486,scheduled_monument
"Medieval cross in Holy Trinity churchyard",52.596266,-2.557013,scheduled_monument
"Medieval cross in St Gregory's churchyard",52.541720,-2.488628,scheduled_monument
"Medieval cross in St Giles' churchyard",52.510069,-2.496646,scheduled_monument
"Medieval cross in Chelmarsh churchyard",52.487700,-2.413099,scheduled_monument
"Medieval cross in St Peter's churchyard",52.559349,-2.358265,scheduled_monument
"Medieval cross in Ightfield churchyard",52.943762,-2.607853,scheduled_monument
"Medieval cross in St Mary's churchyard, Dudleston",52.939127,-2.974502,scheduled_monument
"Churchyard cross, St Bartholomew's Church",51.992026,-2.500561,scheduled_monument
"Churchyard cross, St Peter and St Paul's Church",52.161693,-2.875718,scheduled_monument
"Churchyard cross in St Cuthbert's churchyard",52.403029,-2.890986,scheduled_monument
"Churchyard cross, St Cuthbert's Church",52.639119,-2.284025,scheduled_monument
"Moated site 170m north of Wholsea Farm",53.792989,-0.724055,scheduled_monument
"Moated site at Chapelgarth, 450m north east of Manor Farm",53.834456,-0.844013,scheduled_monument
"Moated site at Manor Farm, Portington",53.767523,-0.806861,scheduled_monument
"Meaux duck decoy, 420m south west of Meaux Decoy Farm",53.847751,-0.359672,scheduled_monument
"Ling Howe long barrow",53.809655,-0.536001,scheduled_monument
"Kings Manor moated site, 450m south of Little London",53.677557,-1.014632,scheduled_monument
"Cross base and shaft and cross base at St Margaret's Church",53.956090,-0.736333,scheduled_monument
"Moated monastic grange 300m south west of Winsetts Farm",53.640639,0.086850,scheduled_monument
"Bowl barrow west of Driffield Beck, 220m south west of King's Mill",54.001213,-0.452772,scheduled_monument
"Park Closes moated lodge, 130m south west of Park Farm",53.844232,-0.762579,scheduled_monument
"'Cellar Heads' moated site and related ridge and furrow earthworks at Risby Park, 700m north west of Risby Park Farm",53.806589,-0.476091,scheduled_monument
"Ravenspurn cross",53.741380,-0.196732,scheduled_monument
"Churchyard cross, St George's Church",53.542755,-0.127595,scheduled_monument
"Mowbray Cross, Green Hill, Church Street",53.490179,-0.843989,scheduled_monument
"Churchyard cross in St Michael's churchyard",52.022567,-1.882288,scheduled_monument
"Moreton Corbet Castle",52.803630,-2.655840,scheduled_monument
"Russell's Cairn on Windy Gyle",55.430604,-2.230096,scheduled_monument
"Round cairn west of Windy Gyle, 680m WNW of Russell's Cairn",55.431545,-2.240420,scheduled_monument
"Disc barrow 500m south of Common Farm",52.131103,-2.191418,scheduled_monument
"Minster Lovell Hall",51.799699,-1.531047,scheduled_monument
"Knollbury camp hillfort",51.904755,-1.541568,scheduled_monument
"Anglo-Saxon burial mound 450m north west of University Farm",51.754830,-1.539320,scheduled_monument
"Besbury Lane bowl barrow, 450m north east of Conduit Farm",51.922967,-1.571599,scheduled_monument
"The Iron Bridge",52.627344,-2.485401,scheduled_monument
"Portland Castle",50.568139,-2.446666,scheduled_monument
"Romano-British farmstead and earlier structures at Woodhouse Hill, 230m south east of Harmony Lodge",50.639438,-1.957198,scheduled_monument
"Sherborne Old Castle",50.949419,-2.501858,scheduled_monument
"Long barrow on Bere Down, 1100m north east of Roke Barn",50.774578,-2.242704,scheduled_monument
"Bowl barrow 790m north east of Haywards Farm",50.774781,-2.248577,scheduled_monument
"Four bowl barrows 600m east and 650m north east of Haywards Farm",50.770881,-2.247266,scheduled_monument
"Two bell barrows and a bowl barrow, 200m north east of Haywards Farm",50.770037,-2.255330,scheduled_monument
"Three bowl barrows 230m south west of Haywards Farm",50.767577,-2.257472,scheduled_monument
"Six bowl barrows on Blacknoll Hill",50.676071,-2.275510,scheduled_monument
"Bowl barrow 330m south east of Nutley Farm",50.677008,-2.282295,scheduled_monument
"Bowl barrow 520m south east of Nutley Farm",50.675366,-2.280714,scheduled_monument
"Bowl barrow on Whitcombe Hill, 580m north east of Whitcombe Vale Farm",50.687019,-2.277627,scheduled_monument
"Bowl barrow on Whitcombe Hill, 650m north east of Whitcombe Vale Farm",50.686513,-2.274864,scheduled_monument
"Bowl barrow 350m north west of Gatehouse Farm",50.676076,-2.249583,scheduled_monument
"Hillfort, a beacon and dewpond on Ditchling Beacon",50.901430,-0.107863,scheduled_monument
"Thruxton Tump, a motte castle at Thruxton Court",52.007296,-2.823050,scheduled_monument
"Bowl barrow on Northport Heath, 200m south east of Forest Lodge",50.703789,-2.137081,scheduled_monument
"Bowl barrow on Gallows Hill",50.718619,-2.223391,scheduled_monument
"Bowl barrow on Great Plantation, 600m north east of Woodside",50.697969,-2.200270,scheduled_monument
"Bowl barrow on Great Plantation, 420m south east of Woodside",50.694360,-2.201939,scheduled_monument
"Bowl barrow on Great Plantation, 650m south east of Woodside",50.692323,-2.199821,scheduled_monument
"Battery Bank: a linear boundary on Great Plantation, 450m north east of Woodside",50.696627,-2.201623,scheduled_monument
"Bowl barrow on Puddletown Heath, 400m north east of Duck Dairy House",50.723940,-2.366785,scheduled_monument
"Bowl barrow on Puddletown Heath, 800m south west of Coombe Barn",50.735712,-2.360600,scheduled_monument
"Three bowl barrows on Puddletown Heath, 550m south west of Beacon Corner",50.735908,-2.364116,scheduled_monument
"Section of Roman road north of Bagwood Coppice",50.773705,-2.210904,scheduled_monument
"Manorial settlement at Court Farm",50.751413,-2.215099,scheduled_monument
"Group of six pillow mounds 470m north west of Barnston Farm",50.637558,-2.101366,scheduled_monument
"Bell barrow and bowl barrow 580m east of Clyffe House",50.729062,-2.302387,scheduled_monument
"Two bowl barrows 750m east of Clyffe House",50.729221,-2.299824,scheduled_monument
"Two bowl barrows 640m north of Squibbs Farm",50.728399,-2.297679,scheduled_monument
"Bowl barrow on Affpuddle Heath, 640m south of Wood Barn",50.729509,-2.285388,scheduled_monument
"Bowl barrow on Affpuddle Heath, 650m south east of Wood Barn",50.729549,-2.283787,scheduled_monument
"Bell barrow on Affpuddle Heath, 800m south east of Wood Barn",50.730473,-2.277133,scheduled_monument
"Bowl barrow on Affpuddle Heath, 970m south east of Wood Barn",50.729723,-2.275159,scheduled_monument
"Bowl barrow on Affpuddle Heath, 95m south of Cull-peppers Dish",50.731410,-2.265038,scheduled_monument
"Bowl barrow on Affpuddle Heath, 140m south east of Cull-peppers Dish",50.731179,-2.263776,scheduled_monument
"Bowl barrow on Lockyer's Hill, 820m south west of Lower Woodbury Farm",50.735892,-2.194424,scheduled_monument
