# Red Sea 150KYr Relative Sea Level Reconstruction
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13685
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-ocean-13685.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Paleoceanography
#
# Dataset_DOI: 10.25921/mf4a-k406
#
# Science_Keywords: sea level, Sea Level Reconstruction
#--------------------
# Resource_Links
#
# Data_Download_Resource:  https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/grant2012/grant2012rsl-noaa.txt
#   Data_Download_Description: NOAA Template File; Relative Sea Level Data
#
#--------------------
# Contribution_Date
#   Date: 2013-01-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-12-17
#--------------------
# Title
#   Study_Name: Red Sea 150KYr Relative Sea Level Reconstruction
#--------------------
# Investigators
#   Investigators: Grant, K.M.(https://orcid.org/0000-0003-4299-5504); Rohling, E.J.(https://orcid.org/0000-0001-5349-2158); Bar-Matthews, M.(https://orcid.org/0000-0001-8373-5341); Ayalon, A.; Medina-Elizalde, M.(https://orcid.org/0000-0002-0186-9096); Bronk Ramsey, C.(https://orcid.org/0000-0002-8641-9309); Satow, C.(https://orcid.org/0000-0001-7697-0562); Roberts, A.P.(https://orcid.org/0000-0003-0566-8117)
#--------------------
# Description_Notes_and_Keywords
#   Description: All datapoints in the Red Sea sea-level record (RSL) on its new chronology, including fully-propagated chronological uncertainties and RSL smoothed with a 1 kyr moving Gaussian filter
#--------------------
# Publication
#   Authors: K.M. Grant, E.J. Rohling, M. Bar-Matthews, A. Ayalon, M. Medina-Elizalde, C. Bronk Ramsey, C. Satow and A.P. Roberts
#   Journal_Name: Nature
#   Published_Title: Rapid coupling between ice volume and polar temperature over the past 150,000  years
#   Published_Date_or_Year: 2012
#   Volume: 491
#   Issue: 7246
#   Pages: 744-747
#   Report_Number: 
#   DOI: 10.1038/nature11593
#   Full_Citation:
#   Abstract: Current global warming necessitates a detailed understanding of the relationships between climate and global ice volume. Highly resolved and continuous sea-level records are essential for quantifying ice-volume changes. However, an unbiased study of the timing of past ice-volume changes, relative to polar climate change, has so far been impossible because available sea-level records either were dated by using orbital tuning or ice-core timescales, or were discontinuous in time. Here we present an independent dating of a continuous, high-resolution sea-level record in millennial-scale detail throughout the past 150,000 years. We find that the timing of ice-volume fluctuations agrees well with that of variations in Antarctic climate and especially Greenland climate. Amplitudes of ice-volume fluctuations more closely match Antarctic (rather than Greenland) climate changes. Polar climate and ice-volume changes, and their rates of change, are found to covary within centennial response times. Finally, rates of sea-level rise reached at least 1.2 m per century during all major episodes of ice-volume reduction.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: UK Natural Environment Research Council (NERC)
#   Grant: NE/H004424/1, NE/E01531X/1, NE/I009906/1
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Australian Postgraduate Award
#   Grant: FL120100050
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Royal Society
#   Grant: Wolfson Research Merit Award
#--------------------
# Site_Information
#   Site_Name: Red Sea
#   Location: Red Sea
#   Northernmost_Latitude: 28.0
#   Southernmost_Latitude: 12.0
#   Easternmost_Longitude: 42.0
#   Westernmost_Longitude: 34.0
#   Elevation_m: 
#--------------------
# Data_Collection
#   Collection_Name: RedSeaRSL2012
#   First_Year: 153004
#   Last_Year: 69
#   Time_Unit: cal yr BP
#   Core_Length_m:
#   Parameter_Keywords: reconstruction
#   Notes: All datapoints in the Red Sea sea-level record (RSL) on its new chronology, including fully-propagated chronological uncertainties and RSL smoothed with a 1 kyr moving Gaussian filter
#--------------------
# Chronology_Information
# Chronology:
#--------------------
# Variables
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables list, one per line, shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_calkaBP	age,,,calendar kiloyear before present,,paleoceanography,,,N,
## sealev	sea level,delta 18O,,meter,,climate reconstructions;paleoceanography,,,N,meters below modern sea level
## sealeverr	sea level,delta 18O,two standard deviations,meter,,climate reconstructions;paleoceanography,,,N,meters below modern sea level
## age_calkaBPsm	age,,,calendar kiloyear before present,,paleoceanography,,,N,
## sealevsm	sea level,delta 18O,,meter,,climate reconstructions;paleoceanography,smoothed,,N,1 kyr moving Gaussian filter; meters below modern sea level
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing_Values: NA
age_calkaBP	sealev	sealeverr	age_calkaBPsm	sealevsm
38.245	-93.84	0.853	38.245	-87.743
38.480	-85.92	0.873	38.480	-86.317
38.714	-82.23	0.892	38.714	-84.415
38.946	-79.63	0.912	38.946	-83.419
39.178	-87.37	0.931	39.178	-83.362
39.192	-80.26	0.932	39.192	-83.375
39.408	-84.83	0.950	39.408	-83.601
39.637	-85.19	0.969	39.637	-83.637
39.865	-81.25	0.988	39.865	-83.325
40.091	-85.55	1.007	40.091	-82.872
40.317	-80.25	1.026	40.317	-82.619
40.541	-79.24	1.045	40.541	-82.572
40.764	-85.74	1.063	40.764	-82.216
40.865	-90.95	1.072	40.865	-81.829
40.986	-77.40	1.082	40.986	-81.192
41.208	-76.60	1.100	41.208	-80.014
41.428	-68.64	1.119	41.428	-79.898
41.647	-88.55	1.137	41.647	-81.326
41.865	-82.03	1.155	41.865	-83.228
42.082	-88.99	1.173	42.082	-84.304
42.298	-84.46	1.191	42.298	-84.049
42.513	-83.88	1.209	42.513	-82.583
42.728	-84.08	1.227	42.727	-80.520
42.941	-74.29	1.245	42.941	-79.018
43.154	-68.89	1.263	43.154	-78.973
43.366	-86.84	1.280	43.366	-80.086
43.375	-74.49	1.281	43.375	-80.147
43.577	-88.84	1.298	43.577	-81.237
43.787	-86.48	1.316	43.787	-81.472
43.997	-78.66	1.333	43.997	-80.792
44.132	-78.81	1.344	44.132	-80.192
44.206	-77.20	1.351	44.206	-79.878
44.414	-80.04	1.368	44.414	-79.092
44.622	-80.25	1.385	44.622	-78.241
44.829	-78.04	1.403	44.829	-77.155
45.036	-75.33	1.420	45.036	-76.143
45.242	-68.64	1.437	45.242	-75.626
45.266	-79.85	1.439	45.266	-75.606
45.447	-72.59	1.454	45.447	-75.688
45.653	-80.65	1.471	45.653	-76.023
45.858	-72.12	1.489	45.858	-76.104
46.023	-83.16	1.502	46.023	-75.783
46.062	-78.25	1.506	46.062	-75.668
46.266	-70.90	1.523	46.266	-75.142
46.470	-65.72	1.540	46.470	-75.591
46.674	-74.06	1.557	46.673	-77.763
46.877	-84.83	1.574	46.877	-80.916
47.080	-85.55	1.591	47.080	-83.678
47.157	-83.19	1.597	47.157	-84.479
47.283	-89.29	1.608	47.283	-85.498
47.486	-90.95	1.624	47.486	-86.612
47.689	-79.84	1.641	47.689	-87.512
47.892	-90.13	1.658	47.892	-88.395
47.914	-85.67	1.660	47.913	-88.474
48.095	-92.43	1.675	48.095	-88.815
48.298	-101.49	1.692	48.298	-88.135
48.405	-86.48	1.705	48.405	-87.298
48.568	-86.29	1.724	48.568	-85.621
48.616	-83.36	1.729	48.616	-85.078
48.731	-82.03	1.743	48.731	-83.775
48.894	-77.61	1.762	48.894	-82.019
48.937	-85.90	1.767	48.937	-81.594
49.058	-78.04	1.781	49.058	-80.495
49.222	-78.04	1.800	49.222	-79.298
49.386	-78.66	1.819	49.386	-78.481
49.418	-77.95	1.823	49.418	-78.362
49.551	-70.15	1.838	49.550	-77.986
49.715	-81.05	1.858	49.715	-77.629
49.739	-83.63	1.860	49.739	-77.575
49.881	-74.52	1.877	49.881	-77.180
50.047	-78.47	1.896	50.047	-76.486
50.213	-75.75	1.916	50.213	-75.559
50.221	-76.56	1.917	50.221	-75.513
50.380	-76.60	1.935	50.380	-74.528
50.541	-79.13	1.954	50.541	-73.591
50.547	-61.96	1.955	50.547	-73.560
50.622	-74.41	1.963	50.622	-73.193
50.884	-67.32	1.994	50.884	-72.349
51.023	-72.04	2.010	51.023	-72.147
51.054	-74.06	2.014	51.054	-72.111
51.224	-73.83	2.034	51.224	-71.883
51.305	-75.29	2.043	51.305	-71.717
51.395	-69.14	2.054	51.395	-71.467
51.567	-72.12	2.074	51.567	-70.768
51.729	-74.07	2.093	51.729	-69.830
51.740	-65.72	2.094	51.740	-69.755
51.914	-63.59	2.114	51.914	-68.358
52.005	-80.16	2.125	52.005	-67.441
52.089	-64.93	2.135	52.089	-66.479
52.265	-60.34	2.155	52.265	-64.177
52.419	-74.39	2.173	52.419	-62.138
52.442	-57.08	2.176	52.442	-61.862
52.620	-40.27	2.197	52.620	-60.284
52.708	-72.46	2.195	52.708	-60.043
52.830	-41.81	2.193	52.830	-60.471
53.042	-54.50	2.190	53.042	-63.152
53.193	-74.42	2.188	53.193	-65.782
53.255	-72.59	2.187	53.255	-66.823
53.469	-68.12	2.183	53.469	-69.676
53.516	-68.80	2.183	53.516	-70.119
53.597	-79.33	2.181	53.597	-70.747
53.685	-70.15	2.180	53.685	-71.262
53.903	-70.15	2.177	53.903	-72.008
54.001	-79.03	2.175	54.001	-72.207
54.123	-61.96	2.173	54.123	-72.415
54.324	-84.55	2.170	54.324	-72.777
54.344	-70.65	2.170	54.344	-72.820
54.568	-65.72	2.166	54.568	-73.368
54.793	-66.57	2.163	54.793	-73.832
54.890	-83.53	2.161	54.890	-73.893
54.891	-75.18	2.161	54.891	-73.893
55.020	-75.54	2.159	55.020	-73.804
55.052	-84.70	2.159	55.051	-73.756
55.249	-57.66	2.155	55.249	-73.364
55.480	-71.14	2.152	55.480	-73.250
55.536	-79.35	2.151	55.536	-73.354
55.538	-70.46	2.151	55.538	-73.357
55.714	-70.65	2.148	55.714	-74.031
55.949	-83.14	2.144	55.949	-75.403
56.183	-76.98	2.141	56.183	-76.572
56.184	-68.06	2.141	56.184	-76.576
56.187	-72.99	2.141	56.187	-76.587
56.428	-92.75	2.137	56.428	-76.662
56.670	-80.65	2.133	56.670	-74.726
56.830	-71.91	2.131	56.830	-72.439
56.831	-70.17	2.131	56.831	-72.423
56.915	-75.54	2.129	56.915	-71.036
57.163	-51.74	2.126	57.163	-67.221
57.414	-62.23	2.122	57.413	-64.787
57.476	-69.02	2.121	57.476	-64.396
57.477	-65.32	2.121	57.477	-64.389
57.667	-66.57	2.118	57.666	-63.435
57.922	-59.52	2.114	57.922	-62.439
58.095	-62.41	2.111	58.095	-62.278
58.096	-61.71	2.111	58.096	-62.279
58.181	-55.50	2.110	58.181	-62.453
58.443	-60.34	2.105	58.443	-63.990
58.567	-66.37	2.104	58.567	-65.056
58.568	-67.54	2.104	58.568	-65.066
58.707	-66.57	2.101	58.707	-66.276
58.975	-69.14	2.097	58.974	-67.978
59.039	-72.76	2.096	59.039	-68.186
59.040	-70.32	2.096	59.040	-68.189
59.245	-65.72	2.093	59.245	-68.259
59.511	-73.62	2.089	59.511	-67.242
59.512	-68.44	2.089	59.512	-67.236
59.519	-66.57	2.089	59.519	-67.200
59.796	-57.39	2.084	59.796	-65.934
60.076	-53.51	2.080	60.076	-66.267
60.101	-65.89	2.080	60.101	-66.389
60.102	-73.99	2.080	60.102	-66.395
60.360	-61.96	2.075	60.360	-68.129
60.455	-72.07	2.074	60.455	-68.846
60.456	-72.01	2.074	60.456	-68.855
60.573	-70.38	2.072	60.573	-69.724
60.647	-74.52	2.071	60.647	-70.265
60.927	-69.43	2.067	60.927	-72.366
60.928	-76.89	2.067	60.928	-72.374
60.938	-64.13	2.066	60.938	-72.452
61.232	-78.47	2.062	61.232	-75.113
61.399	-71.72	2.059	61.399	-77.033
61.400	-93.28	2.059	61.400	-77.047
61.530	-62.77	2.057	61.530	-78.939
61.832	-62.77	2.052	61.832	-84.472
61.940	-95.39	2.051	61.940	-86.361
61.940	-100.51	2.051	61.940	-86.376
62.102	-93.84	2.034	62.102	-88.698
62.254	-93.36	2.018	62.254	-90.356
62.396	-86.39	2.003	62.396	-91.735
62.397	-97.12	2.003	62.397	-91.743
62.405	-81.64	2.002	62.405	-91.818
62.556	-86.84	1.986	62.556	-93.337
62.708	-94.00	1.970	62.708	-94.912
62.859	-104.31	1.954	62.859	-96.323
62.967	-103.10	1.942	62.967	-97.107
62.968	-95.30	1.942	62.968	-97.112
62.969	-101.34	1.942	62.969	-97.118
63.011	-95.67	1.938	63.011	-97.358
63.162	-97.13	1.922	63.162	-97.974
63.314	-100.45	1.906	63.314	-98.278
63.424	-92.05	1.894	63.424	-98.404
63.425	-102.14	1.894	63.425	-98.405
63.465	-97.69	1.890	63.465	-98.446
63.617	-101.23	1.874	63.617	-98.638
63.768	-94.78	1.858	63.768	-98.946
63.881	-95.35	1.846	63.881	-99.249
63.882	-102.17	1.846	63.882	-99.252
63.919	-98.84	1.842	63.919	-99.359
64.071	-100.84	1.826	64.071	-99.769
64.222	-101.49	1.810	64.222	-100.018
64.338	-96.69	1.798	64.338	-100.024
64.339	-103.32	1.798	64.339	-100.023
64.374	-108.69	1.794	64.374	-99.991
64.525	-100.07	1.778	64.525	-99.700
64.677	-94.48	1.762	64.677	-99.285
64.795	-91.48	1.750	64.795	-98.980
64.796	-104.30	1.750	64.796	-98.978
64.828	-98.12	1.746	64.828	-98.904
64.980	-99.43	1.730	64.980	-98.615
65.131	-98.69	1.714	65.131	-98.333
65.252	-97.59	1.702	65.251	-98.001
65.252	-94.25	1.702	65.252	-97.998
65.253	-101.40	1.701	65.253	-97.995
65.282	-101.87	1.698	65.282	-97.888
65.434	-101.36	1.682	65.434	-97.113
65.585	-98.84	1.666	65.585	-95.944
65.708	-96.90	1.654	65.708	-94.785
65.737	-86.11	1.651	65.737	-94.509
65.888	-95.82	1.635	65.888	-93.114
66.040	-85.19	1.619	66.040	-92.033
66.165	-91.33	1.605	66.165	-91.436
66.166	-97.20	1.605	66.166	-91.432
66.191	-80.85	1.603	66.191	-91.341
66.343	-95.82	1.587	66.343	-90.938
66.494	-94.93	1.571	66.494	-90.717
66.622	-88.69	1.557	66.622	-90.665
66.623	-97.00	1.557	66.623	-90.665
66.645	-84.65	1.555	66.645	-90.673
66.797	-80.45	1.539	66.797	-90.921
66.948	-89.90	1.523	66.948	-91.616
67.079	-92.23	1.509	67.079	-92.631
67.080	-98.40	1.509	67.080	-92.640
67.536	-100.48	1.461	67.536	-96.934
67.537	-97.06	1.461	67.537	-96.939
67.537	-100.02	1.461	67.537	-96.944
67.992	-97.24	1.413	67.992	-96.856
67.993	-98.29	1.413	67.993	-96.852
68.335	-94.01	1.377	68.335	-94.331
68.336	-94.02	1.377	68.336	-94.322
68.906	-85.99	1.316	68.906	-87.311
68.907	-90.88	1.316	68.907	-87.301
69.081	-83.26	1.298	69.081	-85.622
69.476	-77.67	1.256	69.476	-82.798
69.477	-85.63	1.256	69.477	-82.794
69.929	-78.30	1.209	69.929	-81.612
69.930	-84.01	1.209	69.930	-81.611
70.080	-82.53	1.193	70.080	-81.373
70.919	-70.44	1.247	70.919	-74.029
70.920	-78.71	1.247	70.920	-74.013
71.748	-49.50	1.300	71.748	-60.575
72.037	-60.01	1.319	72.037	-62.036
72.038	-73.04	1.319	72.038	-62.046
73.155	-54.93	1.391	73.155	-63.267
73.156	-70.88	1.391	73.156	-63.270
74.049	-72.63	1.448	74.049	-71.014
74.273	-63.02	1.463	74.273	-71.125
74.275	-78.15	1.463	74.275	-71.124
75.670	-70.89	1.552	75.670	-61.225
75.950	-47.03	1.570	75.950	-57.080
75.952	-69.07	1.571	75.952	-57.051
76.350	-35.09	1.596	76.350	-49.762
77.068	-49.45	1.642	77.068	-53.101
77.070	-59.44	1.642	77.070	-53.111
78.186	-42.20	1.714	78.186	-51.825
78.188	-60.01	1.714	78.188	-51.831
79.035	-70.22	1.769	79.035	-59.023
79.304	-41.12	1.786	79.304	-56.989
79.305	-66.39	1.786	79.305	-56.982
79.716	-43.82	1.763	79.716	-54.734
79.717	-64.02	1.763	79.717	-54.731
80.266	-53.23	1.732	80.266	-53.917
80.266	-49.23	1.732	80.266	-53.915
80.267	-61.47	1.732	80.267	-53.913
80.815	-47.79	1.701	80.815	-50.110
80.816	-54.30	1.701	80.816	-50.100
81.364	-31.23	1.670	81.364	-43.217
81.365	-49.98	1.670	81.365	-43.210
81.914	-31.94	1.639	81.914	-42.280
81.915	-53.23	1.639	81.915	-42.281
82.463	-36.58	1.608	82.463	-41.800
82.464	-49.19	1.608	82.464	-41.797
83.013	-43.59	1.578	83.013	-39.738
83.014	-32.95	1.578	83.013	-39.736
83.014	-40.98	1.577	83.014	-39.734
83.506	-42.22	1.550	83.506	-38.381
83.631	-30.65	1.543	83.631	-37.783
83.632	-43.07	1.543	83.632	-37.779
84.249	-27.45	1.508	84.249	-35.998
84.250	-32.11	1.508	84.250	-36.002
84.386	-40.93	1.500	84.386	-36.794
84.730	-45.66	1.481	84.730	-38.227
84.867	-48.57	1.473	84.867	-37.990
84.936	-38.96	1.469	84.936	-37.707
85.004	-26.92	1.465	85.004	-37.349
85.240	-29.90	1.452	85.240	-36.043
85.554	-33.96	1.435	85.554	-37.341
86.103	-58.24	1.404	86.103	-55.251
86.378	-58.74	1.388	86.378	-61.072
86.790	-75.28	1.365	86.790	-66.305
87.065	-50.60	1.350	87.064	-68.833
87.265	-79.96	1.338	87.265	-70.559
87.477	-80.51	1.326	87.477	-71.777
87.683	-67.14	1.315	87.683	-72.016
88.057	-63.78	1.294	88.057	-71.635
88.122	-79.03	1.290	88.122	-71.667
88.779	-75.85	1.352	88.779	-69.721
89.042	-63.72	1.376	89.042	-65.981
89.437	-63.65	1.413	89.436	-59.655
89.699	-46.13	1.438	89.699	-56.983
89.823	-63.26	1.450	89.823	-56.115
90.094	-59.65	1.475	90.094	-54.484
90.291	-48.83	1.493	90.291	-53.461
90.357	-48.50	1.500	90.356	-53.189
90.751	-57.64	1.536	90.751	-52.501
91.014	-47.43	1.561	91.014	-52.556
91.149	-52.59	1.574	91.149	-52.671
91.408	-57.27	1.598	91.408	-53.079
91.671	-49.44	1.623	91.671	-53.791
92.065	-59.94	1.660	92.065	-55.135
92.328	-52.18	1.684	92.328	-55.311
92.722	-59.20	1.721	92.722	-54.481
92.919	-56.46	1.740	92.919	-53.873
92.985	-46.39	1.746	92.985	-53.667
93.379	-58.32	1.783	93.379	-52.560
93.569	-48.66	1.801	93.569	-52.256
93.642	-48.81	1.808	93.642	-52.207
94.036	-57.80	1.844	94.036	-52.381
94.299	-48.00	1.869	94.299	-52.155
94.694	-57.19	1.906	94.694	-50.289
94.956	-41.88	1.931	94.956	-48.105
95.351	-54.06	1.968	95.351	-45.490
95.548	-41.56	1.986	95.548	-45.359
95.614	-33.35	1.992	95.614	-45.511
95.978	-54.42	2.027	95.978	-47.093
96.008	-55.27	2.029	96.008	-47.193
96.271	-37.97	2.054	96.271	-47.408
96.665	-54.57	2.091	96.665	-45.843
96.928	-35.83	2.116	96.928	-44.254
97.322	-50.52	2.153	97.322	-42.079
97.585	-30.98	2.177	97.585	-41.164
97.942	-43.09	2.211	97.942	-40.501
97.979	-50.60	2.214	97.979	-40.421
98.176	-37.74	2.233	98.176	-39.928
98.242	-30.21	2.239	98.242	-39.759
98.636	-45.58	2.276	98.636	-39.114
98.899	-33.37	2.300	98.899	-38.950
99.294	-43.91	2.337	99.293	-38.676
99.556	-33.49	2.362	99.556	-38.188
99.951	-45.03	2.399	99.951	-37.133
100.117	-32.29	2.415	100.117	-36.712
100.213	-32.81	2.424	100.213	-36.491
100.608	-40.33	2.461	100.608	-35.079
100.805	-41.41	2.479	100.805	-33.593
100.982	-17.85	2.456	100.982	-31.918
102.043	-40.02	2.319	102.043	-35.923
102.751	-12.29	2.228	102.751	-16.443
103.812	-36.99	2.091	103.812	-33.986
104.520	-17.62	2.000	104.520	-22.710
105.377	-51.04	1.889	105.377	-40.117
105.459	-43.33	1.880	105.459	-39.388
105.740	-19.40	1.846	105.740	-36.397
106.163	-47.82	1.796	106.163	-33.889
106.374	-31.04	1.771	106.374	-32.598
106.444	-25.12	1.763	106.444	-32.027
106.867	-33.26	1.713	106.867	-27.699
107.148	-12.03	1.679	107.148	-26.117
107.464	-38.87	1.642	107.464	-25.309
107.570	-31.34	1.629	107.570	-24.775
107.852	-1.77	1.596	107.852	-23.762
108.274	-36.80	1.546	108.274	-31.060
108.556	-36.10	1.512	108.556	-39.271
108.978	-56.74	1.462	108.978	-47.812
109.189	-39.19	1.437	109.189	-50.343
109.260	-48.82	1.429	109.260	-51.142
109.548	-55.27	1.395	109.548	-54.276
109.682	-70.83	1.379	109.682	-55.378
109.982	-46.87	1.384	109.982	-55.989
110.433	-64.75	1.393	110.433	-51.068
110.778	-30.24	1.399	110.778	-44.490
111.251	-38.94	1.408	111.251	-41.626
111.295	-55.35	1.409	111.295	-41.453
111.640	-27.16	1.415	111.640	-39.736
112.157	-51.15	1.424	112.157	-40.007
112.416	-34.72	1.429	112.416	-39.567
112.502	-29.94	1.431	112.502	-39.378
112.520	-44.94	1.431	112.520	-39.339
113.019	-47.26	1.440	113.019	-37.158
113.364	-28.54	1.447	113.364	-34.675
113.365	-28.26	1.447	113.365	-34.672
113.882	-46.18	1.456	113.882	-36.102
114.226	-27.24	1.463	114.226	-36.223
114.744	-48.66	1.472	114.744	-35.679
115.089	-18.35	1.478	115.089	-33.572
115.175	-36.29	1.480	115.175	-33.405
115.606	-43.54	1.488	115.606	-34.218
115.865	-34.03	1.493	115.865	-34.283
115.951	-19.86	1.494	115.951	-34.267
116.111	-44.37	1.497	116.111	-34.250
116.468	-36.62	1.504	116.468	-33.260
116.813	-23.82	1.510	116.813	-30.354
117.330	-33.39	1.520	117.330	-28.508
117.675	-22.68	1.526	117.675	-27.560
118.192	-27.43	1.536	118.192	-29.002
118.433	-46.29	1.540	118.433	-28.867
118.537	-13.08	1.542	118.537	-28.451
119.054	-31.77	1.551	119.054	-23.796
119.313	-18.03	1.556	119.313	-21.462
119.399	-15.94	1.558	119.399	-20.874
119.917	-23.56	1.567	119.917	-17.787
120.262	-11.31	1.574	120.262	-14.683
120.523	-10.83	1.578	120.523	-12.876
120.779	-18.66	1.583	120.779	-11.080
121.124	3.02	1.589	121.124	-9.305
121.641	-23.47	1.599	121.641	-13.991
121.972	-11.22	1.605	121.972	-14.119
121.986	-11.14	1.605	121.986	-14.084
122.503	-16.10	1.615	122.503	-11.820
122.504	-22.16	1.615	122.504	-11.814
122.676	-3.30	1.618	122.676	-10.684
122.762	-9.12	1.620	122.762	-10.123
122.848	-10.24	1.621	122.848	-9.590
123.020	-5.62	1.624	123.020	-8.627
123.193	-0.67	1.628	123.193	-7.694
123.365	-8.46	1.631	123.365	-6.592
123.366	-21.59	1.631	123.366	-6.585
123.420	-17.14	1.632	123.420	-6.187
123.538	7.15	1.634	123.538	-5.267
123.710	-0.88	1.637	123.710	-4.020
123.783	-0.17	1.638	123.783	-3.620
123.883	2.59	1.640	123.883	-3.262
124.055	1.46	1.643	124.055	-3.176
124.145	-7.93	1.645	124.145	-3.343
124.227	5.46	1.647	124.227	-3.578
124.228	-17.69	1.647	124.228	-3.581
124.326	1.65	1.648	124.326	-3.923
124.507	-11.27	1.652	124.507	-4.632
124.572	-1.78	1.653	124.572	-4.894
124.745	-2.81	1.656	124.745	-5.563
124.869	-8.69	1.658	124.869	-5.946
125.090	-12.63	1.662	125.090	-6.074
125.231	-3.89	1.665	125.231	-5.545
125.594	0.53	1.672	125.594	-2.479
125.952	-6.95	1.678	125.952	-1.066
125.956	7.06	1.678	125.956	-1.066
126.318	-3.54	1.685	126.318	-1.705
126.680	-4.28	1.692	126.680	-0.988
127.042	3.79	1.698	127.042	2.997
127.405	8.47	1.705	127.405	7.512
127.767	7.03	1.712	127.767	10.036
127.948	16.11	1.715	127.948	10.132
128.129	12.33	1.718	128.129	9.194
128.491	-0.26	1.725	128.491	4.559
128.853	-3.22	1.732	128.853	2.023
129.216	7.00	1.738	129.216	4.069
129.578	11.60	1.745	129.578	2.006
129.940	-6.20	1.752	129.940	-3.717
130.121	-12.49	1.755	130.121	-5.693
130.262	-3.06	1.758	130.262	-7.074
130.302	-2.51	1.758	130.302	-7.506
130.664	-14.34	1.765	130.664	-13.337
131.027	-14.35	1.772	131.027	-17.581
131.091	-42.75	1.773	131.091	-17.700
131.249	4.32	1.776	131.249	-17.581
131.389	-16.56	1.778	131.389	-17.347
131.407	-26.39	1.779	131.407	-17.327
131.565	-16.34	1.782	131.565	-17.382
131.724	-16.68	1.785	131.724	-18.076
131.882	18.37	1.787	131.882	-19.670
131.883	-34.91	1.787	131.883	-19.684
131.906	-20.96	1.788	131.906	-20.011
132.040	-14.48	1.790	132.040	-22.506
132.113	-25.29	1.792	132.113	-24.367
132.198	-49.26	1.793	132.198	-27.063
132.629	-36.47	1.801	132.629	-46.609
132.672	-58.79	1.802	132.672	-48.322
132.909	-68.54	1.806	132.909	-54.914
132.988	-68.53	1.808	132.988	-56.271
133.058	-41.16	1.809	133.058	-57.273
133.463	-72.62	1.817	133.463	-62.167
133.488	-51.60	1.817	133.488	-62.485
133.779	-72.75	1.822	133.779	-66.349
133.917	-55.76	1.825	133.917	-68.196
134.132	-76.16	1.829	134.132	-70.889
134.253	-75.99	1.831	134.253	-72.231
134.346	-72.30	1.833	134.346	-73.162
134.570	-76.75	1.837	134.570	-75.045
134.776	-76.40	1.841	134.776	-76.296
135.044	-81.59	1.846	135.044	-76.871
135.205	-75.30	1.849	135.205	-76.452
135.635	-73.49	1.857	135.635	-74.205
135.835	-69.28	1.815	135.835	-74.008
136.092	-70.67	1.882	136.092	-74.488
136.104	-82.68	1.885	136.104	-74.519
136.807	-73.05	2.066	136.807	-76.249
137.027	-80.16	2.123	137.027	-76.748
137.523	-76.01	2.252	137.523	-77.270
138.238	-78.83	2.436	138.238	-78.401
138.344	-83.17	2.464	138.344	-77.279
138.954	-46.76	2.622	138.954	-68.960
139.311	-96.63	2.714	139.311	-73.074
139.661	-84.48	2.804	139.661	-71.485
139.669	-50.19	2.806	139.669	-71.370
140.385	-60.68	2.992	140.385	-66.300
140.510	-35.94	3.024	140.510	-70.037
140.760	-95.58	3.089	140.760	-79.120
140.885	-78.87	3.121	140.885	-83.506
140.978	-90.77	3.145	140.978	-86.402
141.260	-93.07	3.218	141.260	-92.638
141.323	-97.56	3.234	141.323	-93.547
141.385	-96.36	3.250	141.385	-94.307
141.502	-94.82	3.254	141.502	-95.454
141.589	-99.48	3.257	141.589	-96.119
141.831	-101.16	3.266	141.831	-97.361
142.553	-92.61	3.292	142.553	-94.874
142.723	-96.89	3.299	142.723	-94.460
143.275	-89.56	3.318	143.275	-93.965
143.543	-99.61	3.328	143.543	-94.217
143.997	-87.86	3.345	143.997	-94.113
144.259	-98.17	3.354	144.259	-93.620
144.286	-97.54	3.355	144.286	-93.498
144.719	-88.05	3.371	144.719	-88.856
144.975	-79.82	3.380	144.975	-85.711
145.441	-84.26	3.397	145.441	-85.756
145.730	-91.39	3.407	145.730	-86.961
145.793	-84.10	3.410	145.793	-87.152
