# Red Sea 150KYr Relative Sea Level Reconstruction
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13685
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-ocean-13685.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Paleoceanography
#
# Dataset_DOI: 10.25921/mf4a-k406
#
# Science_Keywords: sea level, Sea Level Reconstruction
#--------------------
# Resource_Links
#
# Data_Download_Resource:  https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/grant2012/grant2012-ruber-noaa.txt
#   Data_Download_Description: NOAA Template File; Oxygen Isotope Data for G. ruber
#
#--------------------
# Contribution_Date
#   Date: 2013-01-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-12-17
#--------------------
# Title
#   Study_Name: Red Sea 150KYr Relative Sea Level Reconstruction
#--------------------
# Investigators
#   Investigators: Grant, K.M.(https://orcid.org/0000-0003-4299-5504); Rohling, E.J.(https://orcid.org/0000-0001-5349-2158); Bar-Matthews, M.(https://orcid.org/0000-0001-8373-5341); Ayalon, A.; Medina-Elizalde, M.(https://orcid.org/0000-0002-0186-9096); Bronk Ramsey, C.(https://orcid.org/0000-0002-8641-9309); Satow, C.(https://orcid.org/0000-0001-7697-0562); Roberts, A.P.(https://orcid.org/0000-0003-0566-8117)
#--------------------
# Description_Notes_and_Keywords
#   Description: All datapoints in the Red Sea sea-level record (RSL) on its new chronology, including fully-propagated chronological uncertainties and RSL smoothed with a 1 kyr moving Gaussian filter
#--------------------
# Publication
#   Authors: K.M. Grant, E.J. Rohling, M. Bar-Matthews, A. Ayalon, M. Medina-Elizalde, C. Bronk Ramsey, C. Satow and A.P. Roberts
#   Journal_Name: Nature
#   Published_Title: Rapid coupling between ice volume and polar temperature over the past 150,000  years
#   Published_Date_or_Year: 2012
#   Volume: 491
#   Issue: 7246
#   Pages: 744-747
#   Report_Number: 
#   DOI: 10.1038/nature11593
#   Full_Citation:
#   Abstract: Current global warming necessitates a detailed understanding of the relationships between climate and global ice volume. Highly resolved and continuous sea-level records are essential for quantifying ice-volume changes. However, an unbiased study of the timing of past ice-volume changes, relative to polar climate change, has so far been impossible because available sea-level records either were dated by using orbital tuning or ice-core timescales, or were discontinuous in time. Here we present an independent dating of a continuous, high-resolution sea-level record in millennial-scale detail throughout the past 150,000 years. We find that the timing of ice-volume fluctuations agrees well with that of variations in Antarctic climate and especially Greenland climate. Amplitudes of ice-volume fluctuations more closely match Antarctic (rather than Greenland) climate changes. Polar climate and ice-volume changes, and their rates of change, are found to covary within centennial response times. Finally, rates of sea-level rise reached at least 1.2 m per century during all major episodes of ice-volume reduction.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: UK Natural Environment Research Council (NERC)
#   Grant: NE/H004424/1, NE/E01531X/1, NE/I009906/1
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Australian Postgraduate Award
#   Grant: FL120100050
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Royal Society
#   Grant: Wolfson Research Merit Award
#--------------------
# Site_Information
#   Site_Name: MD81-LC21
#   Location: Mediterranean Sea
#   Northernmost_Latitude: 35.6667
#   Southernmost_Latitude: 35.6667
#   Easternmost_Longitude: 26.5833
#   Westernmost_Longitude: 26.5833
#   Elevation_m: -1522
#--------------------
# Data_Collection
#   Collection_Name: LC21ruber
#   First_Year: 156732
#   Last_Year: 77
#   Time_Unit: cal yr BP
#   Core_Length_m:
#   Parameter_Keywords: oxygen isotopes
#   Notes: Continuous u-channel samples from the pristine archive half of core LC21 were subsampled at 1-cm intervals. Stable isotope analyses of about 15-30 cleaned, similar-sized tests of G. ruber (white form) from the greater than 300-mm sieved sediment fraction were performed at the National Oceanography Centre, Southampton, on a Europa Geo2020 mass spectrometer fitted with an individual acid-bath carbonate preparation line. Standards (NBS-19 and an in-house Carrara marble) were run every 17 samples; external precision is less than 0.06%.
#--------------------
# Chronology_Information
# Chronology:
#
#
#
#--------------------
# Variables
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables list, one per line, shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_calkaBP	age,,,calendar kiloyear before present,,paleoceanography,,,N,
## d18Og.rub-w>300	delta 18O,Globigerinoides ruber white,,per mil VPDB,,paleoceanography,,,N,>300mm
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing_Values: NA
age_calkaBP	d18Og.rub-w>300
57.586	1.882
57.773	1.463
57.959	1.975
58.146	1.344
58.332	1.642
58.519	1.672
58.705	1.739
58.892	1.079
59.078	1.749
59.264	1.242
59.451	1.594
59.637	1.169
59.824	1.374
60.010	1.386
60.197	1.593
60.383	1.751
60.570	1.497
60.756	1.429
60.943	1.700
61.129	1.725
61.316	1.877
61.502	2.146
61.689	2.152
61.875	1.708
62.062	2.144
62.248	1.584
62.435	2.087
62.808	2.094
62.994	1.993
63.180	2.258
63.367	2.171
63.553	2.309
63.740	2.347
63.926	1.952
64.113	1.980
64.299	2.036
64.672	1.743
64.859	2.254
65.045	2.175
65.232	1.892
65.418	2.678
65.791	2.557
65.978	2.090
66.164	2.443
66.351	2.575
66.537	2.253
66.723	2.297
66.910	2.558
67.096	2.786
67.283	2.520
67.469	2.259
67.656	2.480
67.842	2.114
68.029	2.643
68.215	2.589
68.402	2.546
68.588	2.618
68.775	2.402
68.961	2.306
69.148	2.554
69.334	1.926
69.521	2.369
69.707	2.303
69.894	2.119
70.080	1.923
70.409	1.977
70.739	2.009
71.068	1.581
71.398	2.099
71.727	1.114
72.057	1.264
72.386	1.497
72.716	1.461
73.045	1.792
73.374	1.364
73.704	1.859
74.033	1.969
74.363	1.414
74.692	1.744
75.022	1.728
75.351	1.304
75.680	1.582
76.010	1.211
76.339	1.363
76.669	1.076
76.998	1.839
77.328	1.014
77.657	1.310
77.987	1.020
78.316	1.532
78.645	1.034
78.975	1.052
79.304	1.173
79.634	0.991
80.293	0.990
80.951	0.657
81.610	0.706
82.269	0.449
82.928	0.586
83.089	0.301
83.249	0.127
83.410	0.506
83.570	0.202
84.052	0.442
84.212	0.208
84.373	0.381
85.015	-0.975
85.176	0.120
85.336	0.044
85.497	0.011
85.657	0.511
85.818	-0.153
86.245	1.487
86.940	1.533
87.635	1.617
88.330	1.443
89.025	1.775
89.719	1.162
90.414	1.358
91.109	1.013
91.804	0.812
92.499	1.237
93.193	1.728
93.888	1.419
94.583	1.389
95.278	1.602
95.973	1.177
96.667	1.336
97.362	1.291
98.057	0.779
98.752	0.776
99.447	1.541
100.141	0.704
100.836	1.167
101.167	0.984
101.406	0.641
101.645	0.792
101.885	0.411
102.124	0.674
102.364	0.663
102.603	0.659
102.843	0.720
103.082	0.578
103.321	0.084
103.561	0.592
103.800	0.212
104.040	-0.030
104.279	0.397
104.938	0.514
105.177	0.951
105.378	0.723
105.579	0.878
105.780	-0.257
105.981	-0.028
107.388	-0.369
107.589	-0.297
107.790	-0.624
107.991	-0.238
108.492	0.669
109.121	1.243
109.751	1.629
110.381	1.769
111.011	1.574
111.640	1.319
112.270	1.107
112.900	1.108
113.529	1.028
114.159	0.947
114.789	1.176
115.418	0.634
116.048	0.755
116.678	0.761
117.307	0.819
117.937	1.121
118.567	0.464
119.196	0.296
119.826	0.226
120.456	0.187
120.955	-0.507
121.065	-0.616
121.174	-0.057
121.283	-0.735
121.392	-0.221
121.502	0.018
121.611	0.065
121.720	-0.265
121.829	-0.850
121.939	-0.611
122.048	-0.734
122.157	-0.755
122.266	-0.328
122.376	-0.904
122.485	-1.251
122.594	-0.939
122.703	-0.956
122.813	-0.716
122.922	-1.192
123.031	-1.003
123.140	-1.232
123.250	-0.811
123.359	-0.811
123.468	-0.873
123.577	-0.941
123.687	-0.717
123.796	-0.864
123.905	-0.533
124.014	-1.308
124.124	-1.042
124.342	-1.155
124.451	-0.537
124.561	-1.069
124.670	-1.264
124.779	-1.226
124.806	-1.178
124.916	-1.212
125.025	-0.744
125.134	-0.674
125.243	-0.931
125.353	-1.283
125.462	-1.071
125.571	-0.740
125.680	-0.892
125.790	-0.503
125.899	-0.922
126.008	-0.702
126.117	-1.012
126.227	-0.708
126.336	-1.502
126.445	-1.320
126.554	-0.751
126.664	-1.550
126.773	-1.242
126.882	-2.034
126.991	-1.255
127.101	-1.365
127.210	-1.652
127.319	-1.572
127.428	-1.389
127.538	-1.496
127.647	-1.496
127.756	-1.522
127.865	-1.297
128.084	-1.522
128.193	-1.216
128.302	-1.539
128.611	0.069
129.119	0.014
129.627	0.366
130.135	-0.024
130.642	0.209
131.150	0.051
131.404	0.087
131.658	0.065
132.166	0.167
134.042	2.089
134.251	1.428
134.622	1.813
135.155	1.757
135.689	1.831
136.222	1.759
136.756	1.913
137.289	1.742
137.823	1.765
138.356	1.834
138.890	1.566
139.423	1.435
140.490	2.076
140.938	2.240
141.386	2.382
142.282	2.253
142.730	2.420
143.178	2.426
153.148	2.397
153.596	1.887
155.388	1.757
155.836	1.494
156.284	1.147
156.732	1.026
