name,lat,lon,source,type_raw,subtype,date_bp,gc_distance_km,cluster
Minet el-Beida,35.607,35.776,wikidata,archaeological_site,utilitarian,,600.6,Egypt / Levant
Niah Cave (Borneo),3.812,113.768,curated,natural_cave,natural_cave,40000,604.8,Southeast Asia
Sibrit,24.624049,34.002101,pleiades,mine,utilitarian,2280,609.0,Egypt / Levant
Kurh u kich,35.7565185,45.0445777,pleiades,tomb,rock_cut_monumental,2500,610.2,Iran / Persia
Sikait North,24.635897,34.798683,pleiades,mine,utilitarian,1980,612.6,Egypt / Levant
Six Windows Building Complex at Sikait,24.6330282603,34.7947982985,pleiades,"building, ruin",utilitarian,1750,612.9,Egypt / Levant
Hamesh,24.594185,34.124479,pleiades,mine-2,utilitarian,1980,613.1,Egypt / Levant
Large Temple at Sikait,24.6308553,34.7970383,pleiades,temple-2,rock_cut_monumental,2150,613.2,Egypt / Levant
Sikait Middle,24.626556,34.812546,pleiades,mine,utilitarian,1980,613.7,Egypt / Levant
Umm Kabu,24.57452,34.904044,pleiades,mine-2,utilitarian,1980,620.0,Egypt / Levant
Peristerias,34.941864,25.0418879,megalithic_portal,Cave or Rock Shelter,natural_cave,,620.7,Egypt / Levant
Cave of Eileithyia (Inatos),34.9860459,25.2869013,pleiades,cave,natural_cave,2850,622.4,Egypt / Levant
Cave of the Beasts,23.653419444,25.159688888,wikidata,archaeological_site,natural_cave,,623.5,Egypt / Levant
Miamou cave,34.967,24.933,wikidata,archaeological_site,natural_cave,,624.9,Other
Antiskari,34.963671,24.881359,pleiades,mine-2,utilitarian,1980,625.2,Other
Farmakokefalo,35.1060752,26.0676575,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,625.9,Egypt / Levant
Ellora Caves,20.027,75.179,curated,rock_cut_monumental,rock_cut_monumental,1550,627.7,Indus Valley
Gelli,24.482792,34.750874,pleiades,"settlement, mine-2",utilitarian,1980,629.3,Egypt / Levant
Matala Caves,34.99521,24.7498,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,630.4,Other
Cave of Swimmers,23.594719444,25.2335,wikidata,archaeological_site,natural_cave,,631.0,Egypt / Levant
Macaque Cave,18.949,109.0485,wikidata,megalithic_monument,natural_cave,,632.4,Southeast Asia
Negub tunnel,36.0446,43.4762,pleiades,tunnel,utilitarian,2950,638.6,Other
Andros Cave,35.162955,25.445106,megalithic_portal,Cave or Rock Shelter,natural_cave,,639.9,Egypt / Levant
Arkalochori cave,35.15,25.266667,pleiades,cave,natural_cave,3950,640.7,Egypt / Levant
Cave of Psychros,35.1833,25.516701,wikidata,megalithic_monument,natural_cave,,641.2,Egypt / Levant
Northwest Palace at Kalhu,36.0990738405,43.3275427602,pleiades,"palace-complex, architecturalcomplex",utilitarian,2950,644.4,Other
Kalhu ziggurat,36.101024,43.32701,pleiades,"temple-2, ziggurat",utilitarian,2950,644.6,Other
Kafr Aqareb,36.03459225,36.44201335,pleiades,"ruin, settlement, church",rock_cut_monumental,2200,645.3,Other
Agia Fotini cave,35.2106,25.4235,wikidata,archaeological_site,natural_cave,,645.4,Egypt / Levant
Untitled,35.25,25.75,pleiades,quarry,utilitarian,1980,645.7,Egypt / Levant
Kamares,35.152,24.821,pleiades,cave,natural_cave,3950,646.7,Other
Kamares Cave,35.177318,24.827574,wikidata,archaeological_site,natural_cave,,649.4,Other
Ideon Andron,35.20824,24.82908,megalithic_portal,Cave or Rock Shelter,natural_cave,,652.8,Other
Stravomyti,35.25,25.149972,pleiades,cave,natural_cave,250,653.2,Egypt / Levant
Titus Tunnel,36.1221986558,35.9283862884,pleiades,"aqueduct, tunnel",utilitarian,1980,657.1,Other
Skotino Cave,35.30486,25.29754,megalithic_portal,Cave or Rock Shelter,natural_cave,,657.4,Egypt / Levant
"Tomb of Harkhuf #34, Aswan",24.101769,32.889158,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,659.0,Egypt / Levant
Tomb of Pepi-nakht Tomb #35 Aswan,24.101769,32.889158,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,659.0,Egypt / Levant
"Tomb of Sarenput II Tomb #31, Aswan",24.101769,32.889158,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,659.0,Egypt / Levant
"Tombs of Mekhu & Sabni #25 #26 (double tomb,) Aswan",24.101769,32.889158,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,659.0,Egypt / Levant
"Tombs of the Nobles, Aswan",24.101769,32.889158,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,659.0,Egypt / Levant
Eileithyias Antron,35.318405,25.21053,pleiades,"sanctuary, cave",natural_cave,2700,660.0,Egypt / Levant
Kranaion Antron,35.256901,24.585537,pleiades,"sanctuary, cave",natural_cave,2700,661.4,Other
Tihio (Axos),35.3056,24.84524,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,663.3,Other
Khewra Salt Mine,32.653055555,73.01,wikidata,megalithic_monument,utilitarian,,663.7,Indus Valley
Dimitra Sanctuary,35.30972,24.83777,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,663.9,Other
Guitarrero Cave,-9.200457,-77.709745,megalithic_portal,Cave or Rock Shelter,natural_cave,,664.1,Peru / Andes
Cave of Saint Peter,36.2093782,36.1782424,pleiades,"church-2, cave",natural_cave,,665.7,Other
Orthi Petra,35.332501,24.676559,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,668.5,Other
Daroakana,33.8643361913,67.6356309825,pleiades,"unlocated, settlement",utilitarian,1980,671.4,Indus Valley
Gilindire Cave,36.1311,33.4025,wikidata,megalithic_monument,natural_cave,,671.5,Other
Tallaion Antron,35.382882,24.735325,pleiades,"sanctuary, cave",natural_cave,2700,673.2,Other
Karaftu,36.266666,46.849999,pleiades,monument,rock_cut_monumental,2280,673.5,Iran / Persia
Selino Pyramid,35.27309,23.80625,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,673.7,Other
Wadi Bastura Tunnel Inscription,36.3516938,44.1158443,pleiades,tunnel,utilitarian,2670,674.0,Iran / Persia
Sklavopoula,35.294026,23.614206,pleiades,mine-2,utilitarian,1980,678.7,Other
Kantanos,35.330337,23.738349,pleiades,settlement,utilitarian,2280,681.0,Other
Copper and Gold Mine at Kantanos,35.330337,23.738349,pleiades,mine,utilitarian,2280,681.0,Other
Dederiyeh Cave,36.4,36.866667,wikidata,archaeological_site,natural_cave,,684.3,Other
Ksar Chouline Ancient Quarry,33.033334,10.434737,pleiades,quarry,utilitarian,2200,686.3,Other
Gali Zardak,36.522246,43.454928,pleiades,monument,utilitarian,1980,691.6,Other
Cajarumi,-9.042453,-78.010301,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,694.4,Peru / Andes
Batas-Harir,36.5635975,44.3483398,pleiades,monument,rock_cut_monumental,1980,698.0,Iran / Persia
Korykion Antron (Kilikia),36.453376834,34.1058329854,pleiades,cave,utilitarian,1980,703.0,Other
Kastellorizo Lycian Tomb,36.1512078,29.5949198,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,703.4,Other
Arkoudiotissa Cave,35.591646,24.144173,megalithic_portal,Cave or Rock Shelter,natural_cave,,704.1,Other
Lera,35.5904931,24.1018918,pleiades,"sanctuary, cave",natural_cave,2700,704.6,Other
Adamkayalar,36.4823815,34.1198015,pleiades,monument,rock_cut_monumental,1980,706.2,Other
Jaina Cave,19.73499443,73.54064608,wikidata,temple,rock_cut_monumental,,706.3,Other
Bucak,36.2214,29.8552,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,708.8,Other
Agneion Sinus,35.5919528,23.6028315,pleiades,"water-open, bay",utilitarian,1980,711.6,Other
Temple of Athena Lindia,36.0910107395,28.088448262,pleiades,temple-2,rock_cut_monumental,2280,711.7,Other
Myra Rock Cut Tombs,36.259026,29.985309,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,711.8,Other
GÃ¶kÃ§eÃ¶ren,36.2447,29.5367,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,714.3,Other
Agathi Caves,36.17754,28.099392,megalithic_portal,Cave or Rock Shelter,natural_cave,,721.1,Other
Koropissos,36.5614045568,32.9426563978,pleiades,settlement,utilitarian,1980,722.2,Other
Shanidar Cave,36.80095,44.227058,megalithic_portal,Cave or Rock Shelter,natural_cave,,724.1,Iran / Persia
Tell Jerablus Tahtani,36.790175676,38.0211472472,pleiades,"fortified-settlement, tomb",utilitarian,5950,724.1,Other
Bazda Cave,36.825157,39.290324,megalithic_portal,Cave or Rock Shelter,natural_cave,,725.3,Other
Dim Cave,36.539811111,32.109397222,wikidata,megalithic_monument,natural_cave,,725.6,Other
Damlataş Cave,36.542330555,31.988222222,wikidata,megalithic_monument,natural_cave,,726.8,Other
Shanidar Cave,36.8348085,44.2191486,pleiades,"cave, archaeological-site",natural_cave,50,727.9,Iran / Persia
"Kamiros Skala Lycean Tomb, Rhodes",36.272235,27.824413,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,734.5,Other
Kalanay Cave,12.014722,123.885556,wikidata,archaeological_site,natural_cave,,737.6,Other
Yesemek,36.9039535045,36.7470260281,pleiades,"production, quarry",utilitarian,3400,740.7,Other
Piyang Grottoes,31.68222222,79.79611111,wikidata,archaeological_site,natural_cave,,746.6,Indus Valley
Korakonero Ancient Necropolis,36.426912,28.228764,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,747.3,Other
Taskuyu Cave,36.950348,34.787384,wikidata,megalithic_monument,natural_cave,,754.5,Other
Cave of the Seven Sleepers,36.95722222,34.79666667,wikidata,megalithic_monument,natural_cave,,755.2,Other
Charkadio Cave,36.440778,27.365185,megalithic_portal,Cave or Rock Shelter,natural_cave,,758.1,Other
Kilu Cave,-5.335555555,154.687222222,wikidata,archaeological_site,natural_cave,,758.7,Other
Beldibi Cave,36.744459,30.569035,megalithic_portal,Cave or Rock Shelter,natural_cave,,760.4,Other
Rock-cut Sanctuary of Letoids and Nymphs,36.6962568,29.7223826,pleiades,sanctuary,rock_cut_monumental,1980,762.6,Other
Echendra,36.340118,25.442809,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,769.5,Other
Gavrilos,36.33947,25.441063,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,769.5,Other
Araxa (Lycia),36.745053,29.368859,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,771.2,Other
Zoodochos Pigi,36.369888888,25.476027777,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,772.4,Other
Episkopi Gonia cemetery,36.374444444,25.475,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,772.9,Other
Threatened Rock Shelters in Islamabad,33.716667,73.066667,megalithic_portal,Cave or Rock Shelter,natural_cave,,779.1,Indus Valley
Margalla Buddhist Caves,33.74,72.981,megalithic_portal,Cave or Rock Shelter,natural_cave,,779.4,Indus Valley
Condigramma,33.916667,72.232222,pleiades,"unlocated, settlement",utilitarian,1980,780.1,Indus Valley
Agia Sofia cave church,36.14144,23.01857,wikidata,archaeological_site,natural_cave,,780.2,Other
Bamiyan cave complexes,34.833,67.827,curated,rock_cut_monumental,rock_cut_monumental,1550,780.3,Indus Valley
Kanheri Caves,19.209,72.907,curated,rock_cut_monumental,rock_cut_monumental,1950,780.5,Other
Khanpur Cave,33.7991731,72.9092717,pleiades,cave,modified_cave,,784.0,Indus Valley
Başbük,37.354969,39.28117,pleiades,"building, settlement-modern",modified_cave,2670,784.2,Other
Ambivali Caves,19.018668,73.497052,wikidata,archaeological_site,natural_cave,,784.2,Other
Maltezana,36.581251,26.382965,pleiades,quarry,utilitarian,,784.7,Other
Nybgenii,33.6891914953,9.21601310061,pleiades,"label, people",utilitarian,1980,786.7,Other
Mithraic Cave,37.332066,46.238449,wikidata,archaeological_site,natural_cave,,789.3,Iran / Persia
Zeytintaşı Cave,37.04694444,31.11055556,wikidata,megalithic_monument,natural_cave,,789.5,Other
Untitled,36.25,23.0,pleiades,quarry,utilitarian,1980,792.4,Other
Phoinikous,36.2483051429,22.986508037,pleiades,settlement,utilitarian,2500,792.4,Other
Aspripetra,36.7188553,26.9740954,pleiades,"sanctuary, cave",natural_cave,11950,793.1,Other
Drekanon promontory,36.718195,26.94792,pleiades,cape,utilitarian,1980,793.3,Other
Untitled,36.75,27.25,pleiades,quarry,utilitarian,2700,793.4,Other
Agia Sofia Cave,36.2508316,22.92555618,wikidata,megalithic_monument,natural_cave,,793.6,Other
Tham Choong Cave,22.417,105.333,megalithic_portal,Cave or Rock Shelter,natural_cave,,795.1,Southeast Asia
Kephalos,36.750541,26.948939,pleiades,quarry,utilitarian,2500,796.9,Other
Karain Cave,37.076424,30.570712,megalithic_portal,Cave or Rock Shelter,natural_cave,,797.2,Other
Arzawa,37.2550425793,32.3484461457,pleiades,region,utilitarian,3550,803.2,Other
Untitled,36.25,22.25,pleiades,quarry,utilitarian,2280,803.4,Other
Untitled,36.25,22.25,pleiades,quarry,utilitarian,2280,803.4,Other
Akka Nagamma Cave,17.861622222,76.945041666,wikidata,temple,rock_cut_monumental,,804.5,Other
Untitled,36.523603,58.427687,pleiades,mine-2,utilitarian,2700,804.7,Iran / Persia
Tomb of Penout,22.73729,32.26114,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,805.3,Egypt / Levant
Elephanta Caves,18.963,72.932,curated,rock_cut_monumental,rock_cut_monumental,1450,806.1,Other
Sikinos (settlement),36.6616099436,25.0891099688,pleiades,"church-2, settlement",utilitarian,2700,809.4,Other
Bulgar Maden,37.449292,34.615499,pleiades,mine-2,utilitarian,2280,810.8,Other
Temple of Ellesyia,22.622568,31.962662,pleiades,temple-2,rock_cut_monumental,3498,815.5,Egypt / Levant
Sanctuary of Poseidon at Tainaron,36.4019981673,22.4873926264,pleiades,"church-2, building, sanctuary, ruin, cave, temple-2, road",rock_cut_monumental,2500,816.6,Other
Rema,36.700827,24.539147,pleiades,quarry,utilitarian,2500,820.8,Other
Ribari,36.702306,24.404935,pleiades,mine-2,utilitarian,1980,822.7,Other
Kastania Cave,36.54584,23.12454,wikidata,megalithic_monument,natural_cave,,823.1,Other
Panormos (Kalymna),36.9956365721,26.9654125471,pleiades,"unlocated, harbor",utilitarian,2500,823.7,Other
Aphrodisias/Aphrodisia,36.547,22.988,pleiades,"unlocated, ruin, settlement",utilitarian,2500,825.2,Other
Mogalarajapuram Caves,16.508337069,80.637786006,wikidata,temple,rock_cut_monumental,,826.2,Other
Catacombs of Trypiti,36.7373138,24.423693,pleiades,cemetery,artificial_complex,1650,826.3,Other
Incirliin Cave,37.190202,27.76196,megalithic_portal,Cave or Rock Shelter,natural_cave,,836.5,Other
Um Garriat,22.511049,33.538448,pleiades,mine,utilitarian,2280,840.2,Egypt / Levant
Diros Caves (Mani),36.639,22.385,curated,natural_cave,natural_cave,6000,844.1,Other
Zeus' Cave,37.0346375,25.4993896,megalithic_portal,Cave or Rock Shelter,natural_cave,,845.3,Other
Spileo Stalaktiton,36.99075,25.059763,megalithic_portal,Cave or Rock Shelter,natural_cave,,846.0,Other
Direkli Cave,37.862903,36.644161,megalithic_portal,Cave or Rock Shelter,natural_cave,,847.6,Other
Göltepe,37.8015954,34.934957,pleiades,"settlement, hill, mine-2",utilitarian,4950,848.2,Other
Kalamakia Cave,36.679218,22.366854,megalithic_portal,Cave or Rock Shelter,natural_cave,,848.7,Other
Untitled,36.983333,24.666667,pleiades,quarry,utilitarian,2700,850.2,Other
Untitled,36.75,22.75,pleiades,quarry,utilitarian,2280,850.9,Other
Melanes,37.086883,25.441833,pleiades,quarry,utilitarian,2700,851.8,Other
Ag. Sostes,37.012,24.712,pleiades,mine-2,utilitarian,2700,852.8,Other
Grotta,37.112875,25.378278,pleiades,settlement,natural_cave,2700,855.4,Other
Untitled,36.75,22.25,pleiades,quarry,utilitarian,2280,858.2,Other
Untitled,36.75,22.25,pleiades,quarry,utilitarian,2280,858.2,Other
Apollonas (quarry),37.1791035868,25.5482527348,pleiades,quarry,utilitarian,2700,860.6,Other
İnsuyu Cave,37.65944444,30.37416667,wikidata,megalithic_monument,natural_cave,,863.4,Other
Cave of the Apocalypse,37.3144714,26.5449861,pleiades,cave,natural_cave,,863.7,Other
Ghalegay Caves,34.704685,72.259456,megalithic_portal,Cave or Rock Shelter,natural_cave,,865.4,Indus Valley
Krokeai (quarry),36.88,22.54,pleiades,quarry,utilitarian,1980,868.2,Other
Wararam Cave,8.885522,98.66715,megalithic_portal,Cave or Rock Shelter,natural_cave,,869.2,Southeast Asia
Untitled,37.25,25.25,pleiades,quarry,utilitarian,2280,872.1,Other
Untitled,37.25,25.25,pleiades,quarry,utilitarian,2500,872.1,Other
Untitled,37.25,25.25,pleiades,quarry,utilitarian,2280,872.1,Other
Untitled,37.25,25.25,pleiades,quarry,utilitarian,2280,872.1,Other
Sanctuary of Eurymedon,37.811522,31.085408,megalithic_portal,Cave or Rock Shelter,natural_cave,,874.3,Other
Saint Onoufrios catacombs,36.84279,21.70946,megalithic_portal,Cave or Rock Shelter,artificial_complex,,876.5,Other
Qinghua Cave,25.44881,100.5482,wikidata,megalithic_monument,natural_cave,,878.8,Other
Euoras,36.953544,22.349956,pleiades,unlocated,utilitarian,1980,879.1,Other
Taleton Akra,36.953544,22.349956,pleiades,"unlocated, mountain",utilitarian,1980,879.1,Other
Untitled,35.38256,69.750573,pleiades,mine-2,utilitarian,1650,880.7,Other
Sanctuary of Artemis Limnatis in the Taygetos,36.96028,22.253477,pleiades,sanctuary,utilitarian,2700,881.2,Other
Wai Caves,17.997386,73.862431,wikidata,archaeological_site,natural_cave,,883.0,Other
Abu Fas,22.09553,33.990514,pleiades,mine-2,utilitarian,2280,889.5,Egypt / Levant
unnamed quarry (on Mykonos),37.44,25.37,pleiades,quarry,utilitarian,2280,891.5,Other
Sparta,37.0818455246,22.4246825462,pleiades,"settlement, temple, temple-2, archaeological-site",utilitarian,2800,892.0,Other
Kaklık Cave,37.855808,29.385677,wikidata,megalithic_monument,natural_cave,,893.9,Other
Kaiadas Spelaion,37.095513,22.340541,pleiades,cave,modified_cave,2700,894.8,Other
Ghar Dalam Cave,35.836,14.5276,megalithic_portal,Cave or Rock Shelter,natural_cave,,896.2,Other
Untitled,38.100963,32.37965,pleiades,mine-2,utilitarian,1980,896.7,Other
Ħal Saflieni Hypogeum,35.869,14.507,curated,artificial_complex,artificial_complex,5000,900.2,Other
Ghar il-Kbir,35.8511111,14.3955611,megalithic_portal,Cave or Rock Shelter,natural_cave,,900.6,Other
Ghar il-Kbir Shaft Tomb I,35.851723,14.396946,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,900.6,Other
Ghar il-Kbir Shaft Tomb II,35.851585,14.396621,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,900.6,Other
Ghar il-Kbir Shaft Tomb III,35.851498,14.396495,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,900.6,Other
Tunnel of Eupalinos,37.6946491,26.9300075,pleiades,aqueduct,utilitarian,2700,901.2,Other
Kalaroos Caves,34.574725,74.342561111,wikidata,archaeological_site,natural_cave,,902.8,Indus Valley
Khora,37.709507,26.909719,pleiades,quarry,utilitarian,2500,903.1,Other
St Agatha's Crypt and Catacombs,35.880949,14.397755,megalithic_portal,Cave or Rock Shelter,artificial_complex,,903.7,Other
St Paul's Catacombs,35.880949,14.397755,megalithic_portal,Cave or Rock Shelter,artificial_complex,,903.7,Other
Gaziemir underground city,38.3,34.7,curated,artificial_complex,artificial_complex,2400,904.7,Other
Kakimbo cave,9.59139,-13.6528,wikidata,archaeological_site,natural_cave,,905.2,Other
Hierapolis Mausoleums,37.9393420917,29.120775682,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,905.6,Other
Thyrea(tis),37.25,22.75,pleiades,"region, settlement",utilitarian,2700,905.8,Other
BinÄ¡emma Valley Catacombs,35.90352,14.37848,megalithic_portal,Cave or Rock Shelter,artificial_complex,,906.6,Other
Bingemma Rock Cut Tombs,35.9028,14.361895,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,906.9,Other
Ventanillas de Otuzco,-7.12585,-78.4578,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,907.4,Peru / Andes
Salina Catacombs,35.9442,14.4247,wikidata,archaeological_site,artificial_complex,,910.0,Other
Ghar Ix-Xini,35.948411,14.380837,megalithic_portal,Cave or Rock Shelter,natural_cave,,911.4,Other
Ghar Il-Midfna,35.948549,14.380632,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,911.4,Other
Ix-Xemxija Phoenician Tomb,35.949601,14.380589,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,911.5,Other
Xemxija Caves,35.950079,14.380821,megalithic_portal,Cave or Rock Shelter,natural_cave,,911.6,Other
Xemxija Tombs,35.950054,14.381789,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,911.6,Other
Untitled,34.621221,8.189267,pleiades,mine,utilitarian,1980,912.3,Other
