id,name,latitude,longitude,site_type_id,reference_sources,province,district,geonames_specific,geonames_province,wikidata_sameas,full_url
132,Baklatepe Hoyuk (Egrikoy) ,38.70111,27.378447,2,Akdeniz_2009; French_1969,Manisa,Yunusemre,https://www.geonames.org/411563,https://www.geonames.org/311046,,https://luwianstudies.org/sites/baklatepe-hoyuk-egrikoy
133,Asartepe (Urganli) Hoyuk ,38.555483,27.844933,2,Akdeniz_2009,Manisa,Gokkaya,https://www.geonames.org/10975633,https://www.geonames.org/304827,,https://luwianstudies.org/sites/asartepe-urganli-hoyuk
134,Sogut Cayi Hoyuk ,38.533233,28.708217,2,Akdeniz_2010,Manisa,Seritli,https://www.geonames.org/739364,https://www.geonames.org/304827,,https://luwianstudies.org/sites/sogut-cayi-hoyuk
135,Armutarasi Hoyuk ,38.577483,28.455283,2,Akdeniz_2010,Manisa,Gokceoren,https://www.geonames.org/302648,https://www.geonames.org/749780,,https://luwianstudies.org/sites/armutarasi-hoyuk
136,Ters Tepe Hoyuk ,38.7372,28.841533,2,Akdeniz_2010,Manisa,Karaselendi,https://www.geonames.org/309621,https://www.geonames.org/304827,,https://luwianstudies.org/sites/ters-tepe-hoyuk
137,Su Deligi Tepe,39.007617,27.871067,2,Akdeniz_2011,Manisa,Selcikli,https://www.geonames.org/299421,https://www.geonames.org/317109,,https://luwianstudies.org/sites/su-deligi-tepe
138,Bozyer Ciftligi Hoyuk ,38.899486,28.77428,2,Akdeniz_2011,Manisa,Alaagac,https://www.geonames.org/308023,https://www.geonames.org/317109,,https://luwianstudies.org/sites/bozyer-ciftligi-hoyuk
139,"Goztepe, Kusadasi ",37.877967,27.387583,2,Meric 1989; Meric 2009,Izmir,Camlik,https://www.geonames.org/316743,https://www.geonames.org/322819,,https://luwianstudies.org/sites/goztepe-kusadasi
140,Ilicatepe,37.814167,27.274333,2,Meric_2009,Aydin,Degirmendere,,https://www.geonames.org/317109,,https://luwianstudies.org/sites/ilicatepe
141,Tepekoylu Tarla,38.101767,27.385383,2,Meric_2009,Izmir,Mustafa Kemal Ataturk,https://www.geonames.org/324625,https://www.geonames.org/317109,,https://luwianstudies.org/sites/tepekoylu-tarla
142,Arapkahve,38.160533,27.3248,2,Meric_2009; Tuna_1988,Izmir,Torbali,https://www.geonames.org/6299739,https://www.geonames.org/305267,,https://luwianstudies.org/sites/arapkahve
143,Kucuktepe ,38.210083,27.3112,2,Meric_2009,Izmir,Torbali,https://www.geonames.org/11361392,https://www.geonames.org/317109,,https://luwianstudies.org/sites/kucuktepe
144,Buyukkale,38.031933,27.555517,2,Meric_2009,Izmir,Tire,https://www.geonames.org/324528,https://www.geonames.org/325303,,https://luwianstudies.org/sites/buyukkale
145,Beytikoy,38.2055,27.913083,2,Meric_2009,Izmir,Odemis,https://www.geonames.org/299545,https://www.geonames.org/315202,,https://luwianstudies.org/sites/beytikoy
146,Karakova,38.174375,27.940101,2,Meric_2009,Izmir,Odemis,https://www.geonames.org/299542,https://www.geonames.org/311046,,https://luwianstudies.org/sites/karakova
147,Hisarkoy,38.241817,28.190317,2,Meric_2009,Izmir,Kiraz,https://www.geonames.org/303571,https://www.geonames.org/298299,,https://luwianstudies.org/sites/hisarkoy
148,Dedekuyusu (Destepe),37.858067,27.80925,2,Tul 1986; Akdeniz 1997; Gunel 2003; Gunel 2003a,Aydin,Mimar Sinan Mah.,https://www.geonames.org/12207187,https://www.geonames.org/305268,,https://luwianstudies.org/sites/dedekuyusu-destepe
149,Bahcetepe,37.863517,28.110833,2,Gunel_2003; Gunel 2003a,Aydin,Kabaca,https://www.geonames.org/447659,https://www.geonames.org/305268,,https://luwianstudies.org/sites/bahcetepe
150,Komur Adasi ,37.4105,27.39975,2,Voigtlander_1986; Voigtlander_1988; Voigtlander_1990; Voigtlander_1987,Aydin,Didim,https://www.geonames.org/308794,https://www.geonames.org/749780,,https://luwianstudies.org/sites/komur-adasi
151,Sapli Adasi ,37.410283,27.4092,2,Voigtlander 1986; Voigtlander 1987; Voigtlander 1988; Voigtlander 1990,Aydin,Didim,https://www.geonames.org/10980960,https://www.geonames.org/304827,,https://luwianstudies.org/sites/sapli-adasi
152,Didyma,37.385433,27.2565,5,Schattner_1992,Aydin,Hisar,https://www.geonames.org/300127,https://www.geonames.org/311046,,https://luwianstudies.org/sites/didyma
153,Hyllarima,37.504873,28.349465,2,Hawkins_1998; Herda_2009; Herda_2013,Mugla,Derebag,https://www.geonames.org/310139,https://www.geonames.org/305268,,https://luwianstudies.org/sites/hyllarima
154,Alinda,37.558417,27.820917,2,Garstang and Gurney_1959; Hawkins_1998; Herda_2009; Herda_2013,Aydin,Tutunluk,https://www.geonames.org/303188,https://www.geonames.org/325303,,https://luwianstudies.org/sites/alinda
155,Medet Hoyuk,37.5102,29.014967,2,Mellaart_1954,Denizli,Medet,https://www.geonames.org/12207216,https://www.geonames.org/750269,,https://luwianstudies.org/sites/medet-hoyuk
156,Saribeyli Hoyuk ,38.178783,29.661083,2,Abay and Dedeoglu_2005,Denizli,Saribeyli,https://www.geonames.org/313998,https://www.geonames.org/750598,,https://luwianstudies.org/sites/saribeyli-hoyuk
157,Oren Mevkii,38.158917,29.637233,2,Abay and Dedeoglu_2005,Denizli,Kavakkoy,,https://www.geonames.org/317109,,https://luwianstudies.org/sites/oren-mevkii
158,Dedemkoyu Hoyuk,38.18545,29.69235,2,Abay and Dedeoglu_2005,Denizli,Saribeyli,https://www.geonames.org/301225,https://www.geonames.org/317109,,https://luwianstudies.org/sites/dedemkoyu-hoyuk
159,Isikli Hoyuk,38.312867,29.860233,2,Abay_2011,Denizli,Isikli,https://www.geonames.org/12207388,https://www.geonames.org/315202,,https://luwianstudies.org/sites/isikli-hoyuk
160,Pinar Hoyuk ,38.243183,29.951383,2,Abay_2011,Denizli,Gumussu,https://www.geonames.org/11963576,https://www.geonames.org/317109,,https://luwianstudies.org/sites/pinar-hoyuk
161,Candir Hoyuk ,38.185383,29.9859,2,Abay and Dedeoglu_2007,Denizli,Tekke,https://www.geonames.org/742251,https://www.geonames.org/304827,,https://luwianstudies.org/sites/candir-hoyuk
162,Candir Buyuk Hoyuk,38.182967,29.985067,2,Abay and Dedeoglu_2007,Denizli,Tekke,https://www.geonames.org/307925,https://www.geonames.org/317109,,https://luwianstudies.org/sites/candir-buyuk-hoyuk
163,Candir Kucuk Hoyuk,38.183383,29.98815,2,Abay and Dedeoglu_2007,Denizli,Tekke,https://www.geonames.org/303400,https://www.geonames.org/317109,,https://luwianstudies.org/sites/candir-kucuk-hoyuk
164,Dogu Sahanlar Hoyuk,38.201089,29.852275,2,Abay and Dedeoglu_2007,Denizli,Sundurlu,https://www.geonames.org/324523,https://www.geonames.org/311046,,https://luwianstudies.org/sites/dogu-sahanlar-hoyuk
165,"Ikizhoyuk I, II, III",38.193833,29.965633,2,Abay and Dedeoglu_2007,Denizli,Sungullu,https://www.geonames.org/312415,https://www.geonames.org/749780,,https://luwianstudies.org/sites/ikizhoyuk-i-ii-iii
166,Bekirli Hoyuk,38.201667,29.800367,2,Abay and Dedeoglu_2007,Denizli,Bekirli,https://www.geonames.org/752407,https://www.geonames.org/322819,,https://luwianstudies.org/sites/bekirli-hoyuk
167,Pekmez Hoyuk,38.265133,29.811083,2,Abay and Dedeoglu_2007,Denizli,Karamanli,https://www.geonames.org/300397,https://www.geonames.org/325303,,https://luwianstudies.org/sites/pekmez-hoyuk
168,Ayazkoy/Ayaskent,39.187817,27.3194,2,Dreihaus_1957; Horejs_2010,Izmir,Bergama,,https://www.geonames.org/325303,,https://luwianstudies.org/sites/ayazkoy-ayaskent
169,Basantepe,39.115933,26.891367,2,Dreihaus_1957; Horejs_2010,Izmir,Kabakum,https://www.geonames.org/324677,https://www.geonames.org/305268,,https://luwianstudies.org/sites/basantepe
170,Cakran,38.881033,27.066783,2,Dreihaus_1957; Horejs_2010,Izmir,Sakran Sayfiye,https://www.geonames.org/299102,https://www.geonames.org/311046,,https://luwianstudies.org/sites/cakran
171,Ciftlik,39.06623,26.993337,2,Dreihaus_1957; Horejs_2010,Izmir,Ismetpasa,,https://www.geonames.org/750269,,https://luwianstudies.org/sites/ciftlik
172,Degirmentepe ,39.016164,27.066374,2,Dreihaus_1957; Horejs_2010,Izmir,Bergama,https://www.geonames.org/296317,https://www.geonames.org/322165,,https://luwianstudies.org/sites/degirmentepe
173,Gryneion,38.87675,27.062317,2,Dreihaus_1957; Ozkan_1994; Horejs_2010,Izmir,Haciomerli,https://www.geonames.org/319741,https://www.geonames.org/325303,,https://luwianstudies.org/sites/gryneion
174,Gumusova Tepe I,39.053083,27.240667,7,Dreihaus_1957; Horejs_2010,Izmir,Bergama,https://www.geonames.org/325290,https://www.geonames.org/315202,,https://luwianstudies.org/sites/gumusova-tepe-i
175,Gumusova Tepe II,39.064167,27.2459,7,Dreihaus_1957; Horejs_2010,Izmir,Bergama,https://www.geonames.org/301861,https://www.geonames.org/304184,,https://luwianstudies.org/sites/gumusova-tepe-ii
176,Masanti Hoyuk ,38.933432,27.879385,2,Akdeniz_2010,Manisa,Haskoy,https://www.geonames.org/309510,https://www.geonames.org/304184,,https://luwianstudies.org/sites/masanti-hoyuk
177,Maltepe (Bakiralan Tepe) ,39.08375,27.724867,2,Akdeniz_2010; Dinc_1997,Manisa,Ilyaslar,https://www.geonames.org/10181782,https://www.geonames.org/315202,,https://luwianstudies.org/sites/maltepe-bakiralan-tepe
178,Kocagentepe Hoyuk ,39.108146,27.839689,2,Akdeniz_2010; Dinc_1997,Manisa,Kirkagac,https://www.geonames.org/319438,https://www.geonames.org/315202,,https://luwianstudies.org/sites/kocagentepe-hoyuk
179,Sakarcali Hoyuk ,39.118767,27.77085,2,Akdeniz_2010; Dinc_1997,Manisa,Kirkagac,https://www.geonames.org/738370,https://www.geonames.org/317109,,https://luwianstudies.org/sites/sakarcali-hoyuk
180,Baglartepe Hoyuk ,39.143767,27.68295,2,Akdeniz_2010,Manisa,Ovecli,https://www.geonames.org/10265651,https://www.geonames.org/749780,,https://luwianstudies.org/sites/baglartepe-hoyuk
181,Uyucektepe Hoyuk (Yagcili) ,39.340352,27.621767,2,Akdeniz_2010,Balikesir,Kumkoy,https://www.geonames.org/316918,https://www.geonames.org/322819,,https://luwianstudies.org/sites/uyucektepe-hoyuk-yagcili
182,Milas Pilav Tepe,37.255733,27.727683,7,Benther_2009; Diler_2007,Mugla,Milas,https://www.geonames.org/322676,https://www.geonames.org/322165,,https://luwianstudies.org/sites/milas-pilav-tepe
183,Emre Mevkii,39.588333,28.01885,2,Ozdogan_1989,Balikesir,Aslihan,https://www.geonames.org/303482,https://www.geonames.org/325303,,https://luwianstudies.org/sites/emre-mevkii
184,Ovakoy Uyucek ,39.610067,27.969283,2,Ozdogan_1989,Balikesir,Ovakoy,,https://www.geonames.org/317109,,https://luwianstudies.org/sites/ovakoy-uyucek
185,Gokceyazi Uyucek,39.63195,27.637867,2,Ozdogan_1989,Balikesir,Gokceyazi,https://www.geonames.org/319160,https://www.geonames.org/304827,,https://luwianstudies.org/sites/gokceyazi-uyucek
186,Tutuncuyolu/Uyucek ,40.071067,27.70275,2,Ozdogan_1989,Balikesir,Keceler,,https://www.geonames.org/749780,,https://luwianstudies.org/sites/tutuncuyolu-uyucek
187,Huyucek Tepe,39.525167,26.97405,2,Beksac_2002,Balikesir,Coruk,https://www.geonames.org/745761,https://www.geonames.org/325303,,https://luwianstudies.org/sites/huyucek-tepe
188,Antandros,39.5716,26.784583,2,Polat_2003; Polat and Polat_2004; Polat and Polat_2006; Polat and Polat_2007; Polat and Polat_2008,Balikesir,Sahindere,https://www.geonames.org/314618,https://www.geonames.org/325303,,https://luwianstudies.org/sites/antandros
189,Yenisehir I (Bostin Bos Tepe) ,40.266667,29.645717,2,Mellaart_1955; Cullberg 1964/65; French_1967,Bursa,Cihadiye,https://www.geonames.org/319450,https://www.geonames.org/750269,,https://luwianstudies.org/sites/yenisehir-i-bostin-bos-tepe
190,Inegol I (Cumatepe),40.079883,29.510233,2,Mellaart_1955; French_1967; Ozoren and Hancer and Artar_2001,Bursa,Sinanbey,https://www.geonames.org/10136836,https://www.geonames.org/750269,,https://luwianstudies.org/sites/inegol-i-cumatepe
191,Cakirca Hoyuk ,40.462683,29.685033,2,Mellaart_1955; French_1967; Sahin and Yavas and Okcu and Sahin_2008,Bursa,Iznik,https://www.geonames.org/9888398,https://www.geonames.org/325303,,https://luwianstudies.org/sites/cakirca-hoyuk
192,Cayirkoy Hoyuk,40.210483,28.91225,2,French_1967,Bursa,Nilufer,,https://www.geonames.org/325303,,https://luwianstudies.org/sites/cayirkoy-hoyuk
193,Karadin Hoyuk,40.428901,29.883403,2,French_1967; Sahin and Yavas and Okcu and Sahin_2008,Bursa,Karatekin,https://www.geonames.org/313248,https://www.geonames.org/311073,,https://luwianstudies.org/sites/karadin-hoyuk
194,Uyucek Hoyuk -Iznik,40.419567,29.766833,2,Mellaart_1955; French_1967; Sahin and Yavas and Okcu and Sahin_2008,Bursa,Cicekli,https://www.geonames.org/8632395,https://www.geonames.org/311073,,https://luwianstudies.org/sites/uyucek-hoyuk-iznik
195,Yugucek Hoyuk,40.41901,29.720663,2,French_1967; Sahin and Yavas and Okcu and Sahin_2008,Bursa,Yeni,https://www.geonames.org/749727,https://www.geonames.org/749780,,https://luwianstudies.org/sites/yugucek-hoyuk
196,Yenikoy Hoyuk (Orhangazi),40.499921,29.3694,2,French_1967,Bursa,Keramet,https://www.geonames.org/319642,https://www.geonames.org/749780,,https://luwianstudies.org/sites/yenikoy-hoyuk-orhangazi
197,Karasil I Hoyuk,40.22312,29.581017,2,French_1967,Bursa,Soylemis,,https://www.geonames.org/315202,,https://luwianstudies.org/sites/karasil-i-hoyuk
198,Karasil II Hoyuk,40.215183,29.561667,2,French_1967,Bursa,Karasil,,https://www.geonames.org/304827,,https://luwianstudies.org/sites/karasil-ii-hoyuk
199,Kopruhisar Hoyuk,40.279002,29.79054,2,French_1967,Bursa,Kopruhisar,https://www.geonames.org/10409996,https://www.geonames.org/317109,,https://luwianstudies.org/sites/kopruhisar-hoyuk
200,Marmaracik Hoyuk,40.235282,29.429007,2,French_1967,Bursa,Marmaracik,https://www.geonames.org/8238717,https://www.geonames.org/323777,,https://luwianstudies.org/sites/marmaracik-hoyuk
201,Okuf Hoyuk,40.187617,29.551617,2,French_1967,Bursa,Bogazkoy,https://www.geonames.org/745167,https://www.geonames.org/750269,,https://luwianstudies.org/sites/okuf-hoyuk
202,Soylemis Hoyuk,40.234369,29.614163,2,French_1967,Bursa,Soylemis,https://www.geonames.org/12207219,https://www.geonames.org/750269,,https://luwianstudies.org/sites/soylemis-hoyuk
203,Barcin Hoyuk (Yenisehir II),40.267117,29.601467,2,French_1967; Gerritsen and Ozbal and Thissen_2013,Bursa,Karakoy,https://www.geonames.org/7732733,https://www.geonames.org/315202,,https://luwianstudies.org/sites/barcin-hoyuk-yenisehir-ii
204,Kursunlu Hoyuk,40.049983,29.637467,2,French_1967,Bursa,Eymir,https://www.geonames.org/319116,https://www.geonames.org/315202,,https://luwianstudies.org/sites/kursunlu-hoyuk
205,Karaca Hoyuk,39.767417,30.619133,2,Burney_1956; Efe_1995,Eskisehir,Karacahoyuk,https://www.geonames.org/300273,https://www.geonames.org/749780,,https://luwianstudies.org/sites/karaca-hoyuk
206,Alyamak Hoyuk ,39.81855,30.593167,2,Burney_1956; Efe_1995,Eskisehir,Muttalip Emirler,,https://www.geonames.org/315202,,https://luwianstudies.org/sites/alyamak-hoyuk
207,Ciftlik Hoyuk ,39.761791,30.479562,2,Burney_1956; Efe_1996,Eskisehir,Sazova   ,,https://www.geonames.org/317109,,https://luwianstudies.org/sites/ciftlik-hoyuk
208,Ciftlik Hoyuk ,39.8224,30.835967,2,Burney_1956; Efe_1996,Eskisehir,Karahuyuk,https://www.geonames.org/297712,https://www.geonames.org/315202,,https://luwianstudies.org/sites/ciftlik-hoyuk
209,Cukurhisar II/Alpu ,39.8426,30.983083,2,Burney_1956; Efe_1996;  Tufekci Sivas  and Sivas_2005,Eskisehir,Cerkez Cukurhisar,https://www.geonames.org/324684,https://www.geonames.org/311046,,https://luwianstudies.org/sites/cukurhisar-ii-alpu
210,Doganci Hoyuk ,39.80695,30.976467,2,Burney_1956; Efe_1996,Eskisehir,Fatih,https://www.geonames.org/7732716,https://www.geonames.org/315202,,https://luwianstudies.org/sites/doganci-hoyuk
211,Koprubasi Hoyuk ,39.757606,31.002283,2,Burney_1956; Efe_1996,Eskisehir,Yesildon,https://www.geonames.org/12207212,https://www.geonames.org/304827,,https://luwianstudies.org/sites/koprubasi-hoyuk
212,Nemli Hoyuk ,39.719522,30.222153,2,Efe_1990,Eskisehir,Yeniakcayir,https://www.geonames.org/11963576,https://www.geonames.org/304827,,https://luwianstudies.org/sites/nemli-hoyuk
213,Keskin,39.859717,30.396939,2,Efe_1993,Eskisehir,Keskin,https://www.geonames.org/12207382,https://www.geonames.org/317109,,https://luwianstudies.org/sites/keskin
214,Asagi Sogutonu ,39.837222,30.436417,2,Efe_1993,Eskisehir,Alinca,,,,https://luwianstudies.org/sites/asagi-sogutonu
215,Boyacioglu Ciftligi ,39.769254,30.379477,2,Efe_1993,Eskisehir,Yusuflar,https://www.geonames.org/301412,https://www.geonames.org/304184,,https://luwianstudies.org/sites/boyacioglu-ciftligi
216,Esnemez Hoyuk,39.730776,30.084089,2,Efe_1994,Eskisehir,Esnemez,,https://www.geonames.org/311073,,https://luwianstudies.org/sites/esnemez-hoyuk
217,Gokcekisik ,39.652333,30.395933,2,Efe_1994; Tufekci Sivas and Sivas_2004,Eskisehir,Ulucayir,https://www.geonames.org/10181000,https://www.geonames.org/749780,,https://luwianstudies.org/sites/gokcekisik
218,Sandikozu Hoyuk,39.390133,30.35785,2,Efe_1995,Eskisehir,Sandikozu,https://www.geonames.org/301407,https://www.geonames.org/315202,,https://luwianstudies.org/sites/sandikozu-hoyuk
219,Kurupinar/Avdan ,39.5555,30.495667,2,Emilie Haspels_1971; Efe_1995; Tufekci Sivas and Sivas_2005,Eskisehir,Karapazar,https://www.geonames.org/8632489,https://www.geonames.org/317109,,https://luwianstudies.org/sites/kurupinar-avdan
220,Kavakozu,39.635267,30.5714,2,Efe_1995,Eskisehir,Derbent,https://www.geonames.org/301412,https://www.geonames.org/315202,,https://luwianstudies.org/sites/kavakozu
221,Akoren ,39.622783,30.601267,2,Efe_1995; Tufekci Sivas and Sivas_2005,Eskisehir,Dogankaya,,https://www.geonames.org/322165,,https://luwianstudies.org/sites/akoren
222,Alpanoz,39.556237,30.628148,2,Efe_1995,Eskisehir,Taslikkoy,https://www.geonames.org/10181000,https://www.geonames.org/315202,,https://luwianstudies.org/sites/alpanoz
223,Kulluhoyuk,39.455717,30.678567,2,Efe_1995,Eskisehir,Ikicesme Mah.,,https://www.geonames.org/315202,,https://luwianstudies.org/sites/kulluhoyuk
224,Gulluhoyuk ,39.612601,30.808938,2,Efe_1995,Eskisehir,Yahnikapan,https://www.geonames.org/300920,https://www.geonames.org/317109,,https://luwianstudies.org/sites/gulluhoyuk
225,Osmaniye ,39.85335,30.902767,2,Efe_1996; Tufekci Sivas and Sivas_2006,Eskisehir,Beyazaltin,https://www.geonames.org/742169,https://www.geonames.org/315202,,https://luwianstudies.org/sites/osmaniye
226,Kucuk Kizlar Hoyuk,39.780583,30.945217,2,Efe_1996,Eskisehir,Fevzipasa,,https://www.geonames.org/315202,,https://luwianstudies.org/sites/kucuk-kizlar-hoyuk
227,Kaynakobasi Hoyuk ,39.71045,30.9591,2,Efe_1996,Eskisehir,Fevzipasa,https://www.geonames.org/302367,https://www.geonames.org/325303,,https://luwianstudies.org/sites/kaynakobasi-hoyuk
228,Akyurt Hoyuk ,39.62265,30.8938,2,Efe_1996,Eskisehir,Akyurt,https://www.geonames.org/302781,https://www.geonames.org/317109,,https://luwianstudies.org/sites/akyurt-hoyuk
229,Sarisu ,39.61967,30.911953,2,Efe_1996,Eskisehir,Tokathan,https://www.geonames.org/12207349,https://www.geonames.org/315202,,https://luwianstudies.org/sites/sarisu
230,Araporen,39.552867,30.844967,2,Efe_1996,Eskisehir,Yazidere,,https://www.geonames.org/315202,,https://luwianstudies.org/sites/araporen
231,Bahcecik II (Kizilay),39.418923,31.347539,2,Efe_1996,Eskisehir,Bahcecik,https://www.geonames.org/306064,https://www.geonames.org/315202,,https://luwianstudies.org/sites/bahcecik-ii-kizilay
232,Cayir Hoyuk ,39.407883,30.948433,2,Efe_1996,Eskisehir,Cifteler,https://www.geonames.org/7732716,https://www.geonames.org/315202,,https://luwianstudies.org/sites/cayir-hoyuk
233,Ilicabasi II,39.30415,30.971517,2,Efe_1996,Eskisehir,Ilicabasi,,https://www.geonames.org/315202,,https://luwianstudies.org/sites/ilicabasi-ii
234,Hamam Karahisar,39.442317,31.7239,2,Efe_1997,Eskisehir,Yazir,,https://www.geonames.org/315202,,https://luwianstudies.org/sites/hamam-karahisar
235,Kostutepesi ,39.379259,31.816615,2,Efe_1997; Tufekci Sivas and Sivas_2005,Eskisehir,Bedil,https://www.geonames.org/314785,https://www.geonames.org/315202,,https://luwianstudies.org/sites/kostutepesi
236,Sogulcak ,39.396967,30.744333,2,Efe_1997,Eskisehir,Seyitgazi,https://www.geonames.org/6299771,https://www.geonames.org/315202,,https://luwianstudies.org/sites/sogulcak
237,Egriova Hoyuk ,39.307469,30.690129,2,Efe_1997,Eskisehir,Sukranli,https://www.geonames.org/8693577,https://www.geonames.org/315202,,https://luwianstudies.org/sites/egriova-hoyuk
238,Saricailyas ,39.35195,30.671567,2,Efe_1997,Eskisehir,Saricailyas,https://www.geonames.org/316887,https://www.geonames.org/315202,,https://luwianstudies.org/sites/saricailyas
239,Akin Hoyuk ,39.333733,30.524233,2,Efe_1997,Eskisehir,Akin,https://www.geonames.org/8693509,https://www.geonames.org/315202,,https://luwianstudies.org/sites/akin-hoyuk
240,Subren,39.631433,30.50815,2,Efe_1997,Eskisehir,Supuren,,https://www.geonames.org/305268,,https://luwianstudies.org/sites/subren
241,Togray Hoyuk ,39.69864,31.329321,2,Efe_1997,Eskisehir,Dogray,https://www.geonames.org/318026,https://www.geonames.org/315202,,https://luwianstudies.org/sites/togray-hoyuk
242,Yalinli ,39.696964,31.380364,2,Efe_1997,Eskisehir,Adahisar,,,,https://luwianstudies.org/sites/yalinli
243,Maltepesi Hoyuk,39.792533,31.646767,2,Tufekci Sivas and Sivas_2004,Eskisehir,Ucbasli,,https://www.geonames.org/325303,,https://luwianstudies.org/sites/maltepesi-hoyuk
244,Kocakayavirani,39.589779,31.124369,2,Tufekci Sivas and Sivas_2004,Eskisehir,Balcikhisar,,https://www.geonames.org/322165,,https://luwianstudies.org/sites/kocakayavirani
245,Catoren Hoyuk (Adsiz) ,39.320533,30.624633,2,Tufekci Sivas and Sivas_2004,Eskisehir,Catoren,,,,https://luwianstudies.org/sites/catoren-hoyuk-adsiz
246,Akcakaya Hoyuk ,39.59485,30.457883,2,Tufekci Sivas and Sivas_2005,Eskisehir,Akcakaya,https://www.geonames.org/311721,https://www.geonames.org/305268,,https://luwianstudies.org/sites/akcakaya-hoyuk
247,Agachisar Hoyuk ,39.899369,31.131411,2,Tufekci Sivas and Sivas_2005,Eskisehir,Agachisar,https://www.geonames.org/312809,https://www.geonames.org/305268,,https://luwianstudies.org/sites/agachisar-hoyuk
248,Hamamtepesi Hoyuk,39.404467,31.413233,7,Tufekci Sivas and Sivas_2006,Eskisehir,Kinik,,https://www.geonames.org/305268,,https://luwianstudies.org/sites/hamamtepesi-hoyuk
249,Kayikoy Hoyuk ,39.512617,29.5411,2,Efe_1990,Kutahya,Guzelyurt,https://www.geonames.org/8227630,https://www.geonames.org/305268,,https://luwianstudies.org/sites/kayikoy-hoyuk
250,Huyuktepe,39.570883,29.83125,2,Efe_1991,Kutahya,Agizoren,,https://www.geonames.org/305268,,https://luwianstudies.org/sites/huyuktepe
251,Kiranharmanyeri ,39.009483,29.812683,2,Efe_1993,Kutahya,Saraycik,https://www.geonames.org/297722,https://www.geonames.org/750598,,https://luwianstudies.org/sites/kiranharmanyeri
252,Abya,39.027032,29.97747,2,Efe_1993,Kutahya,Pinarcik,,https://www.geonames.org/315202,,https://luwianstudies.org/sites/abya
253,Alibey,39.078767,30.159367,2,Efe_1993,Kutahya,Altintas,,https://www.geonames.org/305268,,https://luwianstudies.org/sites/alibey
254,Hidirlik ,39.06615,30.163967,2,Efe_1993,Kutahya,Yapilcan,https://www.geonames.org/324932,https://www.geonames.org/325302,,https://luwianstudies.org/sites/hidirlik
255,Hebilin Hoyuk ,38.956533,30.10965,7,Efe_1993,Kutahya,Zafertepecalkoy,https://www.geonames.org/8632184,https://www.geonames.org/750598,,https://luwianstudies.org/sites/hebilin-hoyuk
256,Akpinar,39.1366,29.542433,2,Efe_1994,Kutahya,Akpinar,https://www.geonames.org/324539,https://www.geonames.org/304827,https://www.wikidata.org/wiki/Q671358,https://luwianstudies.org/sites/akpinar
257,Isiklar,39.276833,29.5056,2,Efe_1994,Kutahya,Certe,,https://www.geonames.org/750598,,https://luwianstudies.org/sites/isiklar
258,Subak,39.357333,29.361167,2,Efe_1994,Kutahya,Subak,,https://www.geonames.org/750598,,https://luwianstudies.org/sites/subak
259,Orentepe,39.3287,29.41665,2,Efe_1994,Kutahya,Yaris,,https://www.geonames.org/750598,,https://luwianstudies.org/sites/orentepe
260,Kizilkilise ,39.013833,30.138217,2,Efe_1994,Kutahya,Genisler,,https://www.geonames.org/325303,,https://luwianstudies.org/sites/kizilkilise
261,Yassi Huyuk ,40.255146,30.264387,2,Efe_1992,Bilecik,Kursunlu,https://www.geonames.org/297789,https://www.geonames.org/325303,,https://luwianstudies.org/sites/yassi-huyuk
262,Kalehuyuk,40.051483,30.145633,2,Efe_1993,Bilecik,Sogut,,https://www.geonames.org/750598,,https://luwianstudies.org/sites/kalehuyuk
263,Huyucek,39.895233,30.07855,2,Efe_1992,Bilecik,Bozuyuk,,https://www.geonames.org/325303,,https://luwianstudies.org/sites/huyucek
264,Demirkoy,40.006839,30.021153,2,Efe_1992,Bilecik,Kurtkoy,,https://www.geonames.org/325303,,https://luwianstudies.org/sites/demirkoy
265,Pazaryeri 1 ,39.99045,29.92955,2,Efe_1992,Bilecik,Pazaryeri,https://www.geonames.org/12207412,https://www.geonames.org/311046,,https://luwianstudies.org/sites/pazaryeri-1
266,Pazaryeri 2,39.991383,29.9327,2,Efe_1992,Bilecik,Pazaryeri,,https://www.geonames.org/325303,,https://luwianstudies.org/sites/pazaryeri-2
267,Kinik,40.015883,29.834733,2,Efe_1992,Bilecik,Kinik,,https://www.geonames.org/325303,,https://luwianstudies.org/sites/kinik
268,Kucukhuyuk ,38.7685,30.317633,2,Kocak_2011,Afyonkarahisar,Kucukhuyuk,https://www.geonames.org/319739,https://www.geonames.org/322165,,https://luwianstudies.org/sites/kucukhuyuk
269,Koyalti,38.511883,30.078367,2,Kocak_2011,Afyonkarahisar,Alacami,,https://www.geonames.org/325303,,https://luwianstudies.org/sites/koyalti
270,Bulucu Hoyuk,38.447417,30.087983,2,Kocak_2012,Afyonkarahisar,Bastepe,,https://www.geonames.org/304827,,https://luwianstudies.org/sites/bulucu-hoyuk
271,Oren Mevkii (Kizik) ,38.517967,30.2597,2,Kocak_2012,Afyonkarahisar,Kizik,https://www.geonames.org/304703,https://www.geonames.org/311046,,https://luwianstudies.org/sites/oren-mevkii-kizik
272,Uyuk ,38.6038,29.982283,2,Kocak_2012,Afyonkarahisar,Kozluca,https://www.geonames.org/749198,https://www.geonames.org/305268,,https://luwianstudies.org/sites/uyuk
