lat,lon,country,site_name,site_type,feature_type,n_dates
48.117,-0.332,FR,LES ERVES,,,2
48.38,3.05,FR,"Barbey \""Chemin de Montereau\""",settlement,settlement,1
48.2333,2.45,FR,LES FIEFS,,,9
48.5933,-4.61357,FR,ROC'H AVEL,,,3
48.64,-4.44,FR,Curnic,,,3
48.5833,-4.58333,FR,GUENNOC,,,3
49.1598,3.4553,FR,La Sablonnière de Coincy,,,3
49.18,1.14,FR,POSES,,,6
46.08,5.37,FR,Le ROSEAU GROTTE DU,,,1
48.4,-1.32,FR,LE HAUT MEE,,,9
44.89,5.37,FR,VASSIEUX EN VERCORS,,,6
46.04,4.76,FR,MESSIMY,,,3
43.29,5.36,FR,LE PHARO,,,3
48.11,3.3,FR,SABLONNIERE,,,1
44.69,5.52,FR,PELLEBIT,,,3
47.8,7.33,FR,WITTENHEIM,,,6
48.3,2.41,FR,LA CHAISE,,,3
43.57,3.45,FR,LA BERNAT,,,6
43.35,2.97,FR,ENCOMBRES,,,3
47.04,5.43,FR,TAVAUX AERODROME,,,6
43.516,5.444,FR,RUE MONTMAJOUR,,,3
45.69,4.94,FR,ZAC DES FEUILLY,,,29
43.54,3.44,FR,PUECH HAUT,,,26
43.45,5.45,FR,GARDANNE,,,3
46.95,5.94,FR,TROU DU CRANE PERCE,,,6
43.36,5.02,FR,PONTEAU GARE,,,10
45.3,2.59,FR,FO,,,3
43.51,3.51,FR,ROQUEMENGARDE,,,28
43.81,4.37,FR,FORUM KINEPOLIS,,,4
44.34,3.5,FR,SOT DE LA LAVOGNE,,,10
49.154,-0.364,FR,LES HAUTS DE L'ORNE,,,28
45.79,4.82,FR,QUAI SEDALLIAN,,,4
43.84,4.37,FR,PIERRE SEMARD,,,4
44.52,4.82,FR,ESPELUCHE-LALO,,,18
44.34,4.77,FR,LE VALLADAS,,,4
44.85,3.92,FR,Arlempdes le Suc,,,3
43.9493,4.80553,FR,Avignon La Balance,,,1
43.37,-0.76,FR,"Brece, petit Vieux-Sou",,,3
47.7402,3.59948,FR,Champ sur Yonne,,,1
43.5147,3.27,FR,"Gabian, La Resclauze",,,3
43.6366,5.63955,FR,Jouques dolmen des Cudieres,,,6
44.17,3.17,FR,Combe Greze,,,3
45.4567,4.15392,FR,Perigneux Suc de la Violette,,,3
47.821,-4.22967,FR,"Tombe de Quelarn, Plobannalec",,,3
48.6709,-3.85912,FR,"Plouezoch, Barnenez Tombe a",,,3
43.7698,3.37705,FR,Saint Etienne de Gourgas,,,7
43.685,6.824,FR,Lombard Grotte,cave/rockshelter,cave/rockshelter,6
46.2465,0.036023,FR,Sainte Soline Montiou,,,3
47.0,-0.2,FR,LA MOTTE DES JUSTICES,,,3
43.44,5.68,FR,Trets,,,3
49.29,1.2,FR,"Lery, Les Petits Pres",,,3
48.7308,-1.30035,FR,Plomb « Champ Hardy »,,,3
48.9689,-0.209382,FR,Soumont-Saint-Quentin « Les Longrais »,,,25
45.3,0.35,FR,Bertric-Burée – Vigne-Plate,,,3
49.3833,3.4,FR,Bucy-le-Long - La Fosse Toumise,,,1
49.38,3.4,FR,Bucy-le-Long – La Héronnière,,,3
45.53,-0.55,FR,Grande Pigouille,settlement,settlement,3
48.24,-3.12,FR,Laniscat – Liscuis II,,,6
49.3,1.24,FR,Le-Clos-Saint-Quentin,,,1
49.35,2.71667,FR,Longueil-Sainte-Marie - Le Barrage,,,1
49.32,2.69,FR,"Longueil-Sainte-Marie \""Butte de Rhuis II\""",,,2
49.28,1.2,FR,Léry,,,1
46.42,-0.07,FR,Pierre-Levée,single grave,single grave,2
49.18,2.38,FR,"Pontpoint \""le Fond de Rambourg\""",settlement,settlement,2
45.55,0.001,FR,Roulet-Saint-Estèphe – Les Arnauds,,,12
48.4,1.31667,FR,Saint-Etienne-en-Coglès - Le Haut Mee,,,1
49.8,2.46666,FR,Thennes – Le Grand Marais,,,3
49.39,2.14,FR,Warluis,,,26
47.45,7.2333333,FR,"Oberlarg, Abri du Mannlefelsen",rockshelter/cave,rockshelter/cave,6
50.521940162118,1.633186340332,FR,"Étaples, Pas de Calais",settlement,settlement,4
47.505142099018,6.8163299560547,FR,"Montebelliard, Doubs",,,1
49.416666666667,6.5,FR,"Kirschnaumen-Evendorf, Dolem",settlement,settlement,1
49.385831,3.770831,FR,Cuiry-lès-Chaudardes,settlement,settlement,23
48.398437,3.146696,FR,Balloy,,,1
47.55,-3.166667,FR,Breton Mesolithic human remain,,,27
49.652028,4.993389,FR,Remilly-Aillicourt,,,4
45.55,5.7833333,FR,Saint-Alban-de-Montbel,settlement,settlement,2
49.419713,4.005965,FR,Menneville,settlement,settlement,9
44.25,4.05,FR,Les Calades,settlement,settlement,1
48.462108,1.77304,FR,Auneau-Le Parc du Chateau,,,1
47.832604,-4.326904,FR,"La Torche, Finistere",,,2
43.526111,-1.050917,FR,Sorde L' Abbaye,,,2
48.3833333,2.9,FR,La Grande-Paroisse,settlement,settlement,1
48.968278,-0.209694,FR,"Les Longrais, Soumont-Saint-Quentin",settlement,settlement,1
47.738277182258,3.5996507174551,FR,Champs-sur-Yvonne,single grave,single grave,2
48.947081,4.022632,FR,"Le Mesnil-sur-Oger, Les Mournouards",collective burial,collective burial,1
48.755820958084,7.5989770889282,FR,Schwindratzheim,settlement,settlement,1
47.433333333333,6.6333333333334,FR,Gondenans-les-Montby,miscellaneous,miscellaneous,1
43.295861,5.374667,FR,Marseille,,,4
48.339179,-3.67396,FR,Cairn de Ty-Floc'h,,,1
44.825,0.083889,FR,Houleau,,,2
48.38704,3.035294,FR,Marolles-sur-Seine,grave (cremation),grave (cremation),33
41.764092,9.113155,FR,Cuciurpula,settlement (house),settlement (house),8
44.08872,3.40294,FR,Baume Layrou,cave,cave,6
48.40299,-3.753036,FR,Berrien; site: Goarem Goasvem,grave (mound) inhumation,grave (mound) inhumation,2
48.450634,-3.144761,FR,Bourbriac; site: Saint-Jude n° 1,grave (mound) inhumation,grave (mound) inhumation,4
47.789765,-3.48861,FR,Guidel; site: Cruguel Tuchenn,grave (mound) inhumation,grave (mound) inhumation,3
48.4325,4.7333333333,FR,Kervingar,grave (mound) inhumation,grave (mound) inhumation,2
48.099027,-3.227623,FR,Langoëlan; site: Saint-Houarno,grave (mound) inhumation,grave (mound) inhumation,1
48.192686,-3.897197,FR,Lennon; site: Pendrec,grave (mound) inhumation,grave (mound) inhumation,1
46.641796,5.911849,FR,Narlay See,settlement,settlement,2
48.536667,-4.311389,FR,Ploudaniel; site: Kerno,grave (mound) inhumation,grave (mound) inhumation,1
48.025686,-4.471849,FR,Plouhinec; site: Lescongar tumulus an Durumell,grave (mound) inhumation,grave (mound) inhumation,2
48.014283,-4.485457,FR,Plouhinec; site: Mez-Nabat le champ de l'Abbé,miscellaneous,miscellaneous,1
47.940192,-4.187108,FR,Pluguffan; site: Kerbernard tumulus 2,grave (mound) inhumation,grave (mound) inhumation,1
47.696633,-2.362198,FR,Pluherlin; site: Grée de Carate,grave (mound) inhumation,grave (mound) inhumation,5
47.943247,-4.035856,FR,Saint-Evarzec; site: Kerhuel tombre 2,grave (mound) inhumation,grave (mound) inhumation,1
47.765833,-1.961111,FR,Saint-Just; site: menhir 2,grave (mound) inhumation,grave (mound) inhumation,3
48.437703,-4.012348,FR,Saint-Sauveur; site: Rugouellou,grave (mound) inhumation,grave (mound) inhumation,1
48.594444,-4.138611,FR,Saint-Vougay; site: tumulus de Graeoc,grave (mound) inhumation,grave (mound) inhumation,1
42.304364,9.024863,FR,E Mizane,settlement (house),settlement (house),2
42.309409,9.149022,FR,Tuani,cave,cave,2
48.78333333,3.383333333,FR,Créac'h-Kiliet,grave,grave,6
47.33333333,5.116666667,FR,Charmodot,grave (mound),grave (mound),1
49.870163,4.49194,FR,Forêt des Potées,grave (mound),grave (mound),2
47.864001,-3.337282,FR,Cléguer; site: Kervellerin B ou 2,grave (mound),grave (mound),4
49.357274,2.775611,FR,La Croix-Saint-Ouen,grave (inhumation),grave (inhumation),4
48.959243,3.026033,FR,Changis-sur-Marne,grave (cremation),grave (cremation),8
49.274245,2.517415,FR,Verneuil-en-Halatte,grave (cremation),grave (cremation),4
49.47885,2.884129,FR,Thourotte,grave (cremation),grave (cremation),9
49.246168,6.22522,FR,Tremery-Flevy,grave,grave,1
47.738287,3.598416,FR,Champs-sur-Yonne,grave,grave,1
45.183004,5.69744,FR,Les Sarrasins grotto,,,2
45.961975,5.557512,FR,Balme Gontran,cave,cave,2
48.587778,-4.571111,FR,Ile de Geignog,grave,grave,6
48.583333,4.416667,FR,Guissény,settlement (pit),settlement (pit),6
47.2,2.116667,FR,Saint-Brévin-L'Océan,settlement,settlement,8
47.35,-0.866667,FR,Le Pontpiau-Champtocé,grave,grave,10
46.670483,5.793664,FR,Lac de Chalain,settlement,settlement,2
49.16036,3.42202,FR,Coincy,grave,grave,2
47.566667,4.566667,FR,Combe Barre T3,miscellaneous,miscellaneous,2
43.77035,3.37855,FR,Saint-Etienne de Gourgas,miscellaneous,miscellaneous,4
44.272092,4.407756,FR,Grotte de Prével,cave,cave,1
45.555451,5.798467,FR,Aiguebelette (lac),settlement,settlement,3
42.986389,2.306667,FR,La Valette,cave,cave,2
44.4767,6.3691,FR,The dolmen of Villard,grave (inhumation),grave (inhumation),4
43.336697,5.05644,FR,Collet Redon,grave (inhumation),grave (inhumation),2
48.392736,-3.770676,FR,Berrien; site: Juno-Bella Coz Castel,grave (mound) inhumation,grave (mound) inhumation,1
48.52674,-3.641214,FR,Botsorhel; site: La Croix-Saint-Ener-Kergariou,miscellaneous,miscellaneous,2
48.651483,-4.144205,FR,Cléder; site: LE Hellen,grave (mound) inhumation,grave (mound) inhumation,1
48.662197,-4.103384,FR,Cléder; site: Lezomny tombe SE,grave (mound) inhumation,grave (mound) inhumation,4
47.641987,-3.430872,FR,Ile de Groix; site: Port Mélite,grave (mound) inhumation,grave (mound) inhumation,2
48.227424,-3.72974,FR,Landeleau; site: Menez-Banal Park-ar-Voguer,miscellaneous,miscellaneous,1
48.511204,-2.126735,FR,Languénan; site: La Chapelle de l'Iff,grave (mound) inhumation,grave (mound) inhumation,4
44.15,3.183333,FR,Les Causses,grave (cremation),grave (cremation),2
48.000589,-3.095633,FR,Melrand; site: Saint-Fiacre,grave (mound),grave (mound),1
47.872634,-2.209296,FR,Monteneuf; site: La Grée Basse,grave (mound) inhumation,grave (mound) inhumation,2
48.235907,-3.4437,FR,Paule; site: Kergroas,grave (mound) inhumation,grave (mound) inhumation,1
48.218977,-3.184534,FR,Plelauff; site: Kerivoelen,grave (mound) inhumation,grave (mound) inhumation,1
47.993968,-4.455965,FR,Plouhinec; site: Kersandy,grave (mound) inhumation,grave (mound) inhumation,2
48.575454,-3.649991,FR,Plouigneau; site: Cazin,grave (flat) inhumation,grave (flat) inhumation,1
48.428199,-4.737229,FR,Plourazel; site: Kervingar tombre B,grave (mound) inhumation,grave (mound) inhumation,1
48.587283,-4.053294,FR,Plouvorn; site: Kernonen,grave (mound) inhumation,grave (mound) inhumation,1
48.595441,-4.113113,FR,Plouzévédé; site: Ar Reunic,grave (mound) inhumation,grave (mound) inhumation,1
48.080965,-4.414306,FR,Poullan-sur-Mer; site: Kervin 1 ou tumulus Sud,grave (mound) inhumation,grave (mound) inhumation,1
48.064108,-3.40352,FR,Priziac; site: Cosqueric,grave (mound) inhumation,grave (mound) inhumation,1
48.421854,-2.691863,FR,Quessoy; site: Le Champ Grosset,grave (mound) inhumation,grave (mound) inhumation,1
48.488896,-3.131146,FR,Saint-Adrien; site: Brun Bras,grave (mound) inhumation,grave (mound) inhumation,2
48.769563,-3.441906,FR,Saint-Quay-Perros; site: Crec'h Quillé,grave (mound) inhumation,grave (mound) inhumation,1
48.355533,-2.552608,FR,Trébry; site: La Besizais,grave (mound) inhumation,grave (mound) inhumation,2
41.695366,9.114589,FR,Nuciaresa,settlement (house),settlement (house),2
46.333333,6.466667,FR,Thonon,settlement,settlement,2
48.42175,-2.692155,FR,Le Champ-Grosset,grave,grave,2
48.616667,-4.15,FR,Lezommy,grave,grave,2
43.416667,5.166667,FR,La Bonne Mère,,,2
43.770556,3.869444,FR,Lebous,,,2
45.765222,6.34951,FR,Marlens,grave (inhumation),grave (inhumation),1
49.2,3.52,FR,Allee Tortue (Fere en Tardenois),open-air,open-air,1
43.0,-0.3,FR,Aurensan,cave,cave,7
44.1,3.08,FR,Aven de Privats,cave,cave,16
44.48,4.75,FR,Aven des Iboussieres,cave,cave,3
49.17,1.18,FR,Ballastiere de l Onglais,open-air,open-air,2
45.43,5.88,FR,Balme a Collomb,cave,cave,3
44.85,0.57,FR,Barbas,open-air,open-air,2
46.18,6.48,FR,Barre,cave,cave,1
46.42,5.39,FR,Baume de Gigny,cave,cave,19
43.96,3.72,FR,Baume du Lion,cave,cave,5
45.07,4.11,FR,Baume Neron,cave,cave,4
47.48,5.93,FR,Baume Noire,cave,cave,1
42.87,1.57,FR,Bdeilhac,cave,cave,7
42.85,2.08,FR,Belvis,cave,cave,9
44.87,1.05,FR,Berbie,cave,cave,1
45.2,0.9,FR,Bergerie (Caniac),cave,cave,25
43.23,0.92,FR,Bernard,cave,cave,3
44.32,4.62,FR,Bidon,cave,cave,4
43.32,2.88,FR,Bize (grande grotte),cave,cave,2
45.0,3.3,FR,Blot,shelter,shelter,19
47.25,4.6,FR,Boccard,cave,cave,5
43.75,3.25,FR,Bois des Brousses,cave,cave,2
43.0,-0.25,FR,Bois du Cantet,cave,cave,7
45.68,0.42,FR,Bois du Roc (abri Ragout),cave?,cave?,2
43.44,-1.05,FR,Bourrouilla,cave,cave,17
44.5,4.63,FR,Bouzil,open-air,open-air,4
43.63,-0.7,FR,Brassempouy (Pape),cave,cave,17
44.07,4.48,FR,Brugas,shelter,shelter,2
43.15,1.15,FR,Buholoup,shelter,shelter,12
49.32,2.73,FR,Buisson Campin,open-air,open-air,5
43.0,-0.4,FR,Calvaire (Hautes Pyrenees),cave,cave,6
45.05,4.73,FR,Calvaire (Isere),shelter,shelter,4
44.8,-0.27,FR,Camiac,open-air,open-air,7
44.87,1.25,FR,Caminade,shelter,shelter,4
43.35,1.83,FR,Canecaude,cave,cave,5
43.5,4.86,FR,Capeau (Lavalduc),shelter,shelter,3
44.9,0.38,FR,Casserole,shelter,shelter,101
45.03,1.18,FR,Castanet,shelter,shelter,12
43.48,2.15,FR,Castellas,cave,cave,2
42.95,2.38,FR,Caune d Arques,cave,cave,1
48.0,-0.37,FR,Cave a la Derouine,cave,cave,3
45.64,3.25,FR,Chabasse,,,1
44.3,4.57,FR,Chabot,cave,cave,6
46.17,0.32,FR,Chaffaud,shelter,shelter,1
45.55,0.12,FR,Chaire a Calvin,shelter,shelter,14
49.17,3.42,FR,Chambre des Fees,shelter,shelter,3
47.07,5.47,FR,Champins,open-air,open-air,1
47.95,3.37,FR,Chamvres,open-air,open-air,4
46.75,5.67,FR,Chaumois Boivin,cave,cave,1
44.51,4.08,FR,Chauvet,cave,cave,256
46.06,5.59,FR,Chenelaz,cave,cave,9
45.45,-0.43,FR,Chez Pinaud,shelter,shelter,1
43.67,6.92,FR,Chiris,open-air,open-air,1
50.8,1.73,FR,Cleves,cave,cave,2
48.88,2.2,FR,Closeau,open-air,open-air,30
46.06,5.28,FR,Colombire,shelter,shelter,6
45.1,1.0,FR,Combe Cullier,cave,cave,12
44.86,0.61,FR,Combe Grenal,cave,cave,6
45.14,0.16,FR,Combe Sauniere,shelter,shelter,35
46.62,1.45,FR,Conives,cave,cave,2
49.73,2.15,FR,Conty,open-air,open-air,18
43.2,5.45,FR,Cosquer,cave,cave,52
46.44,0.3,FR,Cottes,cave,cave,14
45.4,4.0,FR,Cottier,cave,cave,6
48.63,2.47,FR,Coudrays (Etiolles),open-air,open-air,8
44.77,1.38,FR,Cougnac,cave,cave,14
43.12,-0.15,FR,Courau,cave,cave,2
46.28,4.33,FR,Crest,cave,cave,1
44.92,0.93,FR,Cussac,cave,cave,1
44.48,1.57,FR,Cuzoul,shelter,shelter,14
43.79,5.7,FR,Davouste (Adaouste),cave,cave,5
46.02,5.95,FR,Douattes,shelter,shelter,23
45.1,1.42,FR,Doue,shelter,shelter,9
49.92,2.23,FR,Dreuil les Amiens,open-air,open-air,1
45.75,4.85,FR,Duchere,open-air,open-air,1
42.83,1.62,FR,Eglises,cave,cave,5
42.57,2.38,FR,Embulla,cave,cave,1
43.02,1.2,FR,Enlene,cave,cave,17
45.68,3.39,FR,Enval,,,2
46.4,0.72,FR,Ermitage,,,2
43.18,1.36,FR,Esclauzure,cave,cave,2
43.0,-0.2,FR,Espalungue,cave,cave,6
42.83,2.92,FR,Esperit,cave,cave,6
47.05,-1.5,FR,Etangs de la Breniere,open-air,open-air,1
46.18,6.23,FR,Etrembieres,shelter,shelter,2
45.37,0.47,FR,Facteur,shelter,shelter,29
43.07,1.5,FR,Fantas,,,1
45.09,0.61,FR,Faurlie,shelter,shelter,6
44.9,-0.7,FR,Faustin,shelter,shelter,7
45.1,1.1,FR,Fieux,cave,cave,14
44.82,0.58,FR,Flageolet,shelter,shelter,32
49.53,-1.87,FR,Flamanville,open-air,open-air,1
45.0,-0.28,FR,Fongaban,open-air,open-air,1
44.15,1.77,FR,Fontales,shelter,shelter,1
42.79,1.52,FR,Fontanet,cave,cave,17
45.67,0.5,FR,Fontechevade,cave,cave,21
43.97,4.52,FR,Fontgrasse,,,8
44.93,5.42,FR,Freydieres,cave,cave,2
46.68,1.04,FR,Fritsch,shelter,shelter,7
45.5,5.83,FR,Fru,shelter,shelter,37
45.05,0.4,FR,Gabillou,cave,cave,1
44.4,1.1,FR,Gandil,shelter,shelter,39
45.0,1.0,FR,Gare de Conduche,cave,cave,6
42.5,-0.2,FR,Gargas,cave,cave,30
43.13,-0.88,FR,Gatzarria,cave,cave,12
43.32,2.43,FR,Gazel,cave,cave,56
45.51,5.7,FR,Gerbaix la Fru (site au dessus),open-air,open-air,1
46.92,12.11,FR,Giganti,cave,cave,1
47.18,-2.15,FR,Gohaud,open-air,open-air,2
43.0,4.0,FR,Golfe du Lion,open-air,open-air,1
43.9,5.2,FR,Gordes,,,1
44.8,1.63,FR,Gorf,cave,cave,1
46.21,4.73,FR,Goutte Roffat,open-air,open-air,25
48.87,2.33,FR,Gouy (Grotte du Cheval),cave,cave,1
47.62,3.75,FR,Grande Grotte,cave,cave,95
46.65,5.5,FR,Grappin,cave,cave,28
47.65,6.0,FR,Grotte de la Baume,cave,cave,2
43.73,7.42,FR,Grotte de Monaco,cave,cave,1
46.4,3.63,FR,Grotte des Fees,cave,cave,5
44.8,1.2,FR,Grotte XVI,cave,cave,28
46.27,2.94,FR,Guinards,open-air,open-air,1
51.0,2.03,FR,Hallines (Levert),open-air,open-air,2
50.3,2.55,FR,Henin sur Cojeul,,,2
45.83,5.59,FR,Hoteaux,cave,cave,1
43.37,-1.2,FR,Isturitz,cave,cave,53
44.8,-0.26,FR,Jaurias,cave,cave,8
44.81,0.77,FR,Jean Blancs / Jamblancs,shelter,shelter,7
45.6,5.7,FR,Jean Pierre (Thibaud),cave,cave,18
43.07,0.58,FR,L Elephant,cave,cave,2
43.45,1.43,FR,L Infernet,open-air,open-air,1
43.13,3.09,FR,La Crouzade,cave,cave,1
46.0,5.1,FR,La Croze,cave,cave,3
47.12,-2.1,FR,La Girardiere,open-air,open-air,1
46.11,-0.75,FR,La Grange,,,1
44.19,4.14,FR,La Pecoulette,cave,cave,11
48.33,2.73,FR,La Pente des Brosses,open-air,open-air,4
45.87,-0.77,FR,La Pierre Saint Louis,open-air,open-air,5
45.82,0.45,FR,La Quina,shelter,shelter,16
45.83,-0.65,FR,La Roche  Pierrot,shelter,shelter,2
47.33,0.4,FR,La Roche Cotard,cave,cave,3
45.14,0.66,FR,La Rochette,shelter,shelter,4
42.9,-0.25,FR,Labastide (Grande Grotte),cave,cave,4
44.0,4.2,FR,Laouza,cave,cave,3
44.93,1.01,FR,Laugerie Basse,shelter,shelter,26
45.51,0.63,FR,Le Loup (La Gaillardie),cave,cave,6
45.1,0.95,FR,Le Piage,shelter,shelter,17
43.22,1.16,FR,Le Portel,cave,cave,8
45.09,0.6,FR,Le Regourdou,cave,cave,1
45.58,0.05,FR,Les Arnauds,,,1
45.93,6.1,FR,Les Iles,open-air,open-air,1
47.6,6.53,FR,Les Ours,cave,cave,2
45.83,0.37,FR,Les Renardires,,,9
45.05,3.87,FR,Les Rivaux,open-air,open-air,1
44.82,-0.28,FR,Lespaux,shelter,shelter,4
44.8,1.25,FR,Limeuil,open-air,open-air,1
44.1,7.1,FR,Magdeleine,cave,cave,4
49.98,2.07,FR,Marais d Hangest sur Somme,open-air,open-air,9
49.39,3.43,FR,Marais Maudit,open-air,open-air,1
46.8,5.83,FR,Margot,cave,cave,2
43.8,6.95,FR,Martin,shelter,shelter,14
44.58,1.02,FR,Martinet,shelter,shelter,2
43.22,0.88,FR,Mas d Azil,cave,cave,3
48.37,4.48,FR,Mathaux,,,1
43.75,5.08,FR,Montagne,open-air,open-air,2
47.5,3.8,FR,Montagne de Girault,open-air,open-air,7
43.06,1.12,FR,Montes Avantes,cave,cave,2
46.54,1.2,FR,Monthaud,shelter,shelter,5
48.33,2.9,FR,Moque Panier,,,3
44.91,-0.59,FR,Morin (Dordogne),shelter,shelter,6
45.1,1.46,FR,Moulin de Laguenay,cave,cave,2
44.87,0.92,FR,Moulin du Roc,shelter,shelter,4
43.5,4.14,FR,Mourre Poussiou,plein air,plein air,4
46.75,5.63,FR,Nevy sur Seille,shelter,shelter,1
42.82,2.3,FR,il,cave,cave,1
47.47,3.44,FR,Oisy,open-air,open-air,8
43.13,-1.22,FR,Olaskoa,cave,cave,1
45.2,5.47,FR,Pas de l Echelle,shelter,shelter,1
45.16,5.11,FR,Passagere,cave,cave,5
44.83,1.25,FR,Pech de l Aze,,,2
44.8,1.0,FR,Pech Merle,cave,cave,3
44.4,4.18,FR,Pecheurs,shelter,shelter,9
45.78,0.33,FR,Perrats,cave,cave,6
44.21,4.08,FR,Peyrehaute,cave,cave,6
44.53,1.67,FR,Peyrugues,shelter,shelter,69
43.48,-1.54,FR,Phare,cave,cave,2
45.8,-0.03,FR,Placard,cave,cave,11
49.53,2.65,FR,Plaisance (Belloy sur Somme),open-air,open-air,8
45.54,0.24,FR,Pont d Ambon,shelter,shelter,9
48.53,-4.65,FR,Portsall Kerdeniel,open-air,open-air,1
46.27,4.8,FR,Pre de la Chapelle,open-air,open-air,13
48.4,4.0,FR,Pre des Forges,open-air,open-air,5
45.08,5.38,FR,Preletang,cave,cave,7
46.75,-0.3,FR,Quincay (Grande Roche),cave,cave,2
45.85,5.42,FR,Raillarde,shelter,shelter,1
43.47,6.55,FR,Rainaude,cave,cave,1
45.15,1.53,FR,Raysse,shelter,shelter,1
43.32,3.08,FR,Regismont le Haut,open-air,open-air,1
42.87,0.86,FR,Rhodes II,shelter,shelter,13
47.64,5.89,FR,Rigney,cave,cave,2
46.59,0.16,FR,Roc aux Sorciers,shelter,shelter,22
44.75,1.35,FR,Roc de Combe,shelter,shelter,25
49.72,-1.93,FR,Roc de Gte,open-air,open-air,1
45.45,-1.1,FR,Roc de Marcamps,open-air,open-air,20
43.6,0.32,FR,Roc de Sers,shelter,shelter,5
48.45,-0.2,FR,Roc en Pail,,,1
47.06,6.03,FR,Roche (Courchapon),cave,cave,1
45.98,1.05,FR,Roche aux Fees,shelter,shelter,8
47.07,6.67,FR,Roche aux Pecheurs,shelter,shelter,1
45.97,4.02,FR,Rocher de la Caille,open-air,open-air,1
46.41,0.73,FR,Rochers de Villeneuve,cave,cave,2
45.56,-0.59,FR,Rond du Barry,cave,cave,44
43.52,5.27,FR,Roquepertuse,open-air,open-air,3
43.33,5.15,FR,Rouet,shelter,shelter,3
49.47,-1.83,FR,Rozel,shelter,shelter,1
47.3,5.18,FR,Sabliere de Bressey,open-air,open-air,1
49.97,3.63,FR,Sabliere de Venerolles,open-air,open-air,1
44.95,-0.33,FR,Saint Germain la Riviere,shelter,shelter,7
43.02,1.62,FR,Saint Jean de Verges,shelter,shelter,8
46.82,4.71,FR,Saint Martin sous Montaigu,,,4
45.11,5.32,FR,Saint Romans,,,1
44.7,1.1,FR,Sainte Eulalie,cave,cave,8
43.9,3.85,FR,Salpetre,cave,cave,1
44.21,4.45,FR,Salptrire,cave,cave,35
44.2,3.18,FR,Salzets,cave,cave,2
46.38,4.31,FR,Solutr,open-air,open-air,29
45.07,0.4,FR,Solvieux,open-air,open-air,2
45.68,3.2,FR,Source du Tambour (Pont de Longues),open-air,open-air,4
46.53,0.85,FR,Taillis des Coteaux,cave,cave,7
47.52,-3.13,FR,Teviec,open-air,open-air,8
46.27,3.47,FR,Theillat,shelter,shelter,7
48.54,2.28,FR,Tilloy,open-air,open-air,3
47.2,5.0,FR,Trou de la Mre Clochette,cave,cave,4
45.48,0.23,FR,Trou du Cluzeau,,,1
45.33,5.82,FR,Trou du Glaz,cave,cave,2
48.77,-3.57,FR,Trozoul,open-air,open-air,1
42.93,1.13,FR,Tuc d Audoubert,cave,cave,18
44.02,5.17,FR,Unang,shelter,shelter,10
45.52,0.12,FR,Vachons,,,3
49.42,3.52,FR,Vailly sur Aisne,open-air,open-air,1
44.1,4.3,FR,Valorgues (Baume),cave,cave,6
49.05,1.88,FR,Varennes,open-air,open-air,1
45.35,-1.07,FR,Vendays Montalivet,open-air,open-air,1
46.17,6.22,FR,Veyrier,shelter,shelter,2
43.48,-0.76,FR,Vidon,shelter,shelter,2
43.29,5.86,FR,Vieux Mounoi,cave,cave,1
46.82,4.72,FR,Vignes du Chteau Beau,open-air,open-air,6
45.98,4.72,FR,Villefranche sur Saone,open-air,open-air,1
45.99,4.04,FR,Villerest,,,3
45.95750431,5.38741547,FR,Gardon,abri/grotte,abri/grotte,74
46.0847642,5.34237134,FR,Roseau,abri/grotte,abri/grotte,4
47.201294,6.615721,FR,Gigot I,abri/grotte,abri/grotte,7
45.2058,5.638553,FR,Grande Rivoire,abri/grotte,abri/grotte,81
45.353781,5.886567,FR,Aulp-du-Seuil 1,abri/grotte,abri/grotte,3
45.73430067,5.64801049,FR,Touvière,abri/grotte,abri/grotte,9
45.84524518,5.77968717,FR,Sous-Balme,abri/grotte,abri/grotte,7
45.0501,5.3669,FR,Pas de la Charmatte,abri/grotte,abri/grotte,11
45.66611359,5.61507983,FR,Mopard,abri/grotte,abri/grotte,1
43.3834,5.1667,FR,Font-des-Pigeons,abri/grotte,abri/grotte,34
44.26473,4.43047,FR,Montclus,abri/grotte,abri/grotte,34
43.9998,4.90387,FR,Mourre du Sève,abri/grotte,abri/grotte,4
42.8334,9.4667,FR,Torre d’Aquila,abri/grotte,abri/grotte,7
47.131334,-2.244909,FR,Saint-Gildas,plein air,plein air,3
46.639686,0.591954,FR,Rocs,abri/grotte,abri/grotte,1
47.993964,-0.402891,FR,Rochefort,,,12
48.426055,-4.326514,FR,Le Crann,,,1
47.837141,-4.352634,FR,Beg-an-Dorchenn,plein air,plein air,2
48.452724,-3.870399,FR,Pont-Glas,abri/grotte,abri/grotte,1
45.0957,1.42396,FR,la Doue,abri/grotte,abri/grotte,8
45.9847,0.991407,FR,la Roche aux Fées,abri/grotte,abri/grotte,11
47.113649,-2.154716,FR,Gilardière,,,1
49.379823,3.787545,FR,Jombras,plein air,plein air,1
48.455227,1.791738,FR,Parc du Château,plein air,plein air,9
48.457178,3.329457,FR,Haut des Nachères,,,2
49.91695,2.238508,FR,Derrière le Village,,,1
49.795214,2.454617,FR,Castel,plein air,plein air,1
49.798104,2.455571,FR,Thennes,,,2
44.11203,-0.811587,FR,Gaillèbes 2,plein air,plein air,1
43.23491,0.658872,FR,Gahuzère 2,abri/grotte,abri/grotte,2
