name,lat,lon,type,classification,gc_distance_km,source,department,province,district,ubigeo,code
HUACA CÓRDOVA SECTOR I,-14.362831058974361,-75.68574312948716,SITIO ARQUEOLOGICO,monumental,52.09,INGEMMET,,,,,ZA010461
HUACA CÓRDOVA SECTOR II,-14.361240437,-75.68340491661537,SITIO ARQUEOLOGICO,monumental,52.13,INGEMMET,,,,,ZA010462
MACHU TAUKARAY,-13.546268370500002,-71.93304501325002,SITIO ARQUEOLOGICO,site,52.14,INGEMMET,,,,,ZA010463
RUMIN PUNKU,-13.6849728989999,-72.2050283999999,Sitio Arqueologico,site,52.19,INC_GeoGPSPeru,cusco,anta,chinchaypug,,
Lomas de Marcona 03,-15.154179226000002,-75.153647716,Sitio Arqueologico,site,52.25,MinCultura_BIP,,,,110304,
"MUYU MUYU - SECTOR A, B, C",-14.152249814357143,-73.12802401249999,ZONA ARQUEOLOGICA MONUMENTAL,monumental,52.36,INGEMMET,,,,,ZA008302
Lomas de Marcona 02,-15.153815671666665,-75.15021203833332,Sitio Arqueologico,site,52.38,MinCultura_BIP,,,,110304,
"C.I.QORIKANCHA-WANAKAURI,S.WIMPILLAY-PUKAKANCHA SEG.3",-13.553646604799999,-71.94208346345711,PAISAJE ARQUEOLOGICO,landscape,52.41,INGEMMET,,,,,ZA010033
Chaupi Qasa 2,-13.645419472222223,-74.23581641666667,Zona Arqueologica,other,52.44,MinCultura_BIP,,,,051002,
Pampa Las Treinta Libras 19,-15.102448857999999,-75.043286512,Sitio Arqueologico,site,52.47,MinCultura_BIP,,,,110304,
Pampa Las Treinta Libras 01 A,-15.106347513999998,-75.05121810400001,Sitio Arqueologico,site,52.47,MinCultura_BIP,,,,110304,
Larapa Chico - Concevidayoq,-13.528597186666666,-71.8901650675,Paisaje Arqueológico,landscape,52.55,MinCultura_BIP,,,,080104,
MAUKALLAQTA,-13.693258742,-72.2140947179999,Sitio Arqueologico,site,52.56,INC_GeoGPSPeru,cusco,anta,chinchaypug,,
KISQA ORQO,-13.6903313669999,-72.2076164229999,Sitio Arqueologico,site,52.59,INC_GeoGPSPeru,cusco,anta,chinchaypug,,
"LA CAPILLA SECTOR 1, 2, 3, 4 Y 5",-14.356935933066662,-75.68401045386668,SITIO ARQUEOLOGICO,site,52.59,INGEMMET,,,,,ZA010669
Larapa,-13.533415081538463,-71.89568062307693,Sitio Arqueologico,site,52.75,MinCultura_BIP,,,,080105,
Quemazón 6,-14.955500779,-74.73575095000001,Sitio Arqueologico,site,52.86,MinCultura_BIP,,,,110305,
"LA CAPILLA SECTOR 1, 2, 3, 4 Y 5",-14.353533231814813,-75.68410670099999,SITIO ARQUEOLOGICO,site,52.93,INGEMMET,,,,,ZA010669
Lucerinas,-13.543148069999999,-71.91048195857142,Sitio Arqueologico,site,52.96,MinCultura_BIP,,,,080104,
Pampa Las Treinta Libras B1,-15.106197781999999,-75.040623792,Sitio Arqueologico,site,52.97,MinCultura_BIP,,,,110304,
Quentaqui-Coyllori,-13.840469234,-72.4948093919999,Sitio Arqueologico,site,53.06,INC_GeoGPSPeru,apurimac,grau,gamarra,,
Quemazón 4,-14.954002977142858,-74.72809242142857,Sitio Arqueologico,site,53.08,MinCultura_BIP,,,,110305,
WALQA,-13.6516574789999,-72.1202733319999,Sitio Arqueologico,site,53.15,INC_GeoGPSPeru,cusco,paruro,huanoquite,,
Machuqorimarka,-13.617557244,-72.052767601,Paisaje Arqueológico,landscape,53.17,MinCultura_BIP,,,,080102,
Quemazón 2,-14.953277641999998,-74.72359633199999,Sitio Arqueologico,site,53.23,MinCultura_BIP,,,,110305,
"LA CAPILLA SECTOR 1, 2, 3, 4 Y 5",-14.351485117714283,-75.68634395582858,SITIO ARQUEOLOGICO,site,53.24,INGEMMET,,,,,ZA010669
Quemazón 5 Sector A,-14.957136281999999,-74.73105908,Sitio Arqueologico,site,53.25,MinCultura_BIP,,,,110305,
Raqayraqayniyoq,-13.52970054,-71.87815295888888,Sitio Arqueologico,site,53.26,MinCultura_BIP,,,,080104,
Pampa Las Treinta Libras 18,-15.111040178000001,-75.0429871,Sitio Arqueologico,site,53.34,MinCultura_BIP,,,,110304,
ESMERALDA (,-12.9026388979999,-72.7729986849999,Sitio Arqueologico,site,53.35,INC_GeoGPSPeru,cusco,la convencion,santa ana,,
Conventomoqo - I,-13.544153818000002,-71.904178052,Elemento Arqueologico Aislado,isolated_element,53.38,MinCultura_BIP,,,,080104,
Quemazón 5 Sector B,-14.958084728,-74.730312052,Sitio Arqueologico,site,53.38,MinCultura_BIP,,,,110305,
Pampa Las Treinta Libras 17 A,-15.113198162,-75.046380336,Sitio Arqueologico,site,53.39,MinCultura_BIP,,,,110304,
Quemazón 3 Sector A,-14.95716736125,-74.7275355975,Sitio Arqueologico,site,53.42,MinCultura_BIP,,,,110305,
Pampa Las Treinta Libras 17 B,-15.114026113999998,-75.04740982799999,Sitio Arqueologico,site,53.42,MinCultura_BIP,,,,110304,
Huancapari,-13.3553514899999,-73.674207211,Sitio Arqueologico,site,53.43,INC_GeoGPSPeru,apurimac,chincheros,huaccana,,
Pampa Las Treinta Libras 17,-15.1130637075,-75.04387005875,Sitio Arqueologico,site,53.5,MinCultura_BIP,,,,110304,
Quemazón 1 Sector A,-14.953376328,-74.717066044,Paisaje Cultural Arqueologico,landscape,53.56,MinCultura_BIP,,,,110305,
Cacasiqui,-13.8489384339999,-72.5013851369999,Sitio Arqueologico,site,53.57,INC_GeoGPSPeru,apurimac,grau,gamarra,,
WAQOTO,-13.515205511071429,-71.84330964285714,ZONA ARQUEOLOGICA MONUMENTAL,monumental,53.58,INGEMMET,,,,,ZA002939
"LA CAPILLA SECTOR 1, 2, 3, 4 Y 5",-14.34846734392308,-75.6870214016923,SITIO ARQUEOLOGICO,site,53.58,INGEMMET,,,,,ZA010669
Quemazón 3 Sector B,-14.955956972,-74.721718086,Sitio Arqueologico,site,53.59,MinCultura_BIP,,,,110305,
Pampa Las Treinta Libras 26,-15.111834620000002,-75.03731548,Sitio Arqueologico,site,53.69,MinCultura_BIP,,,,110304,
TABLAPUNKU,-13.53407659384,-71.87770631888003,PAISAJE ARQUEOLOGICO,landscape,53.71,INGEMMET,,,,,ZA010853
"LA CAPILLA SECTOR 1, 2, 3, 4 Y 5",-14.346812413285724,-75.68678139404763,SITIO ARQUEOLOGICO,site,53.73,INGEMMET,,,,,ZA010669
SOMBRERO OR,-13.6451194389999,-72.0955738449999,Sitio Arqueologico,site,53.74,INC_GeoGPSPeru,cusco,cusco,huanoquite,,
Quemazón 1 Sector B,-14.953572442,-74.713377574,Paisaje Cultural Arqueologico,landscape,53.76,MinCultura_BIP,,,,110305,
Chimaraqay,-13.533458998181818,-71.87549480727272,Sitio Arqueologico,site,53.76,MinCultura_BIP,,,,080104,
Waqoto,-13.51640916625,-71.8416196575,Zona Arqueologica Monumental,monumental,53.78,MinCultura_BIP,,,,080104,
Q'enqo Raqay,-13.577538102105262,-71.9612753331579,Sitio Arqueologico,site,53.8,MinCultura_BIP,,,,080106,
Millcca,-13.670958426666667,-74.314770055,Sitio Arqueologico,site,53.8,MinCultura_BIP,,,,051011,
Pampa Las Treinta Libras 30,-15.117250498,-75.045882374,Sitio Arqueologico,site,53.81,MinCultura_BIP,,,,110304,
SOMBRERO OR,-13.6465893589999,-72.096922704,Sitio Arqueologico,site,53.82,INC_GeoGPSPeru,cusco,paruro,huanoquite,,
Montículo Barrio Nuevo,-14.343557608571428,-75.68319812428571,Sitio Arqueologico,site,53.88,MinCultura_BIP,,,,110104,
Pampa Las Treinta Libras 27,-15.113341084000002,-75.03607981600001,Sitio Arqueologico,site,53.9,MinCultura_BIP,,,,110304,
Inkaperka Sector A,-13.740129258603352,-72.27830855273741,Paisaje Arqueológico,landscape,53.97,MinCultura_BIP,,,,030502,
Inkaperka Sector B,-13.73955284011764,-72.27691214311766,Paisaje Arqueológico,landscape,53.98,MinCultura_BIP,,,,030502,
Racaypata,-13.845716531,-72.4867091549999,Sitio Arqueologico,site,53.98,INC_GeoGPSPeru,apurimac,grau,gamarra,,
Alegría Sector B,-12.110597161666666,-69.11864085333333,Sitio Arqueologico,site,54.02,MinCultura_BIP,,,,170103,
Pampa Las Treinta Libras 16,-15.120128868,-75.04750240199999,Sitio Arqueologico,site,54.02,MinCultura_BIP,,,,110304,
Geoglifos Pampa Caracoles C,-15.10605062,-75.018501224,Paisaje Cultural Arqueologico,landscape,54.03,MinCultura_BIP,,,,110304,
Alegría Sector A,-12.109834867142856,-69.11662248857142,Sitio Arqueologico,site,54.05,MinCultura_BIP,,,,170103,
Pampa Las Treinta Libras 28,-15.115349906,-75.036852622,Sitio Arqueologico,site,54.06,MinCultura_BIP,,,,110304,
Pampa Las Treinta Libras 29,-15.115549056,-75.035317056,Sitio Arqueologico,site,54.16,MinCultura_BIP,,,,110304,
Catahuarí 2,-14.93951545333333,-74.676539345,Sitio Arqueologico,site,54.16,MinCultura_BIP,,,,050621,
Las Treinta Libras B,-15.109543696,-75.02216225800001,Sitio Arqueologico,site,54.2,MinCultura_BIP,,,,110304,
Maukachaka,-13.4267317799999,-73.8329095809999,Sitio Arqueologico,site,54.22,INC_GeoGPSPeru,ayacucho,huamanga,ocros,,
Llaullipata,-13.850423266,-72.4910967119999,Sitio Arqueologico,site,54.23,INC_GeoGPSPeru,apurimac,grau,gamarra,,
Pampa Caracoles D,-15.10623960142857,-75.01431970142858,Sitio Arqueologico,site,54.25,MinCultura_BIP,,,,110304,
Pampa Las Treinta Libras 31,-15.121366218,-75.04491906399998,Sitio Arqueologico,site,54.27,MinCultura_BIP,,,,110304,
Tingue 6,-14.275247066,-75.551463284,Sitio Arqueologico,site,54.28,MinCultura_BIP,,,,110111,
Clavelinas 2,-15.126116266,-75.05374701000001,Sitio Arqueologico,site,54.31,MinCultura_BIP,,,,110304,
Geoglifo Cerro Blanco,-14.386838526666667,-75.78135380666667,Paisaje Cultural Arqueologico,landscape,54.33,MinCultura_BIP,,,,110104,
Wakakillayoc,-14.174136185769232,-73.1318590453846,Sitio Arqueologico,site,54.34,MinCultura_BIP,,,,030414,
NN,-13.4455465509999,-71.69116084,Sitio Arqueologico,site,54.36,INC_GeoGPSPeru,cusco,paucartambo,colquepata,,
Pampa Las Treinta Libras 01 A,-15.117366424,-75.034567216,Sitio Arqueologico,site,54.38,MinCultura_BIP,,,,110304,
Catahuarí 1,-14.936444445714285,-74.66559570714286,Paisaje Cultural Arqueologico,landscape,54.39,MinCultura_BIP,,,,050621,
RUMICHUPA,-13.6495492909999,-72.0905416369999,Sitio Arqueologico,site,54.43,INC_GeoGPSPeru,cusco,paruro,huanoquite,,
Catahuarí 4 Sector A,-14.947316594,-74.68658328400001,Sitio Arqueologico,site,54.44,MinCultura_BIP,,,,110305,
Sarhua Chuschi,-13.663438249090909,-74.31324773909093,Paisaje Cultural Arqueologico,landscape,54.47,MinCultura_BIP,,,,051011,
Clavelinas 1,-15.12615869,-75.050310756,Sitio Arqueologico,site,54.48,MinCultura_BIP,,,,110304,
Pampa Las Treinta Libras 09,-15.104659038,-75.00632633000001,Sitio Arqueologico,site,54.49,MinCultura_BIP,,,,110304,
Catahuarí 4 Sector B,-14.948446394000001,-74.687651072,Sitio Arqueologico,site,54.5,MinCultura_BIP,,,,110305,
Pampa Las Treinta Libras 32,-15.118771447999999,-75.03452092799999,Sitio Arqueologico,site,54.52,MinCultura_BIP,,,,110304,
Pampa Las Treinta Libras 01,-15.116790267999999,-75.02990075,Sitio Arqueologico,site,54.54,MinCultura_BIP,,,,110304,
CH'EQOLLO,-13.537288816999999,-71.8676091895,SITIO ARQUEOLOGICO,site,54.54,INGEMMET,,,,,ZA005997
Pampa Clavelinas F,-15.126085024,-75.048008184,Sitio Arqueologico,site,54.59,MinCultura_BIP,,,,110304,
PATAPATA - RUMITABLA,-13.540370798666649,-71.87192917299998,PAISAJE ARQUEOLOGICO,landscape,54.62,INGEMMET,,,,,ZA010358
Cerro Tumallarqui,-13.863389309,-72.5080546999999,Sitio Arqueologico,site,54.66,INC_GeoGPSPeru,apurimac,grau,gamarra,,
Pampa Las Treinta Libras 02,-15.1162116775,-75.02568893499999,Paisaje Cultural Arqueologico,landscape,54.69,MinCultura_BIP,,,,110304,
NN,-13.4102129359999,-71.6150965599999,Sitio Arqueologico,site,54.7,INC_GeoGPSPeru,cusco,paucartambo,colquepata,,
Pata Pata,-13.542654595428568,-71.87405633157142,Paisaje Arqueológico,landscape,54.74,MinCultura_BIP,,,,080104,
Pampa Las Treinta Libras A,-15.116138194000001,-75.024082058,Sitio Arqueologico,site,54.76,MinCultura_BIP,,,,110304,
PATAPATA,-13.543678494375008,-71.87555878500001,SITIO ARQUEOLOGICO,site,54.77,INGEMMET,,,,,ZA001928
Lomas de Marcona 04,-15.185351138333333,-75.16497942833333,Sitio Arqueologico,site,54.79,MinCultura_BIP,,,,110304,
Catahuarí 3,-14.94920769,-74.68308243166666,Sitio Arqueologico,site,54.8,MinCultura_BIP,,,,110305,
Pampa Las Treinta Libras C,-15.113128245999999,-75.017202022,Sitio Arqueologico,site,54.8,MinCultura_BIP,,,,110304,
Pampa Las Treinta Libras 14,-15.106320952,-75.002786114,Sitio Arqueologico,site,54.82,MinCultura_BIP,,,,110304,
Pampa Las Treinta Libras 13,-15.10743285,-75.003839778,Sitio Arqueologico,site,54.88,MinCultura_BIP,,,,110304,
Orqopata,-13.869169623,-72.5149837709999,Sitio Arqueologico,site,54.88,INC_GeoGPSPeru,apurimac,grau,gamarra,,
NN,-13.436944729,-71.6624643179999,Sitio Arqueologico,site,54.95,INC_GeoGPSPeru,cusco,paucartambo,colquepata,,
Pampa Clavelinas 11C,-15.128252408,-75.043205964,Sitio Arqueologico,site,55.04,MinCultura_BIP,,,,110304,
"C.I.QORIKANCHA-WANAKAURI,S.PUKAKANCHA-WANAKAURI Y WANAKAURI I Y II,MATAGUA Y MUYU MOCCO",-13.572502256759105,-71.92649713245102,PAISAJE ARQUEOLOGICO,landscape,55.05,INGEMMET,,,,,ZA010034
Pampa Las Treinta Libras 06A,-15.116972296,-75.018736332,Sitio Arqueologico,site,55.1,MinCultura_BIP,,,,110304,
Pampa Las Treinta Libras D,-15.114826284,-75.01386133999999,Sitio Arqueologico,site,55.13,MinCultura_BIP,,,,110304,
Pampa Las Treinta Libras 10,-15.110835884,-75.00449131799999,Sitio Arqueologico,site,55.19,MinCultura_BIP,,,,110304,
QENQORAQAY,-13.499262761000004,-71.77996370349999,PAISAJE ARQUEOLOGICO,landscape,55.19,INGEMMET,,,,,ZA010795
Pampa Las Treinta Libras 03,-15.119843474000001,-75.02266415,Sitio Arqueologico,site,55.2,MinCultura_BIP,,,,110304,
Clavelinas Norte 11,-15.133698857999999,-75.05075184799999,Sitio Arqueologico,site,55.21,MinCultura_BIP,,,,110304,
Pampa Las Treinta Libras E,-15.112448775999999,-75.00705995199999,Sitio Arqueologico,site,55.22,MinCultura_BIP,,,,110304,
CERRO OCUCAJE,-14.33054483937778,-75.68491095113332,PAISAJE ARQUEOLOGICO,landscape,55.25,INGEMMET,,,,,ZA010733
Pampa Las Treinta Libras 06,-15.119109558,-75.01947181599999,Sitio Arqueologico,site,55.28,MinCultura_BIP,,,,110304,
HUARANGAL 04,-14.205882676819938,-75.4304991456316,SITIO ARQUEOLOGICO,site,55.29,INGEMMET,,,,,ZA003897
Pampa Las Treinta Libras 04,-15.120351624,-75.021539904,Sitio Arqueologico,site,55.3,MinCultura_BIP,,,,110304,
Ccasanga,-14.6937777425,-74.15122014125,Sitio Arqueologico,site,55.49,MinCultura_BIP,,,,050601,
Miramar 04,-15.19444908857143,-75.16923959428573,Sitio Arqueologico,site,55.49,MinCultura_BIP,,,,110304,
MARANNIYOC,-13.7029470009999,-72.1739783059999,Sitio Arqueologico,site,55.52,INC_GeoGPSPeru,cusco,paruro,huanoquite,,
Puskar,-13.546375159999998,-71.86571626937499,Paisaje Arqueológico,landscape,55.53,MinCultura_BIP,,,,080104,
EL POTRERO,-14.1802995096923,-73.11958608615386,SITIO ARQUEOLOGICO,site,55.55,INGEMMET,,,,,ZA010494
Cruz Qhata,-13.546243994285714,-71.86463475428572,Paisaje Arqueológico,landscape,55.57,MinCultura_BIP,,,,080104,
MARKA KASA,-13.7158679839999,-72.1981680329999,Sitio Arqueologico,site,55.58,INC_GeoGPSPeru,cusco,paruro,huanoquite,,
HUARANGAL 03,-14.19635253207202,-75.41845800380614,SITIO ARQUEOLOGICO,site,55.65,INGEMMET,,,,,ZA003896
Miramar 03,-15.197206044000001,-75.170630896,Sitio Arqueologico,site,55.69,MinCultura_BIP,,,,110304,
NN,-13.407757752,-71.5903842659999,Sitio Arqueologico,site,55.7,INC_GeoGPSPeru,cusco,paucartambo,colquepata,,
CONDOR TIAN,-13.715903598,-72.1957377929999,Sitio Arqueologico,site,55.71,INC_GeoGPSPeru,cusco,paruro,huanoquite,,
Pampa Las Treinta Libras 05,-15.121411972727275,-75.01490205545454,Sitio Arqueologico,site,55.73,MinCultura_BIP,,,,110304,
Kallampata,-13.545642344444444,-71.85936745777776,Paisaje Arqueológico,landscape,55.77,MinCultura_BIP,,,,080104,
HUARANGAL 01,-14.18310475547645,-75.39413417816635,SITIO ARQUEOLOGICO,site,55.78,INGEMMET,,,,,ZA003894
Pampa las treinta Libras 11,-15.117120620000001,-75.0049500375,Sitio Arqueologico,site,55.79,MinCultura_BIP,,,,110304,
Cerro Auquimarca A,-14.0992811989999,-75.2252268479999,Sitio Arqueologico,site,55.89,INC_GeoGPSPeru,ica,ica,yauca del rosario,,
Cerro Mal Paso,-14.1694675569999,-75.3684304079999,Sitio Arqueologico,site,55.89,INC_GeoGPSPeru,ica,ica,yauca del rosario,,
Cerro Auquimarca B,-14.099623199,-75.2269224929999,Sitio Arqueologico,site,55.93,INC_GeoGPSPeru,ica,ica,yauca del rosario,,
Cerro Coochi,-13.883482613,-72.5205463419999,Sitio Arqueologico,site,56.02,INC_GeoGPSPeru,apurimac,grau,gamarra,,
Miramar 02,-15.202454555999998,-75.17394776799999,Sitio Arqueologico,site,56.05,MinCultura_BIP,,,,110304,
HUARANGAL 02,-14.185350637252077,-75.40477166762605,SITIO ARQUEOLOGICO,site,56.08,INGEMMET,,,,,ZA003895
Cerro Calabasuyoc,-14.1697476219999,-75.37441716,Sitio Arqueologico,site,56.15,INC_GeoGPSPeru,ica,ica,yauca del rosario,,
NN,-13.4486402719999,-71.6593355069999,Sitio Arqueologico,site,56.26,INC_GeoGPSPeru,cusco,paucartambo,colquepata,,
ANDENES DE LETICIA,-13.555346466411757,-71.8686661014706,PAISAJE ARQUEOLOGICO,landscape,56.26,INGEMMET,,,,,ZA010449
Pampa Las Treinta Libras 12,-15.122125531,-75.005189591,Sitio Arqueologico,site,56.27,MinCultura_BIP,,,,110304,
Pampa Clavelinas 11A,-15.134763984,-75.030956908,Sitio Arqueologico,site,56.28,MinCultura_BIP,,,,110304,
Cerro Auqui Marca,-14.1658302479999,-75.3700832549999,Sitio Arqueologico,site,56.33,INC_GeoGPSPeru,ica,ica,yauca del rosario,,
CAMINO INCA TRAMO HAWKAYPATA - CHANCA,-13.658598044803325,-72.07041655849585,PAISAJE CULTURAL ARQUEOLOGICO,pathway,56.33,INGEMMET,,,,,ZA002653
Cerro Calabasuyoc,-14.163846878,-75.3662993169999,Sitio Arqueologico,site,56.34,INC_GeoGPSPeru,ica,ica,yauca del rosario,,
Sondondo Sector B,-13.327128315666666,-73.67746075733332,Sitio Arqueologico,site,56.38,MinCultura_BIP,,,,030604,
Duna Grande,-15.053143237142859,-74.86201987857143,Paisaje Arqueológico,landscape,56.39,MinCultura_BIP,,,,110101,
CAMINO INCA CERRO PUMAQAWANQA - OCROS - JAMPATULLAPAMPA,-13.42675203734348,-73.87688983429085,PAISAJE CULTURAL ARQUEOLOGICO,pathway,56.39,INGEMMET,,,,,ZA002934
Sondondo Sector A,-13.325739766190479,-73.67504965904763,Sitio Arqueologico,site,56.4,MinCultura_BIP,,,,030604,
Clavelinas Norte 10,-15.14130075,-75.041557648,Sitio Arqueologico,site,56.41,MinCultura_BIP,,,,110304,
Cerro Calabasuyoc,-14.1585073569999,-75.3575619289999,Sitio Arqueologico,site,56.45,INC_GeoGPSPeru,ica,ica,yauca del rosario,,
SILLKINCHANI,-13.553664282094179,-71.86115190506369,SITIO ARQUEOLOGICO,site,56.47,INGEMMET,,,,,ZA002610
Cerro Calabasuyoc,-14.1588670479999,-75.3588875709999,Sitio Arqueologico,site,56.48,INC_GeoGPSPeru,ica,ica,yauca del rosario,,
Palmar 2,-14.1669601329999,-75.3761083789999,Sitio Arqueologico,site,56.51,INC_GeoGPSPeru,ica,ica,yauca del rosario,,
Palmar 1,-14.1661307049999,-75.3745687629999,Sitio Arqueologico,site,56.52,INC_GeoGPSPeru,ica,ica,yauca del rosario,,
Pampa Clavelinas 11B,-15.140999382,-75.03795165400001,Sitio Arqueologico,site,56.55,MinCultura_BIP,,,,110304,
Cerro Calabasuyoc,-14.155709866,-75.3538881519999,Sitio Arqueologico,site,56.55,INC_GeoGPSPeru,ica,ica,yauca del rosario,,
Pampa Las treinta libras 25,-15.133212571000001,-75.02092086,Sitio Arqueologico,site,56.61,MinCultura_BIP,,,,110304,
Mina Justa 11,-15.161282498333334,-75.07786101166667,Sitio Arqueologico,site,56.63,MinCultura_BIP,,,,110304,
Sillkinchani,-13.555240480555556,-71.86083212277778,Sitio Arqueologico,site,56.64,MinCultura_BIP,,,,080107,
Yanaca A,-14.211332645339366,-73.15879525117649,Paisaje Cultural Arqueologico,landscape,56.68,MinCultura_BIP,,,,030417,
La Cueva K,-15.130606668000002,-75.013834446,Sitio Arqueologico,site,56.69,MinCultura_BIP,,,,110304,
La Cueva J,-15.12994132,-75.01226333,Sitio Arqueologico,site,56.71,MinCultura_BIP,,,,110304,
La Cueva I,-15.131554128000001,-75.01453627600002,Sitio Arqueologico,site,56.75,MinCultura_BIP,,,,110304,
Cerro Huamani,-14.148292791,-75.3433969739999,Sitio Arqueologico,site,56.77,INC_GeoGPSPeru,ica,ica,yauca del rosario,,
La Cueva E,-15.127753672,-75.005643682,Sitio Arqueologico,site,56.81,MinCultura_BIP,,,,110304,
La Cueva H,-15.132541426,-75.014368812,Sitio Arqueologico,site,56.86,MinCultura_BIP,,,,110304,
ORQOMQENCHA,-13.715163807,-72.1696839689999,Sitio Arqueologico,site,56.94,INC_GeoGPSPeru,cusco,paruro,huanoquite,,
Pampa Clavelinas H,-15.143000182,-75.0321625,Sitio Arqueologico,site,57.03,MinCultura_BIP,,,,110304,
La Cueva G,-15.134487102,-75.01408785999999,Sitio Arqueologico,site,57.07,MinCultura_BIP,,,,110304,
PUCARAMOQO,-13.662015273,-72.0608614049999,Sitio Arqueologico,site,57.14,INC_GeoGPSPeru,cusco,paruro,huanoquite,,
La Cueva D,-15.128703032,-74.99990133200001,Sitio Arqueologico,site,57.18,MinCultura_BIP,,,,110304,
PACHATUSAN,-13.5284052296923,-71.79696275984615,PAISAJE CULTURAL ARQUEOLOGICO,landscape,57.2,INGEMMET,,,,,ZA001105
Yanaca C,-14.208964978169012,-73.14330008774647,Paisaje Cultural Arqueologico,landscape,57.21,MinCultura_BIP,,,,030417,
Pampa Clavelinas G,-15.143524964,-75.02931252600001,Sitio Arqueologico,site,57.22,MinCultura_BIP,,,,110304,
Clavelinas Norte 09,-15.148472530000001,-75.039181666,Sitio Arqueologico,site,57.24,MinCultura_BIP,,,,110304,
La Cueva F,-15.133975652,-75.008698778,Sitio Arqueologico,site,57.28,MinCultura_BIP,,,,110304,
Pampa Clavelinas 09,-15.132818478,-75.005923268,Sitio Arqueologico,site,57.3,MinCultura_BIP,,,,110304,
Paraviento Playa El Conchal,-15.231530628000002,-75.207129648,Sitio Arqueologico,site,57.33,MinCultura_BIP,,,,110304,
Pachatusan,-13.530345922666665,-71.79777610666666,Paisaje Cultural Arqueologico,landscape,57.35,MinCultura_BIP,,,,081211,
Mina Justa 10,-15.173203264285714,-75.08708480285715,Sitio Arqueologico,site,57.36,MinCultura_BIP,,,,110304,
RUMI QOLQA,-13.697105685,-72.1256234089999,Sitio Arqueologico,site,57.36,INC_GeoGPSPeru,cusco,paruro,huanoquite,,
Yanaca Sector H,-14.215382604765631,-73.15264267207034,Paisaje Arqueológico,landscape,57.38,MinCultura_BIP,,,,030417,
QHUCHICORRA,-13.7233590949999,-72.1770415919999,Sitio Arqueologico,site,57.38,INC_GeoGPSPeru,cusco,paruro,huanoquite,,
Clavelinas 07-B,-15.145392849999999,-75.029621668,Sitio Arqueologico,site,57.39,MinCultura_BIP,,,,110304,
Clavelinas Norte 07,-15.150875546000004,-75.03986347200001,Sitio Arqueologico,site,57.44,MinCultura_BIP,,,,110304,
PUCARAMOQO,-13.6650352979999,-72.0596325069999,Sitio Arqueologico,site,57.5,INC_GeoGPSPeru,cusco,paruro,huanoquite,,
Pampa Clavelines 08 A,-15.140280348000001,-75.016873182,Sitio Arqueologico,site,57.51,MinCultura_BIP,,,,110304,
Otahui,-13.9070335959999,-72.5372854519999,Sitio Arqueologico,site,57.51,INC_GeoGPSPeru,apurimac,grau,gamarra,,
Collauro,-13.8816093479999,-72.4866464089999,Sitio Arqueologico,site,57.52,INC_GeoGPSPeru,apurimac,grau,gamarra,,
CERRO CALABASAYOC,-14.1522865633518,-75.36833152800547,SITIO ARQUEOLOGICO,site,57.59,INGEMMET,,,,,ZA006766
Yawuarcco,-14.214662339999999,-73.14596917624999,Sitio Arqueologico,site,57.64,MinCultura_BIP,,,,030417,
NN,-13.479859582,-71.6924675969999,Sitio Arqueologico,site,57.67,INC_GeoGPSPeru,cusco,paucartambo,huancarani,,
Cerro Calabasuyoc,-14.1513842929999,-75.3683271269999,Sitio Arqueologico,site,57.68,INC_GeoGPSPeru,ica,ica,yauca del rosario,,
QOLLAHUARCU,-13.665538286,-72.0571140989999,Sitio Arqueologico,site,57.68,INC_GeoGPSPeru,cusco,paruro,huanoquite,,
