Longitude,Latitude,Database
-55.6035681543227,-1.97594375547025,TREES/INPE
-67.68059356,-10.45722864,Multiple: (Amazon Arch | CNSA | PAST)
-67.71470884,-10.66361443,Multiple: (Amazon Arch | CNSA | PAST)
-67.13382181,-10.2773451,Multiple: (Amazon Arch | CNSA | PAST)
-68.00416746,-10.07083345,Multiple: (Amazon Arch | CNSA | PAST)
-67.61597267,-10.05481021,Multiple: (Amazon Arch | CNSA | PAST)
-67.37065744,-10.21435158,Multiple: (Amazon Arch | CNSA | PAST)
-66.41579504,-9.77622924,Multiple: (Amazon Arch | CNSA | PAST)
-67.5271706,-10.03095125,Multiple: (Amazon Arch | CNSA | PAST)
-67.51268459,-10.03118403,Multiple: (Amazon Arch | CNSA | PAST)
-67.69361939,-10.42750817,Multiple: (Amazon Arch | CNSA | PAST)
-67.20885796,-10.12745545,Multiple: (Amazon Arch | CNSA | PAST)
-67.36924188,-10.22233768,Multiple: (Amazon Arch | CNSA | PAST)
-67.60777993,-10.18528441,Multiple: (Amazon Arch | CNSA | PAST)
-67.02466509,-8.78659345,Multiple: (Amazon Arch | CNSA | PAST)
-66.66810161,-9.72504893,Multiple: (Amazon Arch | CNSA | PAST)
-67.63288847,-10.52615518,Multiple: (Amazon Arch | CNSA | PAST)
-67.662687,-10.11268584,Multiple: (Amazon Arch | CNSA | PAST)
-67.57216109,-10.10816666,Multiple: (Amazon Arch | CNSA | PAST)
-67.66533613,-10.59349864,Multiple: (Amazon Arch | CNSA | PAST)
-67.12485998,-9.72863828,Multiple: (Amazon Arch | CNSA | PAST)
-68.17222266,-10.73278162,Multiple: (Amazon Arch | CNSA | PAST)
-69.00109766,-10.78263993,Multiple: (Amazon Arch | CNSA | PAST)
-67.07369382,-8.7829599,Multiple: (Amazon Arch | CNSA | PAST)
-67.74025834,-10.46605103,Multiple: (Amazon Arch | CNSA | PAST)
-67.26322327,-9.7435004,Multiple: (Amazon Arch | CNSA | PAST)
-68.3335103,-10.66875001,Multiple: (Amazon Arch | CNSA | PAST)
-67.17609821,-8.72019797,Multiple: (Amazon Arch | CNSA | PAST)
-64.28473132,-12.26621824,Multiple: (Amazon Arch | CNSA | PAST)
-67.38988238,-9.87346504,Multiple: (Amazon Arch | CNSA | PAST)
-63.52075023,-12.05860695,Multiple: (Amazon Arch | CNSA | PAST)
-63.4028428,-11.93331513,Multiple: (Amazon Arch | CNSA | PAST)
-63.48635211,-12.11774853,Multiple: (Amazon Arch | CNSA | PAST)
-66.95666702,-10.10889181,Multiple: (Amazon Arch | CNSA | PAST)
-67.79950555,-10.15476363,Multiple: (Amazon Arch | CNSA | PAST)
-65.73033222,-9.61587169,Multiple: (Amazon Arch | CNSA | PAST)
-67.34771574,-10.25961054,Multiple: (Amazon Arch | CNSA | PAST)
-67.67861424,-9.51445329,Multiple: (Amazon Arch | CNSA | PAST)
-67.41760907,-9.88210265,Multiple: (Amazon Arch | CNSA | PAST)
-67.5089173,-10.30430554,Multiple: (Amazon Arch | CNSA | PAST)
-66.64679705,-9.78377293,Multiple: (Amazon Arch | CNSA | PAST)
-67.49484385,-10.13120088,Multiple: (Amazon Arch | CNSA | PAST)
-67.41872065,-10.37211963,Multiple: (Amazon Arch | CNSA | PAST)
-68.36960189,-10.78429553,Multiple: (Amazon Arch | CNSA | PAST)
-67.99715779,-9.899271,Multiple: (Amazon Arch | CNSA | PAST)
-67.19777764,-10.0845168,Multiple: (Amazon Arch | CNSA | PAST)
-68.61028248,-9.10750755,Multiple: (Amazon Arch | CNSA | PAST)
-67.37528046,-9.79402597,Multiple: (Amazon Arch | CNSA | PAST)
-67.79305996,-10.08972608,Multiple: (Amazon Arch | CNSA | PAST)
-67.63333376,-9.49305602,Multiple: (Amazon Arch | CNSA | PAST)
-67.02270408,-9.94474654,Multiple: (Amazon Arch | CNSA | PAST)
-68.19385803,-10.41810054,Multiple: (Amazon Arch | CNSA | PAST)
-67.49107581,-10.14470673,Multiple: (Amazon Arch | CNSA | PAST)
-67.272451,-10.16339773,Multiple: (Amazon Arch | CNSA | PAST)
-68.07507884,-10.61984991,Multiple: (Amazon Arch | CNSA | PAST)
-68.09440527,-10.65636745,Multiple: (Amazon Arch | CNSA | PAST)
-67.5949322,-10.23999018,Multiple: (Amazon Arch | CNSA | PAST)
-63.44771675,-12.27788161,Multiple: (Amazon Arch | CNSA | PAST)
-64.43191463,-12.16389316,Multiple: (Amazon Arch | CNSA | PAST)
-67.49865128,-9.98719455,Multiple: (Amazon Arch | CNSA | PAST)
-67.44563451,-9.88015975,Multiple: (Amazon Arch | CNSA | PAST)
-62.30302207,-11.89023913,Multiple: (Amazon Arch | CNSA | PAST)
-65.38481141,-10.61454023,Multiple: (Amazon Arch | CNSA | PAST)
-67.50079093,-10.30699233,Multiple: (Amazon Arch | CNSA | PAST)
-64.27902325,-12.31143554,Multiple: (Amazon Arch | CNSA | PAST)
-64.21824823,-12.24736209,Multiple: (Amazon Arch | CNSA | PAST)
-65.33069913,-10.58510358,Multiple: (Amazon Arch | CNSA | PAST)
-62.32742909,-11.68850799,Multiple: (Amazon Arch | CNSA | PAST)
-67.27138187,-9.85483234,Multiple: (Amazon Arch | CNSA | PAST)
-63.31537864,-11.98411748,Multiple: (Amazon Arch | CNSA | PAST)
-67.18982734,-10.0665491,Multiple: (Amazon Arch | CNSA | PAST)
-67.12893901,-10.21059821,Multiple: (Amazon Arch | CNSA | PAST)
-67.29889686,-9.95639389,Multiple: (Amazon Arch | CNSA | PAST)
-67.18445278,-10.01694924,Multiple: (Amazon Arch | CNSA | PAST)
-67.69769031,-10.26521916,Multiple: (Amazon Arch | CNSA | PAST)
-67.58262277,-10.11127705,Multiple: (Amazon Arch | CNSA | PAST)
-67.6341623,-10.52527988,Multiple: (Amazon Arch | CNSA | PAST)
-67.19125053,-8.71204517,Multiple: (Amazon Arch | CNSA | PAST)
-67.25241368,-8.93289161,Multiple: (Amazon Arch | CNSA | PAST)
-67.00015164,-8.84317144,Multiple: (Amazon Arch | CNSA | PAST)
-67.00807505,-9.68008284,Multiple: (Amazon Arch | CNSA | PAST)
-67.06208575,-8.7537547,Multiple: (Amazon Arch | CNSA | PAST)
-67.15832189,-9.63147426,Multiple: (Amazon Arch | CNSA | PAST)
-67.03750435,-10.06889553,Multiple: (Amazon Arch | CNSA | PAST)
-67.55773383,-10.28889383,Multiple: (Amazon Arch | CNSA | PAST)
-67.55806433,-10.3186154,Multiple: (Amazon Arch | CNSA | PAST)
-67.70473111,-9.73416825,Multiple: (Amazon Arch | CNSA | PAST)
-67.59833967,-9.94916704,Multiple: (Amazon Arch | CNSA | PAST)
-67.34856165,-9.84520239,Multiple: (Amazon Arch | CNSA | PAST)
-67.53994225,-10.19456371,Multiple: (Amazon Arch | CNSA | PAST)
-67.75861337,-9.62111009,Multiple: (Amazon Arch | CNSA | PAST)
-67.90138942,-9.84888966,Multiple: (Amazon Arch | CNSA | PAST)
-67.80305403,-10.0749986,Multiple: (Amazon Arch | CNSA | PAST)
-67.65883667,-10.09672122,Multiple: (Amazon Arch | CNSA | PAST)
-67.72796531,-10.0287019,Multiple: (Amazon Arch | CNSA | PAST)
-67.62888828,-9.49944317,Multiple: (Amazon Arch | CNSA | PAST)
-67.24023218,-8.9664578,Multiple: (Amazon Arch | CNSA)
-67.28395876,-9.18705993,Multiple: (Amazon Arch | CNSA)
-68.15813032,-10.70241314,Multiple: (Amazon Arch | CNSA)
-67.96861302,-10.58880956,Multiple: (Amazon Arch | CNSA)
-67.68903279,-10.36169903,Multiple: (Amazon Arch | CNSA)
-67.70650134,-10.43835712,Multiple: (Amazon Arch | CNSA)
-67.71574982,-10.26200522,Multiple: (Amazon Arch | CNSA)
-67.76724981,-10.44772069,Multiple: (Amazon Arch | CNSA)
-67.80829752,-10.28277849,Multiple: (Amazon Arch | CNSA)
-68.40775767,-10.67617638,Multiple: (Amazon Arch | CNSA)
-67.09403817,-9.81337997,Multiple: (Amazon Arch | CNSA)
-67.09893325,-9.80609415,Multiple: (Amazon Arch | CNSA)
-67.66717964,-10.56835927,Multiple: (Amazon Arch | CNSA)
-67.43022858,-10.37358198,Multiple: (Amazon Arch | CNSA)
-67.37162866,-10.09645485,Multiple: (Amazon Arch | CNSA)
-67.50888825,-10.08783648,Multiple: (Amazon Arch | CNSA)
-67.22104622,-10.06430209,Multiple: (Amazon Arch | CNSA)
-67.10486032,-10.03476528,Multiple: (Amazon Arch | CNSA)
-67.9382176,-9.920685,Multiple: (Amazon Arch | CNSA)
-67.5117775,-9.81054018,Multiple: (Amazon Arch | CNSA)
-67.47986826,-9.9608873,Multiple: (Amazon Arch | CNSA)
-67.28318112,-9.96133114,Multiple: (Amazon Arch | CNSA)
-67.38013084,-9.88475731,Multiple: (Amazon Arch | CNSA)
-67.22445591,-9.730418,Multiple: (Amazon Arch | CNSA)
-66.98817298,-10.1778608,Multiple: (Amazon Arch | CNSA)
-67.79071168,-10.3417561,Multiple: (Amazon Arch | CNSA)
-67.70735964,-10.52069813,Multiple: (Amazon Arch | CNSA)
-67.16108664,-10.24811968,Multiple: (Amazon Arch | CNSA)
-67.0826503,-8.73865653,Multiple: (Amazon Arch | CNSA)
-67.30675489,-10.09394966,Multiple: (Amazon Arch | CNSA)
-67.25986162,-10.00221382,Multiple: (Amazon Arch | CNSA)
-67.04675287,-10.11012195,Multiple: (Amazon Arch | CNSA)
-66.94271868,-9.86375992,Multiple: (Amazon Arch | CNSA)
-66.96208893,-9.86852222,Multiple: (Amazon Arch | CNSA)
-67.41014853,-10.07153285,Multiple: (Amazon Arch | CNSA)
-67.72447252,-10.30433479,Multiple: (Amazon Arch | CNSA)
-68.42183658,-10.6937081,Multiple: (Amazon Arch | CNSA)
-67.71418715,-10.59707548,Multiple: (Amazon Arch | CNSA)
-67.21286064,-9.698216,Multiple: (Amazon Arch | CNSA)
-67.21343367,-9.80099905,Multiple: (Amazon Arch | CNSA)
-67.24198778,-9.7373519,Multiple: (Amazon Arch | CNSA)
-66.81726561,-9.79237143,Multiple: (Amazon Arch | CNSA)
-67.06615585,-10.07928524,Multiple: (Amazon Arch | CNSA)
-67.0904257,-10.12965894,Multiple: (Amazon Arch | CNSA)
-67.03414196,-10.12743007,Multiple: (Amazon Arch | CNSA)
-67.04618486,-10.14592316,Multiple: (Amazon Arch | CNSA)
-67.04799183,-10.15077823,Multiple: (Amazon Arch | CNSA)
-67.07115706,-10.27010424,Multiple: (Amazon Arch | CNSA)
-67.55625834,-10.13352071,Multiple: (Amazon Arch | CNSA)
-67.00029109,-9.96451434,Multiple: (Amazon Arch | CNSA)
-67.43528744,-8.89629268,Multiple: (Amazon Arch | CNSA)
-66.97062135,-8.80009195,Multiple: (Amazon Arch | CNSA)
-67.02236342,-8.8058999,Multiple: (Amazon Arch | CNSA)
-67.06122762,-8.7947839,Multiple: (Amazon Arch | CNSA)
-67.20486022,-9.43205796,Multiple: (Amazon Arch | CNSA)
-66.75525567,-9.9939639,Multiple: (Amazon Arch | CNSA)
-66.90607268,-10.10532904,Multiple: (Amazon Arch | CNSA)
-66.90868815,-10.02640039,Multiple: (Amazon Arch | CNSA)
-66.94000628,-9.91584068,Multiple: (Amazon Arch | CNSA)
-67.01338371,-10.07402141,Multiple: (Amazon Arch | CNSA)
-67.04604131,-9.7940057,Multiple: (Amazon Arch | CNSA)
-67.06938568,-9.71259093,Multiple: (Amazon Arch | CNSA)
-67.09441847,-9.99782294,Multiple: (Amazon Arch | CNSA)
-67.12202927,-9.73295294,Multiple: (Amazon Arch | CNSA)
-67.12347977,-9.7163271,Multiple: (Amazon Arch | CNSA)
-69.60306222,-10.58694363,Multiple: (Amazon Arch | CNSA)
-68.92555828,-10.90111765,Multiple: (Amazon Arch | CNSA)
-68.97659124,-10.91414019,Multiple: (Amazon Arch | CNSA)
-67.88333514,-10.29695332,Multiple: (Amazon Arch | CNSA)
-67.90528048,-10.29611497,Multiple: (Amazon Arch | CNSA)
-67.91746489,-10.60387362,Multiple: (Amazon Arch | CNSA)
-67.06333914,-10.26527967,Multiple: (Amazon Arch | CNSA)
-67.21465249,-10.24428803,Multiple: (Amazon Arch | CNSA)
-67.46216793,-10.22372701,Multiple: (Amazon Arch | CNSA)
-67.49528122,-10.38389753,Multiple: (Amazon Arch | CNSA)
-67.50833963,-10.33583967,Multiple: (Amazon Arch | CNSA)
-67.54767849,-10.32151644,Multiple: (Amazon Arch | CNSA)
-67.5910154,-10.37843677,Multiple: (Amazon Arch | CNSA)
-67.67222585,-9.79667106,Multiple: (Amazon Arch | CNSA)
-67.70694444,-9.73695269,Multiple: (Amazon Arch | CNSA)
-67.72861763,-9.74000006,Multiple: (Amazon Arch | CNSA)
-67.52222259,-9.8858363,Multiple: (Amazon Arch | CNSA)
-67.53496809,-10.00095806,Multiple: (Amazon Arch | CNSA)
-67.66389047,-9.98471827,Multiple: (Amazon Arch | CNSA)
-67.79555573,-9.85500484,Multiple: (Amazon Arch | CNSA)
-67.85305654,-10.105557,Multiple: (Amazon Arch | CNSA)
-67.86639176,-9.96583638,Multiple: (Amazon Arch | CNSA)
-67.96034211,-10.07647764,Multiple: (Amazon Arch | CNSA)
-67.99720958,-9.91224831,Multiple: (Amazon Arch | CNSA)
-67.16889244,-9.91084011,Multiple: (Amazon Arch | CNSA)
-67.25839231,-9.78048855,Multiple: (Amazon Arch | CNSA)
-67.32111611,-9.96806056,Multiple: (Amazon Arch | CNSA)
-67.37388655,-9.82305716,Multiple: (Amazon Arch | CNSA)
-67.40849977,-10.00280934,Multiple: (Amazon Arch | CNSA)
-67.42462293,-9.88544775,Multiple: (Amazon Arch | CNSA)
-67.54333529,-10.27111677,Multiple: (Amazon Arch | CNSA)
-67.55750295,-10.06389734,Multiple: (Amazon Arch | CNSA)
-67.60127815,-10.08502659,Multiple: (Amazon Arch | CNSA)
-67.65662009,-10.20262353,Multiple: (Amazon Arch | CNSA)
-67.69084011,-10.29167462,Multiple: (Amazon Arch | CNSA)
-67.70639462,-10.1822262,Multiple: (Amazon Arch | CNSA)
-67.99639581,-10.59722645,Multiple: (Amazon Arch | CNSA)
-68.14069905,-10.6716634,Multiple: (Amazon Arch | CNSA)
-68.15522447,-10.37716077,Multiple: (Amazon Arch | CNSA)
-68.17166806,-10.70805581,Multiple: (Amazon Arch | CNSA)
-68.54972915,-10.55562636,Multiple: (Amazon Arch | CNSA)
-66.12195738,-9.72167227,Multiple: (Amazon Arch | CNSA)
-66.12576931,-9.72139651,Multiple: (Amazon Arch | CNSA)
-66.38303924,-9.84573527,Multiple: (Amazon Arch | CNSA)
-66.5493865,-9.68216955,Multiple: (Amazon Arch | CNSA)
-66.58666331,-9.76750003,Multiple: (Amazon Arch | CNSA)
-66.62511225,-9.75942007,Multiple: (Amazon Arch | CNSA)
-67.25170285,-8.88763839,Multiple: (Amazon Arch | CNSA)
-67.24487008,-8.87549866,Multiple: (Amazon Arch | CNSA)
-67.72280839,-10.25548228,Multiple: (Amazon Arch | CNSA)
-67.76110606,-10.44877156,Multiple: (Amazon Arch | CNSA)
-67.78605706,-10.1074605,Multiple: (Amazon Arch | CNSA)
-67.12399794,-10.23044528,Multiple: (Amazon Arch | CNSA)
-67.12441722,-10.20786989,Multiple: (Amazon Arch | CNSA)
-67.18115456,-10.24911333,Multiple: (Amazon Arch | CNSA)
-67.17164883,-10.20370206,Multiple: (Amazon Arch | CNSA)
-67.72666584,-10.41306067,Multiple: (Amazon Arch | CNSA)
-67.55444164,-10.07555648,Multiple: (Amazon Arch | CNSA)
-67.53704217,-10.03681783,Multiple: (Amazon Arch | CNSA)
-67.66666533,-10.52365506,Multiple: (Amazon Arch | CNSA)
-67.42226178,-9.89734711,Multiple: (Amazon Arch | CNSA)
-67.47861306,-9.91388894,Multiple: (Amazon Arch | CNSA)
-67.82138844,-9.7625,Multiple: (Amazon Arch | CNSA)
-67.72416683,-9.57694422,Multiple: (Amazon Arch | CNSA)
-67.6730567,-9.9152759,Multiple: (Amazon Arch | CNSA)
-67.7925015,-9.62333317,Multiple: (Amazon Arch | CNSA)
-67.99472111,-10.07833317,Multiple: (Amazon Arch | CNSA)
-67.66694522,-9.70111106,Multiple: (Amazon Arch | CNSA)
-67.44031906,-9.88484711,Multiple: (Amazon Arch | CNSA)
-67.53063776,-10.1804758,Multiple: (Amazon Arch | PAST)
-67.24920675,-9.09661889,Multiple: (Amazon Arch | PAST)
-67.91783823,-10.601673,Multiple: (Amazon Arch | PAST)
-67.53548346,-9.76712032,Multiple: (Amazon Arch | PAST)
-67.06049442,-10.06113641,Multiple: (Amazon Arch | PAST)
-63.51404713,-12.05664603,Multiple: (Amazon Arch | PAST)
-64.23498993,-12.35447539,Multiple: (Amazon Arch | PAST)
-63.45273447,-11.94843219,Multiple: (Amazon Arch | PAST)
-63.47643741,-12.05968833,Multiple: (Amazon Arch | PAST)
-63.47029562,-12.17871315,Multiple: (Amazon Arch | PAST)
-66.26804856,-9.69953139,Multiple: (Amazon Arch | PAST)
-67.6943753,-10.30203754,Multiple: (Amazon Arch | PAST)
-62.90074092,-12.85036741,Multiple: (Amazon Arch | PAST)
-67.68445758,-10.26068572,Multiple: (Amazon Arch | PAST)
-67.12976111,-9.72781777,Multiple: (Amazon Arch | PAST)
-67.67931291,-10.25806781,Multiple: (Amazon Arch | PAST)
-63.63341669,-13.61383638,Multiple: (Amazon Arch | PAST)
-63.70488378,-13.68505511,Multiple: (Amazon Arch | PAST)
-63.74788301,-13.7804211,Multiple: (Amazon Arch | PAST)
-63.74374159,-13.71872768,Multiple: (Amazon Arch | PAST)
-63.74506421,-13.794107,Multiple: (Amazon Arch | PAST)
-63.63947901,-13.64296938,Multiple: (Amazon Arch | PAST)
-63.65504561,-13.62233781,Multiple: (Amazon Arch | PAST)
-63.65009841,-13.62468781,Multiple: (Amazon Arch | PAST)
-63.649841,-13.637491,Multiple: (Amazon Arch | PAST)
-63.64791112,-13.6407897,Multiple: (Amazon Arch | PAST)
-63.48797888,-13.72404929,Multiple: (Amazon Arch | PAST)
-63.46588247,-13.73995609,Multiple: (Amazon Arch | PAST)
-63.45387791,-13.77212535,Multiple: (Amazon Arch | PAST)
-63.42171728,-13.76417138,Multiple: (Amazon Arch | PAST)
-63.38446768,-13.76775381,Multiple: (Amazon Arch | PAST)
-65.31906436,-10.43888619,Multiple: (Amazon Arch | PAST)
-68.03971893,-10.61555615,Multiple: (Amazon Arch | PAST)
-67.90610886,-10.61008735,Multiple: (Amazon Arch | PAST)
-67.1645013,-10.01699781,Multiple: (Amazon Arch | PAST)
-61.00689711,-13.4888286,Multiple: (Amazon Arch | PAST)
-62.00868192,-13.32975771,Multiple: (Amazon Arch | PAST)
-67.04462398,-10.11096749,Multiple: (Amazon Arch | PAST)
-66.34179272,-9.80603217,Multiple: (Amazon Arch | PAST)
-68.62373961,-10.94253925,Multiple: (Amazon Arch | PAST)
-63.7069865,-13.2628365,Multiple: (Amazon Arch | PAST)
-67.72199404,-10.19113702,Multiple: (Amazon Arch | PAST)
-67.31250141,-9.77194577,Multiple: (Amazon Arch | PAST)
-66.31204018,-9.72720712,Multiple: (Amazon Arch | PAST)
-68.62254299,-10.94325578,Multiple: (CNSA | PAST)
-67.16528612,-10.03555711,Multiple: (CNSA | PAST)
-67.8161351,-10.62337492,Multiple: (CNSA | PAST)
-67.80237225,-10.59680145,Multiple: (CNSA | PAST)
-64.11929904,-8.77564735,Multiple: (CNSA | PAST)
-67.32040224,-10.073094,Multiple: (CNSA | PAST)
-68.01119251,-10.07500143,Multiple: (CNSA | PAST)
-67.7870855,-10.32526256,Multiple: (CNSA | PAST)
-68.41230723,-10.65679065,Multiple: (CNSA | PAST)
-67.52750271,-10.18048428,Multiple: (CNSA | PAST)
